bequest_id	bequestdescription
398	pid469 gets 40s
399	ea sister gets 40s
400	pid470 gets 12s that he paid more than he should have
401	pid471 gets 6s 8d
402	"my master pid454 gets £3 6s 8d; test asks him and and entire world with ""enter harte"" for forgiveness for tests' sins from the beginning of the world"
403	pid455 gets my iron chest
404	"if any of test's children dies before inheriting then the rest are to be the heirs, except that 455 and 456 are ea to get £20 from the share; pid455 is to set the children where ""as they may lerne to be good coks in honest merchaunt men housed and loke well to them, for I truste the best with them""; test thinks that if pid456 remarries she will set but little for the children, so pid455 is to look after them"
405	pid472 gets £6 13s 4d for his pains
406	"pid456 gets resid; my little ruby ""and kepe it well for I have lovid yow ryght well, wiff be not discontentid because I have not made you ffull executour for wymen be unkynde when ye be maryed agayne, and gyve no fors for their other lovers, and that I doo daylye se, and that causid me to doo this as I have doon"""
407	5s to the high altar for tithes
408	6s 8d to the clerk of the parish ch
409	5s to the new sexton at the parish ch
410	pid474 and 475 gets 20s
411	pid476 gets 20s
412	40s to poor living in the several parishes in the ward of bread st on the day of burial
413	£10 to poor living in the ward of Colman st
414	pid477 gets £50
415	pid478 gets £50 to be delivered into hands of pid479 towards the payment of the hospital's debts
416	pid480 gets £10
417	pid481 is forgiven the £16 he owes test
418	pid482 is given £5 and is forgiven the debts he owes to test
419	pid483 gets £4
420	pid484 gets £3
421	pid485 gets £10
422	ea brother and sister of pid485 gets 20s
423	pid486 gets £5
424	pid487 gets £5
425	pid488 gets £3
426	pid489 gets £5
427	pid490 gets 40s
428	pid491 gets 40s
429	pid493 gets £4
430	pid494 gets 40s
431	pid495-497 have already received part of test's goods to their advancement; they also get a third share of all goods according to the custom of london
432	pid498 gets 40s
433	pid500 gets 40s and is forgiven debts he owes to test
434	"pid501-503 get 2 little messuages and tenements at the furthest end of London Bridge adjoining to the great slo..e there over the west side - now in the occup of pid504 and 505 in parish of st olaff in southwark;  to be held by parson and churchwardens who are every week on Sunday to give 3d from the profits in white bread to the clerk of the parish of st bartholomews which is to be used for the holy bread; also 15d to be sued for penny bread to be put on the altar before test's pew on Sunday which after mass 1 penny loaf to go to clerk, 1 penny loadf to sexton, and the rest is to be given by parson and churchwardens to 13 poor inhabitants of the parish; rest of profits to be used to repair messuages; if the parson/churchwardens are negligent about the bread then the bequest to be void and the 2 messuages to go the master and wardens of pid506 who are to use them to relieve the poor"
435	"pid499 gets all messuages, land, tenements, rents, services, hereditaments not otherwise bequeathed in City of London, borough of Southwark, Herts and elsewhere in England: for life; after death to go to pid495-496 equally and their heirs"
436	"master and wardens of pid506 get lease and term and interest in the windmill at Fyndesbury on the hill known as East Milne, currently in occup of pid507; profits to be used for the increase of the living of the poor folk found by the company of haberdashers' hall; the company is to take no more than £10 pa from the profits"
437	"after death of pid499 the windmill on the mount beyond st johns and all term, lease and interest in it goes to pid509, who is to take only £10 pa from profits (doesn't say what happens to rest)"
438	"after death of pid499, pid510 gets lease and interest in windmill at Finsbury called the West Mill, though is only to take £10pa from profits"
439	master/wardens of pid506 get for a remembrance my great silver cup with cover: which is to remain with the company and be used in every election of the master; also get £20 for a dinner on the day of burial
440	clerk of pid506 gets 10s and beadle gets 6s 8d
441	10s to poor of pid506 for a repast on day of burial
442	pid512 + 513 ea get a black gown
443	pid514+515 ea get a black gown
444	pid516 gets £6 13s 4d; is asked to help test's wife
445	"pid517 gets £5, a black gown and is forgiven all his debts"
446	pid499 gets resid
447	pid518 + 519 ea get £10; pid511 get £20 and a nest of my best gilt goblets
448	pid520 gets £40 so he is diligent in gathering up test's goods in Spain
449	pid521 gets £6 13s 4d if he is faithful and true to test's wife
450	at funeral 20 poor men and 10 poor women to be given a gown
451	all debts to be paid
452	"resid all goods: divided into 3; 1 part to pid524; 2nd part to go to pid525, 526, 527 529 as £400 ea (pid528 crossed out; pid529 to get her's on day of marriage), and rest of 2nd part to all children equally divided; 3rd part reserved for will"
453	pid524 gets my great standing cup of silver with cover and gilt
454	pid530+531 get my lesser basin + ewer of silver parcel gilt
455	"pid525 gets my greatest basin + ewer of silver parcel gilt, my 6 silver pots parcel gilt with cover, a little salt which stands in it, + the leather case to the same"
456	pid526 gets my greatest silver salt with cover gilt
457	pid527 gets my 2nd silver salt
458	pid529 gets my large square salt of silver with cover
459	"pid532 gets £16 to be pain in quarterly 20s instalments, so long as he's without a benefice; if he gets one then the payments are to stop a year after the benefice begins"
460	pid533 gets £5 at the end of his apprenticeship
461	pid535 gest £5
462	£5 to be distributed equally among children of pid536
463	pid538 gets £3
464	£5 equally to children of pid539
465	£5 equally to children of pid540
466	40s to pid541
467	"£10 to poor scholars of pid543, to be distributed by pid545 + 546"
468	"£10 to poor scholars of pid544, distributed by pid547 + 548"
469	£20 to poor children in pid549
470	£10 to poor in pid550
471	40s ea to pid551-555
472	pid556 gets £5
473	pid557 gets 40s
474	pid558 gets £3
475	pid559-560 gets 40s ea
476	pid561 gets 40s
477	pid563 gets 40s + gown
478	pid564 + 565 ea get 40s and a gown
479	pid566 gets 40s + a gown
480	"£10 to the wardens and grocers bringing his body to burial, for a dinner at their hall"
481	pid568-573 ea gets a black gown at 10s per yard
482	pid574 + 575 are forgiven £8 and odd money that they owe test
483	pid530 + 531 ea get black gown
484	the 3 clerks of pid530 ea get a black gown
485	pid576 + 577 ea get a black gown
486	the preacher preaching at burial gets a black gown; test wants it to be pid578
487	pid579 is to have 20 marks; if she marries any of test's sons the 20 marks become £100
488	pid524 is to have the bequests made in the will of pid580
489	pid581 gets 40s
490	"pid524 gets messuage or tenement with apps in the parish of Colechurch in the City of London (purchased from pid582 who is currently occup it for rent £20 pa); she is to have it for life to make good her jointure of the yearly value of £100; after death this prop and the fields/closes/meadows/pastures called the Mantilles in the parish of Clerkenwell (midsx), and all manors/lands/tenaments/rents in the county of Sowtht, and the great messuage or tenement called the Bouresheade in Westcheape of London in the parish of All Saints Honey Lane - to go to pid525 and his heirs forever; if he has no heirs then reverts to pid527, then reverts to pid528 + 529 and heirs, then to test's next male heirs, then to any heirs"
491	pid526 gets great messuage or tenement with apps in Cornehill in parish of St Christopher next the Stock in London (late bought from execs of pid583 and now occup by pid530) and to his heirs; reverts to pid527 and heirs - pid525 and heirs - pid528+529 and heirs - any males heirs - any heirs
492	"pid527 gets 3 messuages or tenements and 2 gardens in or near Swanne Alley in Colmanstrete, London (now or late in several occupations of pid584-586), and the messuage or tenements in Honey Lane in the parish of AHHL (now in occup of pid587) and heirs; if no heirs reverts to pid526 - pid525 and heirs - pid528 + 529 and heirs - male heirs - any heirs"
493	pid530 + 568 ea gets £6 13s 4d
494	resid divided equally among pid525-529; ea to be the others' heirs
495	"wants all debts paid, esp the £1500 he owes to good and loving friends pid592-594, and the £1000 owed to pid595"
496	"all goods divided according to the custom of the city in to 2 (sic) parts: 1 part to fulfill will, the other part goes to children"
497	"to perform the bonds made to the husbands of daughters pid596-599 for their portions, the husbands are to receive goods to the value of the bonds"
498	poor in pid600 get 20 marks
499	poor in pid601 get £10
500	poor in pid602 get£10
501	poor in pid603 get £6 13s 4d
502	poor in pid604 get £6 13s 4d
503	poor in pid605 get £6 13s 4d (in ea prison)
504	poor in pid606-608 get £6 13s 4d  (ie to ea prison)
505	pid609 + 610 ea get £5
506	pid611 gets £5
507	poor in the parish of st magdalene milkstreet get £5
508	poor in parish of st stephan colemanstrete get £6 13s 4d
509	"pid612 gets £100: so 2 young men out of the livery may have the occup of the £100 equally between them at the rate of 6% pa for 5yrs; the the £100 to be lent to 2 other young men of the livery in the same way. The £6 pa interest is to be used thus: 52s to be given to poor of Whittington College pid613, the clerk of pid612 to have 3s 4d pa for his pains; the rest of the £6 to go to the poor of the parish of st giles cripplegate"
510	£5 within 6 months to repair the spring at Northemarstone in parish of Buckingham where they used to water their cattle; to be delivered to pid614+615 who ea get 13s 4d for their pains
511	20s ea to 10 poor scholars from both universities: to be delivered by pid616+617 within 1 year
512	£20 for a dinner to the livery of pid618 on day of burial; 26s 8d to the almsmen of pid619's foundation (pid613?) for a dinner
513	20 sermons to be preached within 1 year in All Saints parish where I dwell at the mercers chapel there: 10s to ea preacher
514	25s to the parson of AHHL
515	£80 for cloth to make 80 poor men gowns to attend body to funeral
516	£5 to ea manservant dwelling at test's house
517	6s 8d to ea maidservant dwelling at test's house
518	"pid592-595 and pid620-629 ea get: a gold ring worth 46s 8d with the words ""Live to dye"" on one side and ""R:B"" on the other"
519	pid617 gets lease and term of years in garden and garden houses in or near George Alley in Colemanstrete
520	pid630 gets £150 at £50 pa
521	pid631 gets 20 marks
522	pid632 gets 20 marks
523	pid617 gets resid
524	"pid595, 626 + 627 ea get £10 for their pains"
525	pid617 and heirs gets manor of Bonix and all lands in Ifielde in Suffolk
526	"pid617 gets messuage, houses, tenements in Westcheap (known by the sign of Swan and Harp together) where test now follows his trade of mercer"
527	"friends pid595, 626 + 627 are to have the lands and reversions in the town and parsh of Northmarston in the county of Bucks for 40yrs (and are to use the profits on behalf of pid630); after 40yrs to pass to pid617; if pid630 sues pid617 (doesn't say for what) then this bequest is void"
528	"pid633 + 634 and their heirs get test's ""quarter parte and a halfe"" in the ""minerall called the copper myndes"""
529	wants all debts paid
530	"pid639 gets for life: money from the lease of test's dwelling house in Westcheap: the execs are to let the east side of the shop and warehouse behind the shop for £20 pa - the tenant is to have the wares and to pay for them within £5 in the 100 that they cost as it appears in test's book; from the wares, shop and house £80 is to be distributed thus: £60 to pid639, £10 to discahrge rent to mercers company, and £10 to go to repairs; pid640 is to have first offer on renting the property"
531	"pid639 gets for his lodging the use of the chamber where the test lies for life, with all the bedding, furniture, bed, use of all linen and pewter and brass he needs; also gets the use of the next chamber with all bedding, bed, furniture for his servants; pid640 also gets the use of a chamber in the same house at the appointment of 639"
532	pid642+641+their children get £200 within 8 months (although beqid529+530 to be met first)
533	pid639 to have power to dispose at his death of £40 of cash or goods (presumably of test's) if he doesn't have the means to do this himself; test's execs to make good these bequests
534	pid640 gets £20: £10 after death of test and £10 after death of pid639
535	pid643 gets £5 after death of pid639
536	pid645 gets £5 after death of pid639
537	£26 13s 4d for 80 poor women to accompany body to funeral
538	"after death of pid639, £200 to go to pid646 for the relief of the poor; if mercers refuse, then to go to another company chosen by execs/super); the company is to give surety to execs of the freehold of lands/prop to the value of £20 pa after all charges: weekly to give to poor prisoners in pid647-654 5 dozen of good sweet and wholsome bread to ea prison on consecutive weeks (ie 1 prison ea week)"
539	"after death of pid639: lease and all goods bequeathed to him to go to pid641 + pid642 and their children equally, except that pid655 is to have £20 more than the other children"
540	boy servant gets 20s
541	20s to ea maid servant not otherwise remembered
542	"pid656 gets £10 after death of test, and £20 after death of pid639"
543	pid657-659 ea get £6 13s 4d
544	"£6 to the almshouse in Bristol in the marsh there, after death of pid639"
545	my parish church of AHHL gets 3s 4d for  tithes
546	the 4 prisons in london (pid665-668) ea get £4 within a year of death
547	20s to poor prisoners in the Gatehouse in Westminster (pid669)
548	the five orders of friars in London (pid670-674) ea get 20s within a year of death
549	the 4 leper houses in London ea get 20s within 1 year of death
550	pid675 gets 40s to the mending of highways within 1 year
551	pid676 gets £20 + £5 pa for life
552	pid677 gets 40s + release of 1 year of term
553	pid678 gets 40s + release of 1 year of term
554	pid679 gets £3
555	pid680 gets £10; and test gives pid679 to pid681 if it pleases him to take her
556	pid682 gets 40s
557	"pid683 gets tablecloth of 8yards, long towel of 8 yards, dozen napkins of the broadest and best, my 2nd standing gilt cup with cover"
558	pid684 gets £40 to her marriage
559	40s to the parish ch or Dunston
560	parish church of Carlton where test's father is buried to have 40s and as much money as will furnish up the steeple
561	an honest chaplain of good name and fame is to sing mass daily : pray for the souls of test's parents/family - is to have 9 marks salary for 5 years
562	"pid686 is to have tablecloth, dozen napkins, towel, my little gilt salt with cover"
563	pid687 + 688 ea get £5
564	pid681 + 689 ea get a black gown: test trusts 681 to be a man of good conscience who won't damn his soul for test's goods
565	pid690 gets £20 and a black gown; pid 691 gets a black gown
566	test wants favourable letters from pid692 to help the execs with test's debtors;
567	"pid692 gets £10, tablecloth of fine diaper of damask work of 12 yards, a towel of the same, 2 dozen napkins of the same: to be provided in the next Syncsomer mart"
568	"pid693 gets tablecloth of fine diaper of damask work of 10 yards, a towel of same and 18 napkins of the same, from the Syncsomer mart; + £5 + a black gown; and my best standing cup with a cover"
569	"pid694 gets tablecloth of fine diaper of damask work of 10 yards, a towel of same and 18 napkins of the same, from the Syncsomer mart; + £3 + a black gown"
570	pid696 gets £10 to her marriage
571	pid697 gets my gilt standing cup of the Dutch making
572	"£5 to each child of pid698, ""to whome I wolde have gevyn more because they bey alythe unto me but oonly for the suspicious and corrupt opynyons of diverse [underlined] people and paraventur yet sume hath said that I shulde be the father of some of them because they were gotten and borne in my house whiche is fals and untrewe, that I had never more knowlige of the body of the mother of them nomore that I have had of myn owne suster, and theron I take my dethe"""
573	test owes pid699 approx £160 for some wool which his 'servant' pid677 bought from him last easter - payable next easter
574	"has 7 pockets of wool - pid700 had bought them of pid701 on his own bill; test will discharge the debt as he has the goods, because if he waits for pid700 to pay it might never happen, for ""knoweth he is a pevusshe felowe and I rather I shulde lose forty poundes by him than that he shulde say that he had lost fourty pens by me"""
575	"pid700 set up a dodgy deal with broker  pid702, who refuses to pay, so execs are to sue"
576	"pid703 gets a black gown and 40s calais money, and pid704 gets a black gown"
577	pid705 gets 40s calais money + black gown
578	my hostess at this house gets a black gown
579	pid706 gets a black gown
580	pid707 gets £5
581	pid708 gets resid: to be kept by execs while he's still an apprentice
582	"pid710+711 get £100 to distribute to 20 honest and religious ministers  (£5 ea); half within 1 yr, half within 2 yrs; pid710 gets £10 for pains"
583	pid713-716 ea gets £100 when 21yrs or married; ea to be the others' heirs
584	pid711 gets 40s
585	pid717 gets £100
586	pid718 gets 40s
587	pid719 gets £100
588	pid720 + 721 ea get 40s for a ring of gold to be made for a remembrance
589	pid722+723 ea get 40s for a ring for a remembrance
590	pid724 gets £50
591	pid725+726 ea get 40s for a gold ring
592	pid727 gets £10 and pid728 gets 40s for a ring each
593	pid729-741 ea get 20s for a ring for remembrance
594	"pid742 gets £5 to be given to him by pid727, for the relief of his necessity"
595	£10 to the master and execs of pid743 for its poor children
596	£5 to the masters and governers of pid744 for the poor in the hospital
597	£5 to masters and governers of pid745 for its poor people
598	40s ea to pid746-749: for 20 weeks ea is to provide 2s worth of bread to its poor prisoners; to start within 1 month of death
599	£10 for the relief and releasing of 5 poor men in pid750 where the test was a fellow prisoner: 40s ea for their enlargement
600	"pid751 gets 40s, and parish clerk of AHHL gets 10s"
601	pid752 gets 20s
602	"pid712 and heirs gets messauge or tenement called the Kings Arms in Camwicke street London where pid753 currently lives; so long as he/heirs every week (forever) give to poor prisoners in the ""hole"" of pid750 where the test was a prisoner 2s worth of bread; if they default for 3 months then the sheriff of London (who'll have charge of pid750) is to distrain upon the premises; if they default for 6 months then the bequest is void and goes to pid711 and heirs under the same conditions"
603	"pidpid712 and assigns get lease of house where test dwells called the sign of the Black Bull in Cheapside (which lease is held from mercers co pid754); he is to be bound to pid711 + 718 to pay yearly to them £50 at the feast of nativity St j bap to make a stock for pid713-716; the stock is to remain in the hands of pid711 + 718 who'll give it to pid713-716 and any new children when the reach 21yrs or married, equally divided; if pid712 won't be bound, or delays entering the bond for 2yrs, then the lease goes to pid711 + 718 on the same conditions (they are to be bound to pid712 to make the payments); see beqid606"
604	"pid755 gets featherbed, bolster and bedstead which she now lies on"
605	"pid756 gets £50 to be paid at the end of his term of years; he is to assist pid712 ""in all such thinges as shalbe ..st for the manifestinge unto him of the truthe of my estate"""
606	"to advance pid712 and regarding the test's stock in hands of pid727: if pid712 agrees with pid727 then they are to continue the trade together as the test formerly did - in which case the lease of house where test dwells (beqid603) is to be reasonably rated for the good of pid727; if pid727 doesn't want to continue the trade with pid712 then pid756, if he can employ the house, shall have it for £10 discount pa for the whole remaining term, if he uses it himself or with pid712"
607	pid755 gets £50 within 2 yrs
608	pid757 gets £10 within 2 yrs
609	pid758 gets £40 within 2 yrs and is forgiven all the money test has lent him and which he still owes
610	pid759 gets 20s
611	parson and churchwardens of the parish church where he's buried to have 40s for them to give to poor
612	all debts to be paid
613	pid712 gets resid
614	"pid712 is ""nowe uppon a voyage at the Sea If it shall please god soe to dispose of his life as that he should not returne home alyve"" then pid713-716 get everything he should have had, and pid711 + 718 to become execs and pid725 + 758 to become the supers"
615	"pid764, 724, 719, 718, 717, 711, 710, 712, 763, 720, 721, 722, 723, 727 + 728 ea get enough cloth and other stuff to make a mourning gown"
616	"pid755, all servants and all servants of pid727 get a cloak or gown at discretion of pid711 + 718"
617	pid765 gets black cloth for a mourning cloak
618	pid758 gets black cloth for a mourning cloak
619	"35 poor people are to have a gown, as appointed by supers"
620	pid766 gets £5 within a yr
621	touching my estate both real and personal I give devise and bequeath to pid768
622	"40s to the ""maister"" of St Thom at Acres for the burial"
623	3s 4d to the high altar of Our Lady atte Bowe in Westcheape where test is a parishioner
624	40s to the high altar of the parish church of AHHL
625	40s to the high altar of the church of Fenny Stratford
626	wants all proven debts paid
627	"40s distributed tor poor inhabitants of AHHL and StMlB, so they recommend test's soul in their prayers"
628	"wants 5 trentals in honour and worship of the 5 wounds of JC by such priests as have no other charge for test's soul, souls of parents and all xian souls"
629	"if my fellowship of mercery (pid773) is at burial, dirge and mass as is the custom, those present to have bread, ale, wine, cheese and spices as the season of the year shall ask"
630	day after burial to be an honest dinner for the fellowship (pid773) who were at the dirge and mass - execs to spend £10
631	pid774 gets my best violet gown and £6 13s 4d to pray for my soul
632	"pid775 and brothers and sisters to have good wares to the value of £60 in flemish money equally divided between them; to be in custody of pid774, to be put to their use until they come of age or married - to be ea others' heirs; if all die then goes to pid774"
633	"pid776 gets 1 third of all goods and wares, and all hh and plate according to custom of the city except for: 6 goblets with 2 covers, 3 of which and 1 cover of silver parcel gilt weighing 52oz to go to pid777 when she is of age or married; the other 3 goblets + 1 cover to go to the child now in womb of pid776 when comes of age or is married - ea of these two to be ea other's heir"
634	"pid777 and unborn child in womb of pid776 get 1 third of all goods according to the custom of the city, when come of age or married; to be ea other's heir"
635	"execs to provide at Oxford 2 honest scholars of divinity for 4yrs after death to sing for soul, souls of parents; ea to have 5 marks pa"
636	the 4 houses of friars to pray for soul + souls parents - 10s to ea house
637	pid778 gets £3 6s 8d so he is diligent in helping execs to gather and receive test's debts
638	pid779 is released the last year of his apprenticeship
639	pid780 gets 20s to pray for soul
640	"3rd part of all goods reserved to execs to perform will; resid of the 3rd part to be divided into 3 equal parts and 2 given to pid777 and the unborn child of pid776 when come of age or married equally - to be ea other's heir - if both die then to be divided into 3 parts and given to pid776, pid774 and his children, and third part for soul; 3rd part of resid to be given for soul and souls of parents and all xian souls"
641	pid781 + 782 ea get £6 13s 4d  for their pains
642	pid783 gets £6 13s 4d
643	"pid776 to have all lands and tenements  in little Bakhill, Bowbakhill, Calcot and in the parish of Swyngeston in the county of Bucks for life - she is to make repairs; after her death to go to the child in her womb if it is male; if the child is female then to go to pid777 after death of pid776 + heirs; if no heirs to go to heirs of pid774"
644	"Naplis, Biskett, Mackyneroodes and wine be spent at burial, but nothing else"
645	all debts to be paid
646	"pid785 gets all her wearing apparel, rings, jewels, 20 marks to buy her mourning"
647	"pid785 to have an annuity of £50 until test's debts are paid - at feast of annunciation BVM + feast st michael in equal portions, beginning at next feast after death"
648	pid787-793 ea get 30s to buy a ring
649	pid794 + 795 ea get 30s for a ring
650	pid796 + 797 ea get 5s for a ring
651	pid787 gets £200
652	pid788-792 ea get £25
653	pid798 gets £25
654	pid799 + 800 ea get 30s to buy a ring
655	pid799 + 800 ea get 20 nobles to buy them mourning
656	children of pid801 which he had by pid802 get 30s ea to buy a ring to wear in remembrance of test
657	pid803 gets 20 nobles to buy mourning
658	pid804 + 805 ea get 30s to buy a ring
659	"pid804 + 805 ea get 20 nobles to buy mourning, so long as they attend funeral, otherwise they don't get this bequest"
660	pid806 + 807 ea get 30s to buy a ring
661	pid806 + 807 ea get 20 nobles to buy mourning
662	pid808 + 809 ea get 30s to buy a ring
663	pid808 gets £5
664	pid810 + 811 get 20 marks to buy mourning
665	pid812 gets 30s to buy a ring
666	"30s to ea of pid810's children that are living at test's death, to buy a ring"
667	pid813 gets 30s for a ring
668	pid814 gets £3
669	pid815 gets all such books belonging to the test is his possession which were late owned by pid816
670	pid817 + 818 ea get 30s to buy ring
671	pid819 gets 30s to buy a ring
672	pid820 + 821 ea get 30s for a ring
673	"pid822 gets £10 to buy mourning, and pid823 gets 20 nobles to buy mourning"
674	pid787 gets £5 to buy mourning (see beqid693)
675	pid798 gets £4 to buy mourning
676	"pid824 and test's 2 maid servants if they are living with test when dies, or any other servants living with test at death, £3 ea to buy mourning"
677	pid825 gets 40s
678	pid826 gets 20s
679	pid827 gets 20s
680	£5 to be distributed ammong poor of Greenwich according to discretion of parson and churchwardens there
681	£5 to be distributed to poor of Alworth Sion in Midsx at the discretion of parson and churchwardens there
682	resid to pid785
683	pid822 gets £100 for pains
684	"pid800 gets 20 marks for pains, pid828 gets £10 for pains"
685	if any recip molests execs then bequest is void
686	"to enable execs to pay test's debts, on 6/12 last past test surrendered to the lord of the manor of Isleworth Syon via pid829 - all messuage or tenement with barn, stable and orchard with apps in Isleworth; and one messuage or tenement with a barn and backside with apps in Isleworth; and a cottage with apps in Isleworth; and a messauge or tenement with an orchard and garden and 4 acres of customary land with apps in Isleworth; and a mansion house lately built with half an acre of land in Isleworth - to be used by test until death, and then to go to the stated recipients of the will; all of these to go to pid785 and pid822 and their heirs forever - they are to sell all of the above surrendered to the execs asap, and the money used to pay debts (inc those sustained by execs in fulfilling the will); any recip disputing this will lose their bequest;"
687	"pid816 and test have signed a recogizance dated 24/9/1642, acknowledged berfore pid830, and became bound to pid794 in £800; by the same recognizance pid816 + test sold to pid794 7 messuages or tenements with apps in the parishes of st bennetffinck and st martin outwich in the city of london, with all reversions and rents etc, to him and his heirs; pid794 by indenture 15/2 last past did covenant that if £670 were paid to pid794 on 26/10/1645, then pid794 would upon request convey the 7 messuages to the test or his heirs/assigns, and that the said recognizance (presumably the £800) was to be made void; now regarding these bonds/props, the test wishes the following: the 7 messuages are given to pid799 and her heirs  - she is to pay pid794 £670 for the redemption of the props, who is then to convey them to pid799; test's execs to be in no way liable to pay the £670 - if they are compelled to by law, then pid794 is to convey the 7 messuages to the execs; if pid794 sues or molests execs then or siezes any of the props conveyed to pid822 (bequestid686) then the legacies to pid794, his wife and al the other children of pid786 to become void (except for those given to pid787)"
688	"pid785 gets all my Childbedd linen and furniture for a chamber: i.e. the best bed and bedding, the best sheets and hangings, and other furniture of the best sort fitting and suitable in every respect for a chamber; at her choice out of all hhstuff within 10 days of death;"
689	pid834 + 835 get 30s ea to buy a ring
690	"messuage or tenement with apps in Westcheap als Cheapside in parish st Mary Magdalene in Milkstreet and in the ward of Broadstreet London, commonly called the Swann and the Harp, now in the occup of pid836, along with all docs relating to it, go to pid799 and heirs forever, but only after death of pid785; upon the condition that pid799 within 1 year after death of pid785 pay to pid787 or his assigns if he's alive £200 ""at the usuall place of payment and receipt on the West side of the Royall Exchange in London""; if the £200 isn't paid then the messuage goes to pid787 + heirs;"
692	2nd codicil revokes bequest of £3 to pid824 for mourning (beqid676)
693	pid787 gets 40s more to make the £5 bequeathed £7 for mourning (beqid674)
694	pid815 gets 40s to preach funeral sermon
695	"£50 to the parliament of england new assembled at westminsterto be employed for the good of the state, within 5 months of sale of props going to pid822 (beqid686) to pay for test's debts etc"
696	"pid839  to be true and lawful attorney in test's name and to recover all debts/rents, wares, merchandise"
697	all goods and estate and everything of any nature goes to pid839
698	"all wages, money, lands, tenements, goods, chattels go to pid844"
699	wants debts and funeral charges paid off first
700	"pid849 gets accordig to the custom of the city of london one third of estate; another goes to test's 7 children equally (pid850-856); 3rd part goes to pid849, although pid850 is to have £20 out of this third"
701	pid857 gets 40s to buy a ring as a token of test's love
702	"half of profits from messuage, lands and tens called Claydons, currently in possession of pid865 + 863 or their assigns/undertenants go to pid861 for life - aafter death to go to pid864 and heirs forever; other half goes to pid864 and heirs forever; if pid864 dies without heirs, then to go to pid865 and heirs forever, in which case he is to pay pid866 - 869 £50 ea"
703	pid871 receives 20s to buy a book for the use of the children of christ's hospital pid872
704	pid873 gets 10s for a ring for a remembrance
705	pid874 gets 20s for a ring for a remembrance
706	pid865 gets 20s for a ring for a remembrance
707	resid divided equally among pid861 + pid864
708	wants all debts to be paid
709	pid879 gets £40
710	pid880 gets £30
711	pid883 + 884 ea get £10
712	pid885 gets £20
713	£40 to my cousins the children of pid886
714	£20 to pid888 on his coming to England from Virginia (he is to demand it)
715	£30 equally divided between his cousins the children of pid889 by pid890
716	£40 to pid891
717	£40 to pid892
718	£10 to pid894
719	resid shared equally among pid881 + pid882
720	£10 to pid899 to prepare a word for the next church meeting after test's burial - if possible wants it from verse 7 of the 116th psalm
721	40s to the poor of his church
722	pid900-902 ea get £10
723	£5 to pid904
724	pid 906 gets £5
725	pid907 gets £2 to buy a ring
726	"pid908 to have a third of estate, debts owing to test, and hhold goods - except test's plate, a fine suit of damask linen now in her custody, all test's goods in his Study, and all his books; all these exceptions plus the remaining 2 thirds of stuff go to pid903 (to be kept in the hands of pid900-902 until he comes of age); if pid903 dies before coming of age then his 2 thirds to be given as follows: £50 to pid908; £10 and the great silver tankard to pid910; £10 and the great silver dish to pid911; £15 to pid912; £5 to poor of our church; £25 to pid899; £25 to pid906; £50 to be divided amongst good ministers at the discretion of execs and supers; £25 more to pid899, or if dead, his children; £10 to pid913 if alive;"
727	"pid903 is to be kept at school where he currently is, where he will learn the 'principalls of christianitie', until he is 17 or 18yrs; all expenses to be met by pid908 from her inheritance"
728	"resid equally divided among pid900-902, except pid900 to have £10 more than the others as ""small acknowledgment of that cordiall love and freindshipp I have found from him"""
729	wants all debts paid
730	pid917 gets £40 within a year
731	pid918-920 ea get 20s for a ring for a remembrance
732	£5 to pid921
733	pid922 gets £5
734	£3 to pid923
735	£2 to pid924
736	£3 to pid925
737	£5 to godly poor
738	resid to pid926 and heirs
739	"test is possessed of and interested in a messuage or tenement called the Talbotte in Cheapside in London, currently in possession of pid929 or his undertenants for a term of 60yrs or thereabouts; pid920 is to have an annuity of £20 from this for life, being paid in equal instalments at feasts Michaelmas, Annunciation BVM, Xmas and Nat St J bap; if any payment is overdue by 21 days she can enter messuage and distrain"
740	wants debts paid
741	pid932 gets £5
742	£60 to pid933
743	pid934 gets 20s for a ring
744	pid935 gets £20 is he sees out his apprenticeship with exec; test asks exec to treat him lovingly for test's sake
745	£20 to pid936
746	pid933 gets the purle lace for a b***d which she lately gave him
747	pid937 gets my new boots spurs and galocies
748	pid938 gets my new gown and rapier
749	pid939 gets 6s 8d for a ring
750	resid to pid940
751	pid943 to have annuity £30 from my dwelling house in Cheapsidem and the messuage or tenement called the Pickadilly in the parish of St Martins in the Field in Midsx during the respective leases therein if she lives so long;
752	pid944 gets £10
753	pid945 gets £50
754	resid goes to pid946-948
755	pid953 gets 5s and no more
756	"pid954 gets 5s; at end of will appears: ""Memorandum that those three wordes AND NOE MORE ymediatelie followinge those wordes MY SONNE ANTHONY BAYLEY THE SOME OF FFIVE SHILLINGS were scored out and defaced before the underwritinge and ensealing hereof"""
757	pid955 gets the £100 test provided towards her marriage
758	pid956 gets £100
759	pid957 gets £10
760	pid958 gets 40s
761	"resid to pay debts, then to be divided between pid954-956 equally"
762	wants all debts to be paid
763	"resid to be divided into 3: 2 thirds to go to pid963, as well as those goods she brought to test; the last third is to be divided into 4 parts - 1 quarter to go to pid964, the other 3 quarters to go to pid965"
764	pid971 and heirs gets lands and tenements in the parish of St Martins in Surrey; and all lands and tenements in the City of London lately bought from pid972-976; and all other lands and tenements in the City of London and the county of Surrey; if dies without heirs then to go to pid977 + heirs
