image_name,x1,x2,y1,y2,category,text,page,note,line,tr_text,eo_text,pt_text,tr_parish,eo_parish,pt_parish,gemini_parish
little_subsidy1642_page_132.png,2883,3986,2170,2250,right_column,,132,7,3,Thomas Quantce 6,Thomas Quance 6  8,Thomas Quance,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,2245,2324,right_column,,132,7,4,Antony Nicoboll 6,Anthony Nich01 1 36   8,Anthony Nicholl 6 8,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,2320,2399,right_column,,132,7,5,John France 3,John Praunce 3   9,John Praunce,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,2393,2472,right_column,,132,7,6,Hugh Figures 3,Hugh Vigures 3   0,Hugh Vigures,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,2467,2546,right_column,,132,7,7,John Will of,John Mill 0 f,John Mill of,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,2539,2619,right_column,,132,7,8,Triworthy 3 4,Virworthy 3 4,Virworthy,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,2615,2694,right_column,,132,7,9,Thomas Williams 26,Thomas Wi 1liams 2 6,ThomasWilliams 2 6,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,2689,2768,right_column,,132,7,10,Drery Cann 2,Digory Cann 2 1,Digory Cann,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,2764,2844,right_column,,132,7,11,Richard Will 2,Richard Mill 2 1,Richard Mill,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,2840,2919,right_column,,132,7,12,Priscilla Buse 1,Pris Ci11a Bus e,Priscilla Buse1,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,2915,2994,right_column,,132,7,13,Joan Darke 6,Joan Darke,Joan Darke,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,2988,3067,right_column,,132,7,14,William Liell 1,Will12m Liell    8,William Liell,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,3065,3144,right_column,,132,7,15,Thomas Shot 11,Thomas Short 11 3,ThomasShort.1],BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,3140,3219,right_column,,132,7,16,Hugh Corny gent 10,Hugh Cory gent 1   0,Hugh Cory gent,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,3215,3294,right_column,,132,7,17,John Braunnd 30,John Braund 3   0,John Braund,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,3288,3367,right_column,,132,7,18,Gregory Cole Esq 1,Gregory Co 1e Esq 1   0,Gregory Cole Esq 1 0,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,3363,3443,right_column,,132,7,19,John Forteque gent 6,John Fortescue gent,John Fortescue gent6,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,3438,3517,right_column,,132,7,20,Richard Snow 6,Richard Snow 6   0,Richard Snow ©,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,3513,3592,right_column,,132,7,21,Foster Heyman 8,"Hester Heyman 8 ` ""6",HesterHeyman8,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,3587,3666,right_column,,132,7,22,Elior Liell 4,Elinor Liell 4   0,Elinor Liell4,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,3662,3741,right_column,,132,7,23,Dorothy liell 3,Dorothy Liell 3,Dorothy Liell,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,3736,3815,right_column,,132,7,24,Richard Halfeore 3,Richard Halfeacre 3 0,Richard Halfeacre 3,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,3811,3890,right_column,,132,7,25,Richard Yeo of,Richard Yeo 0f,Richard Yeo of,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,3886,3965,right_column,,132,7,26,Blackorow 3,Blackborow 3   0,Blackborow,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,3961,4040,right_column,,132,7,27,Thomas Osborne 30,Thonas Osborne 3   0,ThomasOsborne ©3,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,4036,4116,right_column,,132,7,28,Henry Vosper 20,Honor Vo sper 2 0,Honor Vosper,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,4112,4192,right_column,,132,7,29,John Jewell 4,John Jewell 4   0,John Jewell4,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,4186,4265,right_column,,132,7,30,Anthony Terry 2,Anthony Terry 2 2,Anthony Terry,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,4261,4341,right_column,,132,7,31,Roger Eliot 2,Roger Eliott 2 2,Roger Eliott |,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,4334,4413,right_column,,132,7,32,Alexander Eliot 2,Alexander Eliott 2 0,Alexander Eliott © 2,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,4408,4488,right_column,,132,7,33,Richard Wheeler 3,Richard Wheeler 3   0,Richard Wheeler,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,4484,4563,right_column,,132,7,34,Timothy Heyson 20,Timothy Heyson 2 0,Timothy Heyson2,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,4559,4639,right_column,,132,7,35,George Jeffrey 10,George Jeffrey   0,George Jeffrey1,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,4636,4715,right_column,,132,7,36,Robert ..... 2,Robert 2 0,,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,4711,4790,right_column,,132,7,37,Jonas Liell 30,Jonas Liel1 3   0,Jonas Liell,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,4786,4865,right_column,,132,7,38,Richard Marshall 4,Richard Marshall 4   0-,Richard Marshall 4,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,4860,4939,right_column,,132,7,39,David Marshall 10,David Marshall  0,David MarshalllQ,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,4935,5014,right_column,,132,7,40,William Hobbs 10,William Hobbs 4 0,WilliamHobbsih,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,5007,5087,right_column,,132,7,41,Taphra Tardre W 10,Epaphra Tardrew 1   0,Epaphra Tardrew 1 0O,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,5082,5161,right_column,,132,7,42,Edmond Hill 10,Ednond Hi11  0,Edmond Hilll,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,5157,5236,right_column,,132,7,43,Richard Joliff 20,Richard Joli ff 2 0,Richard Joliff20,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,5230,5309,right_column,,132,7,44,Robert Courtes 10,Robert Courteis 1,Robert Courteisl,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_132.png,2883,3986,5305,5384,right_column,,132,7,45,Robert Osborne 10,Robert Osborne   0,Robert Osborne 1,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,517,1645,436,528,left_column,,133,1,1,Robert Where 1,Robert Where,Robert Where,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,517,1645,527,606,left_column,,133,1,2,John Osborne 20,John Osborne,John Osborne,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,517,1645,602,681,left_column,,133,1,3,Thomas Gay 10,Thomas 1 0 Ga V,Thomas Gay.,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,517,1645,676,755,left_column,,133,1,4,Richard Browne 26,Richard Browne 2 . 6,Richard Browne,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,517,1645,751,830,left_column,,133,1,5,Richard Can of,Richard Can 0f,Richard Can of,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,517,1645,829,920,left_column,,133,1,6,YOlyston 1,Yolston,Yolston,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,1786,2858,429,518,center_column,,133,2,1,Thomas Summer 10,Thomas Summer 1,Thomas Summer,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,1786,2858,515,594,center_column,,133,2,2,John Bishop of,John Bishop of,John Bishop of,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,1786,2858,590,669,center_column,,133,2,3,West Griddon 20,West Griddon 2 0,West Griddon2,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,1786,2858,665,744,center_column,,133,2,4,Christian Bishop 2,Christian Bishop 2   0,Christian . Bishop 2,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,1786,2858,740,820,center_column,,133,2,5,John Bishop of,John Bishop of,John Bishop of,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,1786,2858,814,892,center_column,,133,2,6,East Gryddon 20,Fast Griddon 2 0,East Griddon2,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,3024,4113,413,511,right_column,,133,3,1,William Clogg .,Wi lliam Clogg,William Clogg,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,3024,4113,508,588,right_column,,133,3,2,Richard W .,Richard W,Richard w——H,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,3024,4113,586,665,right_column,,133,3,3,John ..... .,John,,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,3024,4113,665,762,right_column,,133,3,4,Laurence Comdes .,Laurence Courteis,Laurence Courtels .,BRADWORTHIE PARISH,BRA DWORTHIE PARISH,BRADWORTHIE PARISH,Bradworthy
little_subsidy1642_page_133.png,1822,2816,1055,1148,parish,,133,4,1,,,,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,509,1637,1224,1323,left_column,,133,5,1,.... ..... .,,.— @=a &,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,509,1637,1323,1419,left_column,,133,5,2,.... ..... 3,,a,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,509,1637,1419,1542,left_column,,133,5,3,..... 3,3 0,,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,509,1637,1542,1682,left_column,,133,5,4,Hugh Awill clerk 30,34 Hugh Miil clerk 30 0,Hugh Mill clerk 30 0,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,509,1637,1678,1757,left_column,,133,5,5,Andrew Coy gent 9,Andrew Cory  gent 9   0,Andrew Cory gent,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,509,1637,1753,1833,left_column,,133,5,6,John Figures 21,John Vigures 21 9,John Vigures,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,509,1637,1827,1906,left_column,,133,5,7,Hugh Corn gent gent G 10,Hugh Cory gent 6 10,Hugh Cory gent 6 10,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,509,1637,1900,1979,left_column,,133,5,8,John Venng gent 3,John Venning ' gent 13 6,John Venning gent 13 6,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,509,1637,1974,2053,left_column,,133,5,9,Robert Mill 11,Robert Mill 11 0,-Robert Mill |,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,509,1637,2048,2127,left_column,,133,5,10,John Will 7,John Mill 17 9,John Mill.17,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,509,1637,2126,2234,left_column,,133,5,11,John Wade 16,John Wade 16 6,John Wade,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1772,2883,1207,1303,center_column,,133,6,1,John Nickele 5,John Nickle 5,Jonn Nickle,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1772,2883,1299,1378,center_column,,133,6,2,John Colscot 7,John Colscot 7 1,John Colscot,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1772,2883,1374,1453,center_column,,133,6,3,William Trehafoot 2,William Trebarfoot 2 0,William Trebarfoot 2 0,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1772,2883,1448,1527,center_column,,133,6,4,John & Thomas Hancok 8,John & Thcas Hancock 8   6,John & Thcemas Hancock 8 6,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1772,2883,1523,1603,center_column,,133,6,5,John Pee 12,John Pee 12,John Pee12,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1772,2883,1599,1678,center_column,,133,6,6,Stephen Shot ),Stephen Short,Stephen Short ) - 4,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1772,2883,1673,1752,center_column,,133,6,7,Thomas Hancock -,Thonas Hancock),Thomas Hancock) ~,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1772,2883,1748,1827,center_column,,133,6,8,Richard Meade 9,Richard Nea 1e 9 0,Richard Neale,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1772,2883,1821,1900,center_column,,133,6,9,George Jolife 3,George Joliffe 3 9,George Joliffe 3,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1772,2883,1895,1974,center_column,,133,6,10,George Warren 2,George Warren 2   0,George Warren,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1772,2883,1969,2048,center_column,,133,6,11,Robert Braund 8 4,Robert Braund 8  4,Robert. Braund,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1772,2883,2043,2122,center_column,,133,6,12,Hugh Braund 4 10,Hugh Braund 4 10,Hugh Braund,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1772,2883,2121,2209,center_column,,133,6,13,Robert Horton 10 1,Robert Hortop 10 1,Robert Hortop10,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,3018,4130,1190,1298,right_column,,133,7,1,William Colaldon 3,William Cholladon 3  0,William Cholladon 3. 0,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,3018,4130,1295,1375,right_column,,133,7,2,Edward Hancock 2,Edward Hancock 2 0,Edward Hancock,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,3018,4130,1370,1449,right_column,,133,7,3,Valentine Spur 9,Valentine Spurr,Valentine Spurr,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,3018,4130,1445,1524,right_column,,133,7,4,Daniel Colscott 30,"Dani el Colscott 3 , 10",Daniel Colscott 3 10,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,3018,4130,1520,1600,right_column,,133,7,5,Humphry Braddon 6,Humphry Braddon 36,Humphry Braddon 6 0,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,3018,4130,1595,1674,right_column,,133,7,6,Arthur Braddon 6 9,Arthur Braddon 6   9,Arthur Braddon6,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,3018,4130,1670,1749,right_column,,133,7,7,Samuel Braddon 5,Samuel Braddon 5 3,Samuel Braddon5,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,3018,4130,1743,1822,right_column,,133,7,8,Henry Nickye 1,Henry Nickle 1   9,Henry Nickle 1,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,3018,4130,1817,1896,right_column,,133,7,9,Agnes Wilkey 4,Agnes Wilkey 4 .0,Agnes Wilkey,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,3018,4130,1892,1971,right_column,,133,7,10,Gabriel Burge 1,Gabriel Burrage 1 `,Gabriel Burrage 1 0,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,3018,4130,1966,2045,right_column,,133,7,11,Stephen Wade 4,Stephen Wade 4   0,Stephen Wade,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,3018,4130,2041,2121,right_column,,133,7,12,Hugh Figures 3 4,Hugh Vigure s 3 4,Hugh Vigures,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,3018,4130,2120,2217,right_column,,133,7,13,John Clase 1,John C lase,John Clase |,WEST PUFFORD PARISH,WEST PUTFORD PARISH,WEST PUTFORD PARISH,West Putford
little_subsidy1642_page_133.png,1688,4029,2344,2470,parish,,133,8,1,,,,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,559,1637,2512,2614,left_column,,133,9,1,Henry Bolle gent 36,Henry Ro ] le gent 36 0,Henry Rolle gent 36. O,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,559,1637,2609,2688,left_column,,133,9,2,John Figures for,John Vigures for,John Vigures_ for,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,559,1637,2683,2762,left_column,,133,9,3,Eester Cosworthy 8,Easter Colsworthy 8   0,Easter Colsworthy 8 0,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,559,1637,2757,2836,left_column,,133,9,4,Richard Gifford gent 7,Richard Gifford gent 7 0,Richard Gifford gent 7 0,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,559,1637,2832,2911,left_column,,133,9,5,William Lang),William Lang,William Lang),ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,559,1637,2910,3000,left_column,,133,9,6,John Leonard),John Leonard ),John Leonard),ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,1772,2875,2512,2607,center_column,,133,10,1,Margaret Redy 3,Margaret Eedy 3   6,Margaret Eedy3,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,1772,2875,2602,2681,center_column,,133,10,2,Robert Will 9,Robert Mill 2 9,Robert Mill ©,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,1772,2875,2675,2754,center_column,,133,10,3,John Corn gent 6,John Cory gent 6,John Cory gent,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,1772,2875,2749,2828,center_column,,133,10,4,Hugh Figures 10,Hugh Vigures 10 6,Hugh Vigures 10,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,1772,2875,2823,2902,center_column,,133,10,5,John Eedy 5,John Eedy 5   8,John Eedy,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,1772,2875,2901,2992,center_column,,133,10,6,John Hardy 8,John Harding,John Harding.,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,3018,4130,2487,2602,right_column,,133,11,1,Humphry Harding 10,Humphry Harding 10,Humohry Harding 10 6,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,3018,4130,2598,2677,right_column,,133,11,2,Lewis Yeoland 3,Lewis Yeoland 3,LewisYeoland,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
little_subsidy1642_page_133.png,3018,4130,2671,2750,right_column,,133,11,3,John Wheellock 2 4,John Whetlock,John Whetlock,ABBOTTS BICKHAMPON PARISH [ABBOTS BICKINGTON,ABBOTTS BICKHAMP TON PARISH [Abbots Bickington],ABBOTTS BICKHAMPTON PARISH [Abbots Bickington],Abbots Bickington
