trw_id	struct_idx	sub_idx	county	phillimore	ten_in_chief	lord_86	demesne_86	holding	units	value_86	v_86_code	waste_86
202440	5460	1	DEV	"39,10"	Alfred the Breton	Alfred the Breton	Y	1	geld	1.25	-	N
202470	5461	1	DEV	"39,11"	Alfred the Breton	William	N	1	geld	0.75	-	N
202500	5462	1	DEV	"39,12"	Alfred the Breton	William	N	0.5	geld	0.75	-	N
202530	5463	1	DEV	"39,13"	Alfred the Breton	William	N	0.25	geld	1	-	N
202560	5464	1	DEV	"39,14"	Alfred the Breton	Alfred the Breton	Y	1.5	geld	2	-	N
202620	5465	1	DEV	"39,15"	Alfred the Breton	Tovi	N	2	geld	3	-	N
202650	5466	1	DEV	"39,16"	Alfred the Breton	William	N	0.5	geld	1	-	N
202680	5467	1	DEV	"39,17"	Alfred the Breton	Alfred the Breton	Y	3.25	geld	3	-	N
202710	5468	1	DEV	"39,18"	Alfred the Breton	Alfred the Breton	Y	0.5	geld	1.5	-	N
202740	5469	1	DEV	"39,19"	Alfred the Breton	Alfred the Breton	Y	2	geld	5	-	N
202770	5470	1	DEV	"39,20"	Alfred the Breton	Alfred the Breton	Y	1	geld	2.5	-	N
202800	5471	1	DEV	"39,21"	Alfred the Breton	Alfred the Breton	Y	1	geld	3	-	N
202830	5472	1	DEV	"39,22"	Alfred the Breton	Alfred the Breton	Y		-	0.03	-	N
202890	5474	1	DEV	"40,1"	Ansger of Montacute	Ansger of Montacute	Y	0.12	geld	0.62	-	N
202920	5475	1	DEV	"40,2"	Ansger of Montacute	Ansger of Montacute	Y	0.25	geld	0.75	-	N
202950	5476	1	DEV	"40,3"	Ansger of Montacute	Ansger of Montacute	Y	0.12	geld	0.37	-	N
202980	5477	1	DEV	"40,4"	Ansger of Montacute	Ansger of Montacute	Y	0.53	geld	2.5	-	N
203010	5478	1	DEV	"40,5"	Ansger of Montacute	Ansger of Montacute	Y	1	geld	1.5	-	N
203040	5479	1	DEV	"40,6"	Ansger of Montacute	Ansger of Montacute	Y	0.5	geld	0.5	-	N
203070	5480	1	DEV	"40,7"	Ansger of Montacute	Ansger of Montacute	Y	0.5	geld	2.5	-	N
203130	5482	1	DEV	"41,1"	Aiulf (the chamberlain)	Flohere	N	0.5	geld	0.5	-	N
203160	5483	1	DEV	"41,2"	Aiulf (the chamberlain)	William	N	0.62	geld	1	-	N
203220	5485	1	DEV	"42,1"	Odo son of Gamalin	Odo son of Gamalin	Y	0.25	geld	1	-	N
203250	5486	1	DEV	"42,2"	Odo son of Gamalin	Ralph {Vitalis}	N	0.46	geld	2	-	N
203280	5487	1	DEV	"42,3"	Odo son of Gamalin	Colwin (the reeve)	N	0.25	geld	1	-	N
203310	5488	1	DEV	"42,4"	Odo son of Gamalin	Ralph {Vitalis}	N	0.81	geld	2	-	N
203340	5489	1	DEV	"42,5"	Odo son of Gamalin	Odo son of Gamalin	Y	0.25	geld	0.5	-	N
203370	5490	2	DEV	"42,6"	Odo son of Gamalin	3 Frenchmen	N	0.75	geld	2.25	-	N
203400	5490	1	DEV	"42,6"	Odo son of Gamalin	Odo son of Gamalin	Y	3.5	geld	20	-	N
203430	5491	1	DEV	"42,7"	Odo son of Gamalin	Almer	N	0.37	geld	1	-	N
203460	5492	1	DEV	"42,8"	Odo son of Gamalin	Ralph	N	0.25	geld	0.5	-	N
203490	5493	1	DEV	"42,9"	Odo son of Gamalin	Gilbert	N	0.25	geld	0.25	-	N
203520	5494	1	DEV	"42,10"	Odo son of Gamalin	Odo son of Gamalin	Y	1	geld	2	-	N
203550	5495	1	DEV	"42,11"	Odo son of Gamalin	Odo son of Gamalin	Y	0.12	geld	0.25	-	N
203580	5496	1	DEV	"42,12"	Odo son of Gamalin	Odo son of Gamalin	Y	0.12	geld	0.55	-	N
203640	5497	1	DEV	"42,13"	Odo son of Gamalin	Alwy	N	0.5	geld	1	-	N
203670	5498	1	DEV	"42,14"	Odo son of Gamalin	Odo son of Gamalin	Y	1	geld	0.5	-	N
203700	5499	1	DEV	"42,15"	Odo son of Gamalin	Reginald	N	0.25	geld	1	-	N
203730	5500	1	DEV	"42,16"	Odo son of Gamalin	Odo son of Gamalin	Y	4	geld	8	-	N
203760	5500	2	DEV	"42,16"	Odo son of Gamalin	Ludo (of Vred)	N	1	geld	1.5	-	N
203790	5501	1	DEV	"42,17"	Odo son of Gamalin	Odo son of Gamalin	Y	2.25	geld	5	-	N
203820	5502	1	DEV	"42,18"	Odo son of Gamalin	Reginald	N	0.5	geld	0.5	-	N
203850	5503	1	DEV	"42,19"	Odo son of Gamalin	Hubert	N	0.25	geld	0.15	-	N
203880	5504	1	DEV	"42,20"	Odo son of Gamalin	Odo son of Gamalin	Y	0.37	geld	1.5	-	N
203910	5505	1	DEV	"42,21"	Odo son of Gamalin	Alwy	N	1.31	geld	2.12	-	N
204000	5506	1	DEV	"42,22"	Odo son of Gamalin	Odo son of Gamalin	Y	0.12	geld	0.5	-	N
204030	5507	1	DEV	"42,23"	Odo son of Gamalin	Odo son of Gamalin	Y	1	geld	2	-	N
204060	5508	1	DEV	"42,24"	Odo son of Gamalin	Vitalis	N	1	geld	2	-	N
204120	5510	1	DEV	"43,1"	Osbern of Sacey	Osbern of Sacey	Y	0.25	geld	1	-	N
204150	5511	1	DEV	"43,2"	Osbern of Sacey	Osbern of Sacey	Y	3.25	geld	2	-	N
204180	5512	1	DEV	"43,3"	Osbern of Sacey	Osbern of Sacey	Y	0.5	geld	1.15	-	N
204240	5513	1	DEV	"43,4"	Osbern of Sacey	Osbern of Sacey	Y	0.25	geld	0.5	-	N
204270	5514	1	DEV	"43,5"	Osbern of Sacey	Osbern of Sacey	Y	1.5	geld	2	-	N
204300	5515	1	DEV	"43,6"	Osbern of Sacey	Osbern of Sacey	Y		-	0.03	-	N
204360	5517	1	DEV	"44,1"	(Emma) wife of Hervey of Helléan	(Emma) wife of Hervey of Helléan	Y	1.65	geld	1.5	-	N
204420	5518	1	DEV	"44,2"	(Emma) wife of Hervey of Helléan	(Emma) wife of Hervey of Helléan	Y	0.25	geld	0.5	-	N
204480	5520	1	DEV	"45,1"	Gerald the chaplain	Gerald the chaplain	Y	0.31	geld	0.5	-	N
204510	5521	1	DEV	"45,2"	Gerald the chaplain	Gerald the chaplain	Y	0.16	geld	1	-	N
204540	5522	1	DEV	"45,3"	Gerald the chaplain	Canons of Hartland	N	2	geld	2	-	N
204600	5524	1	DEV	"46,1"	Gerard	Gerard	Y	0.25	geld	0.5	-	N
204630	5525	1	DEV	"46,2"	Gerard	Gerard	Y	0.25	geld	0.5	-	N
204690	5527	1	DEV	"47,1"	Godebold (the bowman)	Godebold (the bowman)	Y	0.37	geld	0.5	-	N
204720	5528	1	DEV	"47,2"	Godebold {the bowman}	Godebold {the bowman}	Y	0.25	geld	0.2	-	N
204750	5529	1	DEV	"47,3"	Godebold (the bowman)	Godebold (the bowman)	Y	0.25	geld	1	-	N
204780	5530	1	DEV	"47,4"	Godebold (the bowman)	Godebold (the bowman)	Y	0.25	geld	0.32	-	N
204810	5531	1	DEV	"47,5"	Godebold (the bowman)	Godebold (the bowman)	Y	0.75	geld	3	-	N
204840	5532	1	DEV	"47,6"	Godebold (the bowman)	Godebold (the bowman)	Y	0.25	geld	1	-	N
204870	5533	1	DEV	"47,7"	Godebold (the bowman)	Godebold (the bowman)	Y	0.5	geld	1	-	P
204930	5534	1	DEV	"47,8"	Godebold (the bowman)	Godebold (the bowman)	Y	0.25	geld	1.25	-	N
204960	5535	1	DEV	"47,9"	Godebold (the bowman)	Godebold (the bowman)	Y	0.25	geld	0.3	-	N
204990	5536	1	DEV	"47,10"	Godebold (the bowman)	Godebold (the bowman)	Y	0.25	geld	0.25	-	N
205020	5537	1	DEV	"47,11"	Godebold (the bowman)	Godebold (the bowman)	Y	0.5	geld	1	-	N
205050	5538	1	DEV	"47,12"	Godebold (the bowman)	Godebold (the bowman)	Y	0.5	geld	0.75	-	N
205080	5539	1	DEV	"47,13"	Godebold (the bowman)	Jagelin	N	0.37	geld	0.5	-	N
205110	5540	1	DEV	"47,14"	Godebold (the bowman)	Rainer (the steward)	N	0.5	geld	0.5	-	N
205140	5541	1	DEV	"47,15"	Godebold (the bowman)	Godebold (the bowman)	Y		-		-	N
205200	5543	1	DEV	"48,1"	Nicholas the bowman	Roger {Goad}	N	0.5	geld	0.75	-	N
205230	5544	1	DEV	"48,2"	Nicholas the bowman	Nicholas the bowman	Y	0.75	geld	1	-	N
205260	5545	1	DEV	"48,3"	Nicholas the bowman	Nicholas the bowman	Y	0.62	geld	1.5	-	N
205290	5546	1	DEV	"48,4"	Nicholas the bowman	Ralph	N	1	geld	1	-	N
205320	5547	1	DEV	"48,5"	Nicholas the bowman	Nicholas the bowman	Y	0.62	geld	1.5	-	N
205350	5548	1	DEV	"48,6"	Nicholas the bowman	Roger {Goad}	N	0.25	geld	1	-	N
205380	5549	1	DEV	"48,7"	Nicholas the bowman	Roger	N	0.25	geld	1	-	N
205410	5550	1	DEV	"48,8"	Nicholas the bowman	Nicholas the bowman	Y	3.5	geld	2	-	N
205440	5551	1	DEV	"48,9"	Nicholas the bowman	Nicholas the bowman	Y	0.5	geld	0.25	-	N
205470	5552	1	DEV	"48,10"	Nicholas the bowman	Nicholas the bowman	Y	0.5	geld	0.5	-	N
205500	5552	2	DEV	"48,10"	Nicholas the bowman	"Roger, {a man-at-arms}"	N	0.25	geld	0.35	-	N
205530	5553	1	DEV	"48,11"	Nicholas the bowman	Nicholas the bowman	Y	0.12	geld	0.5	-	N
205560	5554	1	DEV	"48,12"	Nicholas the bowman	Nicholas the bowman	Y	0.25	geld	0.15	-	N
205620	5556	1	DEV	"49,1"	Fulcher (the bowman)	Fulcher (the bowman)	Y	1	geld	1.5	-	N
205650	5557	1	DEV	"49,2"	Fulcher (the bowman)	Fulcher (the bowman)	Y	0.75	geld	2.25	-	N
205680	5558	1	DEV	"49,3"	Fulcher (the bowman)	Fulcher (the bowman)	Y	0.25	geld	0.75	-	N
205710	5559	1	DEV	"49,4"	Fulcher (the bowman)	Fulcher (the bowman)	Y	0.25	geld	0.5	-	N
205740	5560	1	DEV	"49,5"	Fulcher (the bowman)	Fulcher (the bowman)	Y	0.25	geld	1	-	N
205770	5561	1	DEV	"49,6"	Fulcher {the bowman}	Roger	N	0.75	geld	1.5	-	N
205800	5562	1	DEV	"49,7"	Fulcher {the bowman}	Fulcher {the bowman}	Y	0.62	geld	1.5	-	N
205860	5564	1	DEV	"50,1"	Haimeric {of Arques}	Haimeric {of Arques}	Y	3.43	geld	2.5	-	N
205890	5565	1	DEV	"50,2"	Haimeric {of Arques}	Haimeric {of Arques}	Y	0.12	geld	0.25	-	N
205920	5566	1	DEV	"50,3"	Haimeric (of Arques)	Haimeric (of Arques)	Y	0.03	geld	0.16	-	N
205950	5567	1	DEV	"50,4"	Haimeric (of Arques)	Haimeric (of Arques)	Y	0.03	geld	0.12	-	N
205980	5568	1	DEV	"50,5"	Haimeric {of Arques}	Haimeric {of Arques}	Y	0.25	geld	0.9	-	N
206040	5570	1	DEV	"51,1"	William the porter	William the porter	Y	1	geld	5	-	N
206070	5571	1	DEV	"51,2"	William the usher	Robert	N	0.25	geld	1	-	N
206100	5572	1	DEV	"51,3"	William (the usher)	William (the usher)	Y	0.75	geld	1.5	-	N
206130	5573	1	DEV	"51,4"	William (the usher)	Ralph	N	0.25	geld	0.25	-	N
206160	5574	1	DEV	"51,5"	William (the usher)	William (the usher)	Y	1	geld	2.5	-	N
206190	5575	1	DEV	"51,6"	William {the usher}	William {the usher}	Y	0.62	geld	1.25	-	N
206220	5576	1	DEV	"51,7"	William {the usher}	Ralph {Botin}	N	1.25	geld	1	-	N
206250	5577	1	DEV	"51,8"	William {the usher}	William {the usher}	Y	0.75	geld	2	-	N
206280	5578	1	DEV	"51,9"	William {the usher}	Roger	N	1	geld	0.5	-	N
206310	5579	1	DEV	"51,10"	William {the usher}	Richard	N	1	geld	1	-	N
206340	5580	1	DEV	"51,11"	William {the usher}	William {the usher}	Y	0.25	geld	2	-	N
206370	5581	1	DEV	"51,12"	William {the usher}	William {the usher}	Y	2	geld	3	-	N
206400	5582	1	DEV	"51,13"	Ansger {the King's servant}	Ansger {the King's servant}	Y	1	geld	1	-	N
206430	5583	1	DEV	"51,14"	Morin (of Caen)	Morin (of Caen)	Y	0.75	geld	0.75	-	N
206460	5584	1	DEV	"51,15"	Canons of Bodmin	Canons of Bodmin	Y	0.25	geld	1	-	N
206490	5585	1	DEV	"51,16"	Canons of Bodmin	Canons of Bodmin	Y	1	geld	1	-	N
206550	5587	1	DEV	"52,1"	Colwin (the reeve)	Colwin (the reeve)	Y	0.12	geld	1	-	N
206580	5588	1	DEV	"52,2"	Colwin (the reeve)	Colwin (the reeve)	Y	0.09	geld	0.25	-	N
206610	5589	1	DEV	"52,3"	Colwin (the reeve)	Colwin (the reeve)	Y	0.08	geld	0.37	-	N
206640	5590	1	DEV	"52,4"	Colwin (the reeve)	Colwin (the reeve)	Y	0.5	geld	2	-	N
206670	5591	1	DEV	"52,5"	Colwin (the reeve)	Colwin (the reeve)	Y	0.25	geld	1	-	N
206700	5592	1	DEV	"52,6"	Colwin (the reeve)	Colwin (the reeve)	Y	0.37	geld	1.5	-	N
206730	5593	1	DEV	"52,7"	Colwin (the reeve)	Colwin (the reeve)	Y	0.12	geld	0.25	-	N
206760	5594	1	DEV	"52,8"	Colwin (the reeve)	Colwin (the reeve)	Y	0.25	geld	0.25	-	N
206790	5595	1	DEV	"52,9"	Godwin (of Chittlehampton)	Godwin (of Chittlehampton)	Y	0.25	geld	0.5	-	N
206820	5596	1	DEV	"52,10"	Godwin (of Chittlehampton)	Godwin (of Chittlehampton)	Y	0.25	geld	7	-	N
206850	5597	1	DEV	"52,11"	Godwin (of Chittlehampton)	Godwin (of Chittlehampton)	Y	0.25	geld	0.5	-	N
206880	5598	1	DEV	"52,12"	Godwin (of Chittlehampton)	Godwin (of Chittlehampton)	Y	0.25	geld	1	-	N
206910	5599	1	DEV	"52,13"	Godwin (of Chittlehampton)	Godwin (of Chittlehampton)	Y	1	geld	1	-	N
206940	5600	1	DEV	"52,14"	Godwin (of Chittlehampton)	Godwin (of Chittlehampton)	Y	0.5	geld	0.5	-	N
206970	5601	1	DEV	"52,15"	Godwin (of Chittlehampton)	Godwin (of Chittlehampton)	Y	0.25	geld	0.25	-	N
207000	5602	1	DEV	"52,16"	Godwin (of Chittlehampton)	Godwin (of Chittlehampton)	Y	1	geld	1.5	-	N
207030	5603	1	DEV	"52,17"	Godwin (of Chittlehampton)	Godwin (of Chittlehampton)	Y	1	geld	1	-	N
207060	5604	1	DEV	"52,18"	Godwin (of Chittlehampton)	Godwin (of Chittlehampton)	Y	0.5	geld	0.5	-	N
207090	5605	1	DEV	"52,19"	Godwin (of Chittlehampton)	Godwin (of Chittlehampton)	Y	1	geld	1	-	N
207120	5606	1	DEV	"52,20"	Godric (of Calverleigh)	Godric (of Calverleigh)	Y	0.31	geld	0.5	-	N
207150	5607	1	DEV	"52,21"	Godric (of Calverleigh)	Godric (of Calverleigh)	Y	0.5	geld	1.5	-	N
207180	5608	1	DEV	"52,22"	Odo (son of Edric)	Odo (son of Edric)	Y	1	geld	0.75	-	N
207210	5609	1	DEV	"52,23"	Odo (son of Edric)	Odo (son of Edric)	Y	0.25	geld	0.3	-	N
207240	5610	1	DEV	"52,24"	Odo (son of Edric)	Odo (son of Edric)	Y	0.25	geld	0.4	-	N
207270	5611	1	DEV	"52,25"	Odo (son of Edric)	Odo (son of Edric)	Y	0.25	geld	1	-	N
207300	5612	1	DEV	"52,26"	Aldred (brother of Odo)	Aldred (brother of Odo)	Y	0.25	geld	1	-	N
207330	5613	1	DEV	"52,27"	Aldred (brother of Odo)	Aldred (brother of Odo)	Y	0.25	geld	1	-	N
207360	5614	1	DEV	"52,28"	Eldred (brother of Odo)	Eldred (brother of Odo)	Y	0.06	geld	0.25	-	N
207390	5615	1	DEV	"52,29"	Alward (Mart)	Alward (Mart)	Y	0.12	geld	0.25	-	N
207420	5616	1	DEV	"52,30"	Alward Mart	Alward Mart	Y	0.12	geld	0.25	-	N
207450	5617	1	DEV	"52,31"	Asgot <of Welcombe>	Asgot <of Welcombe>	Y	0.5	geld	1	-	N
207480	5618	1	DEV	"52,32"	Asgot <of Welcombe>	Asgot <of Welcombe>	Y	0.12	geld	0.25	-	N
207510	5619	1	DEV	"52,33"	Asgot <of Welcombe>	Asgot <of Welcombe>	Y	0.25	geld	0.25	-	N
207540	5620	1	DEV	"52,34"	Dunn	Dunn	Y	3	geld	6	-	N
207570	5621	1	DEV	"52,35"	Dunn	Dunn	Y	1.5	geld	1	-	N
207600	5622	1	DEV	"52,36"	Alnoth (of Bray)	Alnoth (of Bray)	Y	0.5	geld	1.5	-	N
207630	5623	1	DEV	"52,37"	Alwin	Alwin	Y	0.03	geld	0.25	-	N
207660	5624	1	DEV	"52,38"	Edwin (of Butterleigh)	Edwin (of Butterleigh)	Y	0.25	geld	0.75	-	N
207690	5625	1	DEV	"52,39"	Edwin (of Butterleigh)	Edwin (of Butterleigh)	Y	0.5	geld	0.3	-	N
207720	5626	1	DEV	"52,40"	Ulf	Ulf	Y	0.25	geld	1	-	N
207750	5627	1	DEV	"52,41"	Algar	Algar	Y	0.25	geld	0.37	-	N
207780	5628	1	DEV	"52,42"	Algar	Algar	Y	0.5	geld	0.5	-	N
207810	5629	1	DEV	"52,43"	Alric	Alric	Y	0.5	geld	1	-	N
207840	5630	1	DEV	"52,44"	Aelfric	Aelfric	Y	0.12	geld	0.4	-	N
207870	5631	1	DEV	"52,45"	Aelfric	Aelfric	Y	0.25	geld	0.37	-	N
207900	5632	1	DEV	"52,46"	Leofric	Leofric	Y	0.25	geld	0.08	-	N
207930	5633	1	DEV	"52,47"	Saewulf	Saewulf	Y	0.25	geld	0.16	-	N
207960	5634	1	DEV	"52,48"	Saewulf	Saewulf	Y	0.25	geld	0.18	-	N
207990	5635	1	DEV	"52,49"	Saewulf	Saewulf	Y	0.25	geld	0.2	-	N
208020	5636	1	DEV	"52,50"	Aelfeva	Aelfeva	Y	0.37	geld	0.16	-	N
208050	5637	1	DEV	"52,51"	Alfhild	Alfhild	Y	0.12	geld	0.12	-	N
208080	5638	1	DEV	"52,52"	Godiva (wife of Brictric)	Godiva (wife of Brictric)	Y	3	geld	5	-	N
208110	5639	1	DEV	"52,53"	Godiva (wife of Brictric)	Godiva (wife of Brictric)	Y	2	geld	5	-	N
208230	5643	9	CON	"1,1"	King William	Hamelin (of Cornwall)	N	0.5	geld	0.42	equal	N
208260	5643	6	CON	"1,1"	King William	Richard (son of Turolf)	N	1	geld	0.42	equal	N
208290	5643	4	CON	"1,1"	King William	Brictric (the Cornishman)	N	1.25	geld	0.42	equal	N
208320	5643	15	CON	"1,1"	King William	Andrew (of Vitré)	N	0.25	geld	0.42	equal	N
208350	5643	2	CON	"1,1"	King William	Turstin {the sheriff}	N	2	geld	0.42	equal	N
208410	5643	16	CON	"1,1"	King William	Brictsi <of Trembraze>	N	0.08	geld	0.42	equal	N
208470	5643	17	CON	"1,1"	King William	Godwin	N	0.08	geld	0.42	equal	N
208500	5643	11	CON	"1,1"	King William	Doda <of Gurlyn>	N	0.33	geld	0.42	equal	N
208530	5643	7	CON	"1,1"	King William	Leofnoth <of Veryan>	N	1	geld	0.42	equal	N
208560	5643	8	CON	"1,1"	King William	Alward <of Clyst>	N	1	geld	0.42	equal	N
208590	5643	13	CON	"1,1"	King William	Gruffydd <of Roscarnon>	N	0.25	geld	0.42	equal	N
208710	5643	10	CON	"1,1"	King William	Bletcu	N	0.5	geld	0.42	equal	N
208740	5643	12	CON	"1,1"	King William	Kenred	N	0.25	geld	0.42	equal	N
208770	5643	3	CON	"1,1"	King William	Wulfward <of Rinsey>	N	1.25	geld	0.83	-	N
208800	5643	14	CON	"1,1"	King William	Count of Mortain	N	0.25	geld	0.75	-	N
208830	5643	1	CON	"1,1"	King William	King William	Y	4	geld	12	-	N
208860	5643	5	CON	"1,1"	King William	Wiuhomarch (the steward)	N	1	geld	0.42	equal	N
208890	5643	18	CON	"1,1"	King William	Alwin	N	0.08	geld	0.42	equal	N
208920	5644	1	CON	"1,2"	King William	King William	Y	6.5	geld	8	weighed	N
208950	5645	1	CON	"1,3"	King William	King William	Y	3	geld	5	weighed	N
208980	5646	1	CON	"1,4"	King William	King William	Y	5	geld	6	weighed	N
209010	5646	2	CON	"1,4"	Count of Mortain	Iovin (the craftsman)	N	1.5	geld	2	-	N
209040	5647	1	CON	"1,5"	King William	King William	Y	7	geld	18	weighed	N
209070	5648	1	CON	"1,6"	King William	King William	Y	4	geld	6	weighed	N
209100	5648	2	CON	"1,6"	Count of Mortain	Boia the priest	N	1	geld	0.5	-	N
209130	5649	1	CON	"1,7"	Count of Mortain	Canons of Launceston	N	2.5	geld	1	-	N
209160	5649	2	CON	"1,7"	King William	King William	Y	1	geld	3	weighed	N
209190	5650	1	CON	"1,8"	King William	King William	Y	5	geld	7	weighed	N
209220	5651	1	CON	"1,9"	King William	King William	Y	5	geld	6	weighed	N
209250	5652	1	CON	"1,10"	King William	King William	Y	4	geld	6	weighed	N
209280	5653	1	CON	"1,11"	King William	King William	Y	1	geld	4	weighed	N
209310	5654	1	CON	"1,12"	King William	King William	Y	2.5	geld	5	weighed	N
209340	5655	1	CON	"1,13"	King William	King William	-		-		-	N
209370	5656	1	CON	"1,14"	King William	King William	Y	7	geld	12	at face value	N
209400	5657	1	CON	"1,15"	King William	King William	Y	1.75	geld	3	-	N
209430	5658	1	CON	"1,16"	King William	King William	Y	8	geld	10	-	N
209460	5659	1	CON	"1,17"	King William	King William	Y	1	geld	4	-	N
209490	5660	1	CON	"1,18"	King William	Aiulf <of Tremail>	N	0.25	geld	0.37	-	N
209520	5661	1	CON	"1,19"	King William	Walter of Claville	N	0.25	geld	0.25	-	N
209580	5663	1	CON	"2,1"	Bishop of Exeter	Bishop of Exeter	Y	1.5	geld	4	-	N
209610	5664	1	CON	"2,2"	Bishop of Exeter	Bishop of Exeter	Y	1.5	geld	2	-	N
209640	5665	1	CON	"2,3"	Bishop of Exeter	Bishop of Exeter	Y	12	geld	8	-	N
209670	5666	1	CON	"2,4"	Bishop of Exeter	Bishop of Exeter	Y	44	geld	24	-	N
209700	5667	1	CON	"2,5"	Bishop of Exeter	Richard {son of Turolf}	N	1	geld	2	-	N
209730	5668	2	CON	"2,6"	Bishop of Exeter	Bishop of Exeter	Y	12	geld	8	-	N
209760	5668	1	CON	"2,6"	Bishop of Exeter	Canons of St German	N	12	geld	5	-	N
209790	5669	1	CON	"2,7"	Bishop of Exeter	Fulcard <of Lanherne>	N	3	geld	2.5	-	N
209820	5670	1	CON	"2,8"	Bishop of Exeter	Richard (son of Turolf)	N	1	geld	1.25	-	N
209850	5671	1	CON	"2,9"	Bishop of Exeter	Bishop of Exeter	Y	11	geld	17	-	N
209880	5672	1	CON	"2,10"	Bishop of Exeter	Roland {the archdeacon}	N	1.5	geld	3	-	N
209910	5673	1	CON	"2,11"	Bishop of Exeter	Godfrey	N	1	geld	1	-	N
209940	5674	1	CON	"2,12"	Count of Mortain	Reginald {of Vautortes}	N	1	geld		-	N
210000	5675	1	CON	"2,13"	Count of Mortain	Reginald {of Vautortes}	N	0.08	geld		-	N
210060	5676	1	CON	"2,14"	Count of Mortain	Reginald {of Vautortes}	N	0.12	equal		-	N
210090	5676	2	CON	"2,14"	Count of Mortain	Hamelin (of Cornwall)	N	0.12	equal		-	N
210120	5677	1	CON	"2,15"	Bishop of Exeter	Bishop of Exeter	Y		-		-	N
210180	5679	1	CON	"3,1"	Abbey of Tavistock	Ermenald <of Antony>	N	1	geld	3	-	N
210210	5680	1	CON	"3,2"	Abbey of Tavistock	Ermenald <of Antony>	N	0.5	geld	5	-	N
210240	5681	1	CON	"3,3"	Abbey of Tavistock	Ermenald <of Antony>	N	1	geld	2	-	N
210270	5682	1	CON	"3,4"	Abbey of Tavistock	Ermenald <of Antony>	N	0.5	geld	1	-	N
210300	5683	1	CON	"3,5"	Abbey of Tavistock	Ermenald <of Antony>	N	0.25	geld	0.5	-	N
210330	5684	1	CON	"3,6"	Abbey of Tavistock	Ermenald <of Antony>	N	0.12	geld	0.25	-	N
210360	5685	1	CON	"3,7"	Count of Mortain	Count of Mortain	Y	0	-		-	N
210420	5687	2	CON	"4,1"	Canons of St Michael's	Canons of St Michael's	Y	1	geld	1	-	N
210450	5687	1	CON	"4,1"	Canons of St Michael's	Count of Mortain	N	1	geld	1	-	N
210480	5688	2	CON	"4,2"	Canons of Launceston	Count of Mortain	N		no units	1	-	N
210510	5688	1	CON	"4,2"	Canons of Launceston	Canons of Launceston	Y	4	geld	4	-	N
210540	5689	1	CON	"4,3"	Canons of Bodmin	Canons of Bodmin	Y	1	geld	1.25	-	N
210570	5690	1	CON	"4,4"	Canons of Bodmin	Canons of Bodmin	Y	1	geld	0.5	-	N
210600	5691	1	CON	"4,5"	Canons of Bodmin	Canons of Bodmin	Y	7	geld	4	-	N
210630	5692	1	CON	"4,6"	Canons of Bodmin	Berner <of Hornacott>	N	1	geld	0.5	-	N
210660	5693	1	CON	"4,7"	Canons of Bodmin	Count of Mortain	N	7	geld	13.91	-	N
210690	5694	1	CON	"4,8"	Canons of Bodmin	Count of Mortain	N	1	geld	1	-	N
210720	5695	1	CON	"4,9"	Canons of Bodmin	Count of Mortain	N	1	geld	0.15	-	N
210750	5696	1	CON	"4,10"	Canons of Bodmin	Count of Mortain	N	2	geld	3	-	N
210780	5697	1	CON	"4,11"	Canons of Bodmin	Count of Mortain	N	1	geld	1	-	N
210810	5698	1	CON	"4,12"	Canons of Bodmin	Count of Mortain	N	1	geld	1	-	N
210840	5699	1	CON	"4,13"	Canons of Bodmin	Count of Mortain	N	1	geld	0.75	-	N
210870	5700	1	CON	"4,14"	Canons of Bodmin	Count of Mortain	N	0.75	geld	1	-	N
210900	5701	1	CON	"4,15"	Canons of Bodmin	Count of Mortain	N	0.5	geld	0.75	-	N
210930	5702	1	CON	"4,16"	Canons of Bodmin	Richard (son of Turolf)	N	1	geld	1	-	N
210960	5703	1	CON	"4,17"	Canons of Bodmin	Maccus <of Fursnewth>	N	1	geld	0.5	-	N
210990	5704	1	CON	"4,18"	Canons of Bodmin	Canons of Bodmin	Y	2	geld	1	-	N
211020	5705	1	CON	"4,19"	Canons of Bodmin	Canons of Bodmin	Y	1	geld	0.75	-	N
211050	5706	1	CON	"4,20"	Canons of Bodmin	Canons of Bodmin	Y	2	geld	0.75	-	N
211080	5707	1	CON	"4,21"	Canons of Bodmin	Canons of Bodmin	Y	1	geld		-	N
211110	5708	6	CON	"4,22"	Canons of Bodmin	Nigel <of Worthyvale>	N	0.25	geld		-	N
211140	5708	2	CON	"4,22"	Canons of Bodmin	Thorkil	N	0.5	geld		-	N
211170	5708	4	CON	"4,22"	Canons of Bodmin	Turstin {the sheriff}	N	0.25	geld		-	N
211230	5708	3	CON	"4,22"	Canons of Bodmin	Alsi	N	0.5	geld		-	N
211260	5708	1	CON	"4,22"	Canons of Bodmin	Brian <of Widemouth>	N	0.75	geld		-	N
211290	5708	7	CON	"4,22"	Canons of Bodmin	King William	N		-		-	N
211320	5708	5	CON	"4,22"	Canons of Bodmin	Roger (of Courseulles)	N	0.25	geld		-	N
211350	5709	1	CON	"4,23"	Canons of St Achebran	Canons of St Achebran	Y	0.91	geld	0.25	-	N
211380	5710	1	CON	"4,24"	Canons of St Probus	Canons of St Probus	Y	1.25	geld	2	-	N
211410	5711	1	CON	"4,25"	Canons of St Carantoc	Canons of St Carantoc	Y	2.83	geld	0.25	-	N
