struct_idx	county	phillimore	ten_in_chief	lord_86	demesne_86	holding	units	value_86	v_86_code	waste_86
3561	DOR	"55,33"	Hugh son of Grip's wife (Hawise)	Hugh (of Boscherbert)	N	5	geld	8	-	N
3562	DOR	"55,34"	Hugh son of Grip's wife (Hawise)	Hugh (of Boscherbert)	N	1	geld	1.25	-	N
3563	DOR	"55,35"	Hugh son of Grip's wife (Hawise)	"Turold, {a man-at-arms of the wife of Hugh son of Grip}"	N	1.5	geld	2	-	N
3564	DOR	"55,36"	Hugh son of Grip's wife (Hawise)	Ralph {the steward}	N	1.5	geld	2	-	N
3565	DOR	"55,37"	Hugh son of Grip's wife (Hawise)	Robert {the corn-dealer}	N	0.5	geld	0.5	-	N
3566	DOR	"55,38"	Hugh son of Grip's wife (Hawise)	Robert {Boy}	N	3	geld	4	-	N
3567	DOR	"55,39"	Hugh son of Grip's wife (Hawise)	Robert {Boy}	N	0.5	geld	0.62	-	I
3568	DOR	"55,40"	Hugh son of Grip's wife (Hawise)	Hugh son of Grip's wife (Hawise)	Y	3.66	geld	4	-	N
3569	DOR	"55,41"	Hugh son of Grip's wife (Hawise)	Hugh son of Grip's wife (Hawise)	Y	2.5	geld	2	-	N
3570	DOR	"55,42"	Hugh son of Grip's wife (Hawise)	Walter {Thunder}	N	1.5	geld	1.25	-	N
3571	DOR	"55,43"	Hugh son of Grip's wife (Hawise)	Ralph	N	0.75	geld	0.75	-	N
3572	DOR	"55,44"	Hugh son of Grip's wife (Hawise)	Walter {Thunder}	N	1	geld	0.9	-	N
3573	DOR	"55,45"	Hugh son of Grip's wife (Hawise)	Robert {nephew of Hugh}	N	1	geld	1	-	N
3574	DOR	"55,46"	Hugh son of Grip's wife (Hawise)	Hugh {of Boscherbert}	N	0.25	geld	0.5	-	N
3575	DOR	"55,47"	Hugh son of Grip's wife (Hawise)	Abbey of Cranborne	N	1	geld	1	-	N
3575	DOR	"55,47"	Hugh son of Grip's wife (Hawise)	Hugh son of Grip's wife (Hawise)	Y	0.5	geld	1	-	N
3576	DOR	"55,48"	Hugh son of Grip's wife (Hawise)	Durand {the carpenter}	N	0.5	geld	0.5	-	N
3578	DOR	"55a,1"	Isolde	Isolde	Y	1	geld	0.75	-	N
3580	DOR	"56,1"	Guthmund	Guthmund	Y	4.5	geld	1.5	-	N
3581	DOR	"56,2"	Ketil	Ketil	Y	3.75	geld	2	-	N
3582	DOR	"56,3"	Edwin (the hunter)	Edwin (the hunter)	Y	0.25	geld	0.25	-	N
3583	DOR	"56,4"	Godric (the hunter)	Godric (the hunter)	Y	0.25	geld	0.25	-	N
3584	DOR	"56,5"	Wulfwin <of Gillingham>	Wulfwin <of Gillingham>	Y	0.37	geld	0.3	-	N
3585	DOR	"56,6"	Aelfric (the hunter)	Aelfric (the hunter)	Y	1	geld	0.5	-	N
3586	DOR	"56,7"	Bolla the priest	Bolla the priest	Y	5.75	geld	4	-	N
3587	DOR	"56,8"	Bolla (the priest)	Bolla (the priest)	Y	3.12	geld	3	-	N
3588	DOR	"56,9"	Brictwin (the reeve)	Brictwin (the reeve)	Y	2	geld	2	-	N
3589	DOR	"56,10"	Brictwin (the reeve)	Brictwin (the reeve)	Y	1.5	geld	0.75	-	N
3590	DOR	"56,11"	Brictwin (the reeve)	Brictwin (the reeve)	Y	0.25	geld	0.04	-	N
3591	DOR	"56,12"	Aelfric (the hunter)	Edward	N	2	geld	0.16	-	N
3592	DOR	"56,13"	Wulfric (the hunter)	Wulfric (the hunter)	Y	2.5	geld	1.5	-	N
3592	DOR	"56,13"	Wulfric's brother's wife (Wulfeva)	Wulfric's brother's wife (Wulfeva)	Y	1.12	geld	1	-	N
3593	DOR	"56,14"	Edwin (the hunter)	Edwin (the hunter)	Y	5.37	geld	2	-	N
3594	DOR	"56,15"	Alward (Colling)	Alward (Colling)	Y	2	geld	1	-	N
3595	DOR	"56,16"	Wulfgeat (the hunter)	Wulfgeat (the hunter)	Y	1	geld	0.5	-	N
3596	DOR	"56,17"	Brictwin (the reeve)	Brictwin (the reeve)	Y	5	geld	3	-	N
3597	DOR	"56,18"	Wulfric (the hunter)	Wulfric (the hunter)	Y	0.5	geld	0.5	-	N
3598	DOR	"56,19"	Thorkil	Thorkil	Y	0.83	geld	0.4	-	N
3599	DOR	"56,20"	Doda (the monk)	Doda (the monk)	Y	0.5	geld	0.87	-	N
3600	DOR	"56,21"	Doda (the monk)	Doda (the monk)	Y	1	geld	0.5	-	N
3601	DOR	"56,22"	Alward	Alward	Y	0.08	geld	0.12	-	N
3602	DOR	"56,23"	Aelrun	Aelrun	Y	1	geld	0.5	-	N
3603	DOR	"56,24"	Godwin the hunter	Godwin the hunter	Y	1	geld	0.75	-	N
3604	DOR	"56,25"	Alward	Alward	Y	0.25	geld	0.12	-	N
3605	DOR	"56,26"	Godwin the reeve	Godwin the reeve	Y	1	geld	0.62	-	N
3606	DOR	"56,27"	Godwin the hunter	Godwin the hunter	Y	0.28	geld	0.5	-	N
3607	DOR	"56,28"	Swein (of Essex)	Robert	N	10	geld	8	-	N
3608	DOR	"56,29"	Swein (of Essex)	Ralph	N	5	geld	3	-	N
3609	DOR	"56,30"	Wulfric the hunter	Wulfric the hunter	Y	1	geld	0.5	-	N
3610	DOR	"56,31"	Edwin (the hunter)	Edwin (the hunter)	Y	5	geld	4	-	N
3611	DOR	"56,32"	Edwin (the hunter)	Edwin (the hunter)	Y	3	geld	1.5	-	N
3612	DOR	"56,33"	Edwin (the hunter)	Edwin (the hunter)	Y	2.5	geld	2	-	N
3613	DOR	"56,34"	Wulfgeat (the hunter)	Wulfgeat (the hunter)	Y	1	geld	0.5	-	N
3614	DOR	"56,35"	Brictwin (the reeve)	Brictwin (the reeve)	Y	3	geld	3	-	N
3615	DOR	"56,36"	Brictwin (the reeve)	Brictwin (the reeve)	Y	2	geld	2	-	N
3616	DOR	"56,37"	Brictwin (the reeve)	Brictwin (the reeve)	Y	1.06	geld	1.06	-	N
3617	DOR	"56,38"	Brictwin (the reeve)	Brictwin (the reeve)	Y	2.37	geld	2	-	N
3618	DOR	"56,39"	Brictwin (the reeve)	6 men	N	1	geld	1.25	-	N
3619	DOR	"56,40"	Brictwin (the reeve)	Aiulf (the chamberlain)	N	0.62	geld	0.35	-	N
3620	DOR	"56,41"	Brictwin (the reeve)	Brictwin (the reeve)	Y	0.25	geld	0.25	-	N
3621	DOR	"56,42"	Edric (the reeve)	Edric (the reeve)	Y	0.93	geld	0.45	-	N
3622	DOR	"56,43"	Edric (the reeve)	Edric (the reeve)	Y	1	geld	1	-	N
3623	DOR	"56,44"	Edric (the reeve)	Edric (the reeve)	Y	1	geld	1.5	-	N
3624	DOR	"56,45"	Edric (the reeve)	Edric (the reeve)	Y	2	geld	1.25	-	N
3625	DOR	"56,46"	Edric (the reeve)	Edric (the reeve)	Y	3	geld	2	-	N
3626	DOR	"56,47"	Edric (the reeve)	Edric (the reeve)	Y	0.25	geld	0.25	-	N
3627	DOR	"56,48"	Godric (the priest)	Godric (the priest)	Y	5	geld	4	-	N
3628	DOR	"56,49"	Edric (the reeve)	Edric (the reeve)	Y	0.25	geld	0.27	-	N
3629	DOR	"56,50"	Doda (the monk)	Doda (the monk)	Y	0.25	geld	0.08	-	N
3630	DOR	"56,51"	Brictric	Brictric	Y	0.25	equal	0.25	equal	N
3630	DOR	"56,51"	Aelfric	Aelfric	Y	0.25	equal	0.25	equal	N
3631	DOR	"56,52"	Aelfric (the hunter)	Aelfric (the hunter)	Y	1	geld		-	N
3632	DOR	"56,53"	Swein (of Essex)	Osmund	N	2	ploughlands	1	-	N
3633	DOR	"56,54"	Godric (the hunter)	Godric (the hunter)	Y	1	geld	0.5	-	N
3634	DOR	"56,55"	Saeward	Saeward	Y	0.62	geld	0.25	-	N
3635	DOR	"56,56"	2 smallholders	2 smallholders	Y	0.06	geld	0.06	-	N
3636	DOR	"56,57"	Aelfric (the hunter)	Aelfric (the hunter)	Y	5.25	geld	6	-	N
3637	DOR	"56,58"	Swein (of Essex)	Hugh (son of Grip)'s wife (Hawise)	N	4.75	geld	2	-	N
3638	DOR	"56,59"	Aelfric (the hunter)	Aelfric (the hunter)	Y	4	geld	2	-	N
3639	DOR	"56,60"	Aelfric (the hunter)	Aelfric (the hunter)	Y	1	geld	1	-	N
3640	DOR	"56,61"	10 thanes	10 thanes	Y	1.18	geld		-	N
3641	DOR	"56,62"	Alward (the reeve)	Alward (the reeve)	Y	1.5	geld	0.75	-	N
3642	DOR	"56,63"	Almer (the beadle)	Almer (the beadle)	Y	0.25	geld	0.1	-	N
3643	DOR	"56,64"	Godwin	Godwin	Y	1	geld	1	-	N
3644	DOR	"56,65"	Aelfric (the hunter)	Aelfric (the hunter)	Y	1	geld	1	-	N
3645	DOR	"56,66"	Edward the hunter	Edward the hunter	Y	0.12	geld	0.12	-	N
3647	DOR	"57,1"	William Bellett	William Bellett	Y	3	geld	6	-	N
3648	DOR	"57,2"	Hugh (Gosbert)	Hugh (Gosbert)	Y	0.75	geld	0.08	-	N
3649	DOR	"57,3"	William (Bellett)	William Bellett	Y	2.5	geld	4.75	-	N
3650	DOR	"57,4"	William of Daumeray	William of Daumeray	Y	3.62	geld	3	-	N
3651	DOR	"57,5"	Hugh Gosbert	Hugh Gosbert	Y	0.25	geld	0.12	-	N
3652	DOR	"57,6"	Hugh Gosbert	Hugh Gosbert	Y	0.5	geld	0.16	-	N
3653	DOR	"57,7"	Hugh Gosbert	Hugh Gosbert	Y	0.25	geld	0.05	-	N
3654	DOR	"57,8"	Hugh Gosbert	Hugh Gosbert	Y	0.75	geld	0.75	-	N
3655	DOR	"57,9"	Hervey the chamberlain	Hervey the chamberlain	Y	2.5	geld	2.5	-	N
3656	DOR	"57,10"	John (the usher)	John (the usher)	Y	2.37	geld	2	-	N
3657	DOR	"57,11"	William of Daumeray	William of Daumeray	Y	2	geld	2	-	N
3658	DOR	"57,12"	William Bellett	William Bellett	Y	1.62	geld	1.5	-	N
3659	DOR	"57,13"	William Bellett	William Bellett	Y	2.5	geld	3	-	N
3660	DOR	"57,14"	William Bellett	William Bellett	Y	1	geld	3	-	N
3661	DOR	"57,15"	Hundger son of Odin	Hundger son of Odin	Y	20	geld	20	-	N
3662	DOR	"57,16"	Hundger son of Odin	Hundger son of Odin	Y	1	geld		-	N
3663	DOR	"57,17"	Osmund the baker	Osmund the baker	Y	1.12	geld	0.61	-	N
3664	DOR	"57,18"	Osmund the baker	Osmund the baker	Y	0.75	geld	0.37	-	N
3665	DOR	"57,19"	William Bellett	William Bellett	Y	1.62	geld		-	N
3666	DOR	"57,20"	Durand the carpenter	Durand the carpenter	Y	0.25	geld	0.3	-	N
3667	DOR	"57,21"	Durand the carpenter	Durand the carpenter	Y	1	geld	1.5	-	N
3668	DOR	"57,22"	Godfrey the scullion	Godfrey the scullion	Y	0.28	geld		-	N
3670	DOR	"58,1"	Countess Ida of Boulogne	Countess Ida of Boulogne	Y	4	geld	3	-	N
3671	DOR	"58,2"	Countess Ida of Boulogne	Countess Ida of Boulogne	Y	6	geld	6	-	N
3672	DOR	"58,3"	Countess Ida of Boulogne	Countess Ida of Boulogne	Y	1.08	geld	0.75	-	N
3676	SOM	"1,1"	King William	King William	Y	55.5	geld;ploughlands	79.52	20d to the ora	N
3676	SOM	"1,1"	Alfred of 'Spain'	Alfred of 'Spain'	Y	0.5	geld	0.5	-	N
3677	SOM	"1,2"	King William	King William	Y	20	ploughlands	21.01	20d to the ora	N
3677	SOM	"1,2"	Robert of Auberville	Robert of Auberville	Y	0.12	geld	0.06	-	N
3677	SOM	"1,2"	King William	Bishop of Wells	N		no units	12	-	N
3678	SOM	"1,3"	King William	King William	Y	30	ploughlands	42.41	20d to the ora	N
3679	SOM	"1,4"	King William	King William	Y	30	geld;ploughlands	45.41	20d to the ora	N
3679	SOM	"1,4"	Roger of Courseulles	Norman	N	0.5	geld	0.8	-	N
3680	SOM	"1,5"	Count of Mortain	Bretel (de Sancto Claro)	N	0.25	geld	0.53	-	N
3680	SOM	"1,5"	King William	King William	Y	13	ploughlands	21.2	20d to the ora	N
3681	SOM	"1,6"	King William	King William	Y	101.75	geld;ploughlands	108.12	20d to the ora;farm of one night	N
3682	SOM	"1,7"	King William	King William	Y	26	ploughlands	21.01	20d to the ora	N
3682	SOM	"1,7"	King William	1 priest	N	1	ploughlands	1	-	N
3683	SOM	"1,8"	King William	Church of Frome	N	8	carucates		not separately valued	N
3683	SOM	"1,8"	King William	King William	Y	42	ploughlands	53.02	-	N
3684	SOM	"1,9"	Serlo of Burcy	Serlo of Burcy	Y	0.5	geld	0.5	-	N
3684	SOM	"1,9"	Robert son of Gerald	Jocelyn {of Rivers}	N	1	geld	1	-	N
3684	SOM	"1,9"	King William	King William	Y	50	ploughlands	53.02	20d to the ora	N
3684	SOM	"1,9"	Count of Mortain	Bretel (de Sancto Claro)	N	0.07	geld	0.07	-	N
3685	SOM	"1,10"	King William	King William	Y	50	ploughlands	79.52	weighed	N
3685	SOM	"1,10"	King William	Reinbald {the priest}	N	1	geld	1.5	-	N
3686	SOM	"1,11"	King William	King William	Y	8	geld	27.6	-	N
3686	SOM	"1,11"	Count of Mortain	Hugh {of Vautortes}	N	1	geld	2	-	N
3686	SOM	"1,11"	King William	1 priest	N	1	geld	1	-	N
3687	SOM	"1,12"	King William	King William	Y	4.5	geld	14.7	weighed	N
3688	SOM	"1,13"	King William	King William	Y	4.25	geld	23	weighed	N
3689	SOM	"1,14"	King William	King William	Y	2.75	geld	4.6	weighed	N
3690	SOM	"1,15"	King William	King William	Y	1	geld	2.3	weighed	N
3691	SOM	"1,16"	King William	King William	Y	5	geld	4.6	-	N
3692	SOM	"1,17"	King William	King William	Y	4	geld	11.5	weighed	N
3693	SOM	"1,18"	King William	King William	Y	10.5	geld	9.2	weighed	N
3694	SOM	"1,19"	Count of Mortain	Ansger {the Breton}	N	1	geld	1	-	N
3694	SOM	"1,19"	King William	King William	Y	16	geld	23	weighed	N
3694	SOM	"1,19"	King William	Bishop of London	N	3	geld	3	-	N
3695	SOM	"1,20"	King William	King William	Y	40	ploughlands	46	weighed	N
3695	SOM	"1,20"	Count of Mortain	Turstin (the sheriff)	N		no units	2.5	-	N
3696	SOM	"1,21"	Gilbert son of Turold	Gilbert son of Turold	Y	0.5	equal	1	equal	N
3696	SOM	"1,21"	King William	King William	Y	13.75	geld	28.75	weighed	N
3696	SOM	"1,21"	King William	Ordric	N	1.25	equal	1	equal	N
3696	SOM	"1,21"	King William	Bishop of London	N	0.5	geld	1	-	N
3696	SOM	"1,21"	Serlo of Burcy	Serlo of Burcy	Y	0.5	equal	1	equal	N
3696	SOM	"1,21"	Bishop of Wells	Bishop of Wells	Y	1	geld	4	-	N
3696	SOM	"1,21"	King William	Alward	N	1.25	equal	1	equal	N
3696	SOM	"1,21"	King William	Ordwulf <of Banwell>	N	1.25	equal	1	equal	N
3697	SOM	"1,22"	King William	King William	Y	15	geld	23	weighed	N
3698	SOM	"1,23"	King William	King William	Y	15	geld	19.05	weighed	N
3699	SOM	"1,24"	King William	King William	Y	10	geld	12.7	weighed	N
3700	SOM	"1,25"	King William	King William	Y	10.07	geld	23.12	weighed	N
3702	SOM	"1,26"	King William	King William	Y	0.12	geld	25	at face value	N
3703	SOM	"1,27"	King William	King William	Y	41	geld	74.5	at face value	N
3703	SOM	"1,27"	Ansger the cook	Ansger the cook	Y	1.25	geld	1.5	-	N
3703	SOM	"1,27"	Aelfric Small	Aelfric Small	Y	1.5	geld	2	-	N
3704	SOM	"1,28"	King William	King William	Y	33.5	geld	108	at face value	N
3704	SOM	"1,28"	King William	Roger (of Stanton)	N	10	geld	5	-	N
3704	SOM	"1,28"	King William	Alfred (of Marlborough)	N	4	geld	4	-	N
3704	SOM	"1,28"	King William	Aelfric (of Keynsham)	N	1	geld	1	-	N
3704	SOM	"1,28"	King William	(Edeva) wife of Wulfward {White}	N	1	geld	4	-	N
3704	SOM	"1,28"	King William	Bishop of Coutances	N	0.5	geld	0.25	-	N
3705	SOM	"1,29"	King William	Abbey of Jumièges	N	0.5	geld	2	-	N
3705	SOM	"1,29"	King William	King William	Y	28.5	geld	50	at face value	N
3706	SOM	"1,30"	King William	King William	Y	2	geld		-	N
3707	SOM	"1,31"	King William	King William	Y	20	geld	66	at face value	N
3707	SOM	"1,31"	King William	Hugh the interpreter	N	0	geld	0.1	-	N
3709	SOM	"1,32"	King William	King William	Y	7	geld	7	-	N
3710	SOM	"1,33"	King William	King William	Y	5	geld	4	-	N
3711	SOM	"1,34"	King William	Humphrey	N	0.5	geld	0.5	-	N
3711	SOM	"1,34"	King William	King William	Y	0.5	geld	0.5	-	N
3712	SOM	"1,35"	King William	Warmund	N	5	geld	3	-	N
3714	SOM	"2,1"	Bishop of Winchester	Bishop of Winchester	Y	28.62	geld	154.05	-	N
3715	SOM	"2,2"	Bishop of Winchester	Bishop of Winchester	Y		no units		-	N
3716	SOM	"2,3"	Bishop of Winchester	Bishop of Winchester	Y		no units		-	N
3717	SOM	"2,4"	Bishop of Winchester	Bishop of Winchester	Y		no units		-	N
3718	SOM	"2,5"	Bishop of Winchester	Bishop of Winchester	Y		no units		-	N
3719	SOM	"2,6"	Bishop of Winchester	Geoffrey	N	4.25	geld	10.2	proportional	N
3719	SOM	"2,6"	Bishop of Winchester	Robert	N	4.5	geld	10.8	proportional	N
3719	SOM	"2,6"	Bishop of Winchester	Hugh {de Villana}	N	2.5	geld	6	proportional	N
3720	SOM	"2,7"	Bishop of Winchester	Godwin	N	1.87	geld	1.82	proportional	N
3720	SOM	"2,7"	Bishop of Winchester	Alward	N	1.37	geld	1.33	proportional	N
3720	SOM	"2,7"	Bishop of Winchester	Leofeva	N	2	geld	1.94	proportional	N
3720	SOM	"2,7"	Bishop of Winchester	Aelfric	N	1.5	geld	1.46	proportional	N
3720	SOM	"2,7"	Bishop of Winchester	Edmer {brother of Aelfric}	N	1.5	geld	1.46	proportional	N
3720	SOM	"2,7"	Bishop of Winchester	Leofwy	N	0.12	geld	0.12	proportional	N
3721	SOM	"2,8"	Bishop of Winchester	John {the usher}	N	2.12	geld	3.34	proportional	N
3721	SOM	"2,8"	Bishop of Winchester	Alfred {of 'Spain'}	N	1	geld	1.57	proportional	N
3721	SOM	"2,8"	Bishop of Winchester	Count of Mortain	N	1	geld	1.57	proportional	N
3722	SOM	"2,9"	Bishop of Winchester	Wulfward	N	1.25	equal	1.12	equal	N
3722	SOM	"2,9"	Bishop of Winchester	Alward	N	1.25	equal	1.12	equal	N
3723	SOM	"2,10"	Bishop of Winchester	Bishop of Winchester	Y	15	geld	16	-	N
3724	SOM	"2,11"	Bishop of Winchester	Bishop of Winchester	Y	14	geld	15	-	N
3724	SOM	"2,11"	Bishop of Winchester	Saewulf	N	1	geld	1	-	N
3725	SOM	"2,12"	Bishop of Winchester	Bishop of Winchester	Y	5	geld	7	-	N
3727	SOM	"3,1"	Bishop of Salisbury	Walter {Tirrell}	N	3	geld	3	-	N
3728	SOM	"3,2"	Bishop of Salisbury	Walter {Tirrell}	N	5	geld	3	-	N
3730	SOM	"4,1"	Bishop Odo of Bayeux	Samson {the chaplain}	N	8	geld	10	-	N
3730	SOM	"4,1"	Bishop Odo of Bayeux	Bishop Odo of Bayeux	Y	0.75	geld	0.65	-	N
3732	SOM	"5,1"	Bishop of Coutances	William {of Monceaux}	N	9.25	geld	7.7	-	N
3733	SOM	"5,2"	Bishop of Coutances	Ralph {Rufus}	N	5.25	geld	3	-	N
3734	SOM	"5,3"	Bishop of Coutances	William {of Monceaux}	N	2.75	geld	2.5	-	N
3735	SOM	"5,4"	Bishop of Coutances	Roger {Whiting}	N	5.25	geld	4	-	N
3736	SOM	"5,5"	Bishop of Coutances	Drogo (son of Mauger)	N	3.81	geld	6.75	-	N
3737	SOM	"5,6"	Bishop of Coutances	Drogo (son of Mauger)	N	1.25	geld	1.5	-	N
3738	SOM	"5,7"	Bishop of Coutances	Drogo (son of Mauger)	N	1.25	geld	0.75	-	N
3739	SOM	"5,8"	Bishop of Coutances	Edmer	N	3	geld	6	-	N
3740	SOM	"5,9"	Bishop of Coutances	Ascelin	N	5	geld	2	-	N
3741	SOM	"5,10"	Bishop of Coutances	Ascelin	N	5	geld	3	-	N
3742	SOM	"5,11"	Bishop of Coutances	Ascelin	N	3	geld	2	-	N
3743	SOM	"5,12"	Bishop of Coutances	Herlewin <of Shelswell>	N	1	geld	1	-	N
3744	SOM	"5,13"	Bishop of Coutances	Herlewin <of Shelswell>	N	3.5	geld	5	-	N
3745	SOM	"5,14"	Bishop of Coutances	William	N	10	geld	6	-	N
3746	SOM	"5,15"	Bishop of Coutances	William	N	5	geld	4	-	N
3747	SOM	"5,16"	Bishop of Coutances	Wulfeva <of Norton>	N	5	geld	3	-	N
3748	SOM	"5,17"	Bishop of Coutances	Fulcran <of Butcombe>	N	2	geld	1.5	-	N
3749	SOM	"5,18"	Bishop of Coutances	William	N	5	geld	4	-	N
3749	SOM	"5,18"	Bishop of Coutances	Nigel (of Gournay)	N	5	geld	4	-	N
3750	SOM	"5,19"	Bishop of Coutances	Fulcran <of Butcombe>	N	0.34	equal	0.37	equal	N
3750	SOM	"5,19"	Bishop of Coutances	Nigel (of Gournay)	N	0.34	equal	0.37	equal	N
3751	SOM	"5,20"	Bishop of Coutances	Herlewin <of Shelswell>	N	2	geld	2	-	N
3752	SOM	"5,21"	Bishop of Coutances	Ascelin	N	1.5	geld	1.5	-	N
3753	SOM	"5,22"	Bishop of Coutances	Ascelin	N	7	geld	4.5	-	N
3754	SOM	"5,23"	Bishop of Coutances	Roger {Whiting}	N	4	geld	6	-	N
3755	SOM	"5,24"	Bishop of Coutances	Roger {son of Ralph}	N	12	geld	7	-	N
3756	SOM	"5,25"	Bishop of Coutances	William {of Monceaux}	N	8	geld	3.5	-	N
3757	SOM	"5,26"	Bishop of Coutances	William	N	3.25	geld	3	-	N
3758	SOM	"5,27"	Bishop of Coutances	Herlewin <of Shelswell>	N	5.5	geld	3.5	-	N
3759	SOM	"5,28"	Bishop of Coutances	Brungar {the Englishman}	N	1.5	geld	1	-	N
3760	SOM	"5,29"	Bishop of Coutances	Bishop of Coutances	Y	0.5	geld	0.25	-	N
3761	SOM	"5,30"	Bishop of Coutances	Nigel (of Gournay)	N	5	equal	4	equal	N
3761	SOM	"5,30"	Bishop of Coutances	Fulcran <of Butcombe>	N	5	equal	4	equal	N
3762	SOM	"5,31"	Bishop of Coutances	Fulcran <of Butcombe>	N	3	geld	4	-	N
3763	SOM	"5,32"	Bishop of Coutances	Nigel {of Gournay}	N	10	geld	10	-	N
3764	SOM	"5,33"	Bishop of Coutances	Bishop of Coutances	Y	8	geld	15	-	N
3765	SOM	"5,34"	Bishop of Coutances	1 priest	N	0.25	geld		-	N
3765	SOM	"5,34"	Bishop of Coutances	Roger {the bursar}	N	7	geld	7	-	N
3765	SOM	"5,34"	Bishop of Coutances	Bishop of Coutances	Y	9.75	geld	10	-	N
3765	SOM	"5,34"	Bishop of Coutances	Guy the priest	N	3	geld	5	-	N
3766	SOM	"5,35"	Bishop of Coutances	Roger {Whiting}	N	2.5	geld	3	-	N
3767	SOM	"5,36"	Bishop of Coutances	Ascelin	N	2.5	geld	3	-	N
3768	SOM	"5,37"	Bishop of Coutances	Bishop of Coutances	Y	5	geld	10	-	N
3769	SOM	"5,38"	Bishop of Coutances	Nigel {of Gournay}	N	1	geld	1	-	N
3770	SOM	"5,39"	Bishop of Coutances	Bishop of Coutances	Y	10	geld	10	-	N
3771	SOM	"5,40"	Bishop of Coutances	Bishop of Coutances	Y	16.5	geld	15.5	-	N
3771	SOM	"5,40"	Bishop of Coutances	1 man-at-arms	N	4.5	geld	2.5	-	N
3772	SOM	"5,41"	Bishop of Coutances	Roger {Whiting}	N	4	geld	4.1	proportional	N
3772	SOM	"5,41"	Bishop of Coutances	Fulcran <of Butcombe>	N	5	geld	5.12	proportional	N
3772	SOM	"5,41"	Bishop of Coutances	Kolsveinn	N	2	geld	2.27	proportional	N
3773	SOM	"5,42"	Bishop of Coutances	William {of Monceaux}	N	5	geld	4	-	N
3774	SOM	"5,43"	Bishop of Coutances	William {Hussey}	N	1.5	geld	1	-	N
3774	SOM	"5,43"	Bishop of Coutances	William {of Monceaux}	N	3	geld	4	-	N
3775	SOM	"5,44"	Bishop of Coutances	Nigel {of Gournay}	N	10	geld	10	-	N
3776	SOM	"5,45"	Bishop of Coutances	Nigel {of Gournay}	N	7.5	geld	10	-	N
3777	SOM	"5,46"	Bishop of Coutances	Geoffrey {Malregard}	N	2.5	geld	3	-	N
3778	SOM	"5,47"	Bishop of Coutances	Roger (Whiting)	N	7.75	geld	7	-	N
3779	SOM	"5,48"	Bishop of Coutances	Baldwin (the sheriff)	N	1	geld	1	-	N
3779	SOM	"5,48"	Bishop of Coutances	Ralph {Rufus}	N	3	geld	3	-	N
3780	SOM	"5,49"	Bishop of Coutances	Ascelin	N	5	geld	3	-	N
3781	SOM	"5,50"	Bishop of Coutances	Ascelin	N	5.5	geld	4	-	N
3782	SOM	"5,51"	Bishop of Coutances	Bishop of Coutances	Y	7	geld	5	-	N
3783	SOM	"5,52"	Bishop of Coutances	Bishop of Coutances	Y	5	geld	4	-	N
3784	SOM	"5,53"	Bishop of Coutances	Roger	N	3	geld	2	-	N
3784	SOM	"5,53"	Bishop of Coutances	Moses	N	2	geld	1.5	-	N
3785	SOM	"5,54"	Bishop of Coutances	Moses	N	0.5	geld	0.45	proportional	N
3785	SOM	"5,54"	Bishop of Coutances	Robert	N	1	geld	0.91	proportional	N
3785	SOM	"5,54"	Bishop of Coutances	Sheerwold <of Gothers>	N	2.5	geld	2.29	proportional	N
3785	SOM	"5,54"	Bishop of Coutances	(another) Robert	N	1.5	geld	1.37	proportional	N
3785	SOM	"5,54"	Bishop of Coutances	Richard {the interpreter}	N	1	geld	0.91	proportional	N
3785	SOM	"5,54"	Bishop of Coutances	Roger	N	2.5	geld	2.29	proportional	N
3786	SOM	"5,55"	Bishop of Coutances	Nigel (of Gournay)	N	1.25	geld	0.75	-	N
3787	SOM	"5,56"	Bishop of Coutances	Osmund	N	2	geld	2	-	N
3788	SOM	"5,57"	Bishop of Coutances	Bishop of Coutances	Y	10	geld	15	-	N
3789	SOM	"5,58"	Bishop of Coutances	Ascelin	N	5	geld	4	-	N
3790	SOM	"5,59"	Bishop of Coutances	Ascelin	N	4.5	geld	3.5	-	N
3791	SOM	"5,60"	Bishop of Coutances	Ascelin	N	5	geld	2	-	N
3792	SOM	"5,61"	Bishop of Coutances	Robert	N	3	geld	3.5	-	N
3793	SOM	"5,62"	Bishop of Coutances	Humphrey (of Carteret)	N	1	geld	1	-	N
3793	SOM	"5,62"	Bishop of Coutances	Bishop of Coutances	Y	8.12	geld	10	-	N
3794	SOM	"5,63"	Bishop of Coutances	William {of Monceaux}	N	1	geld	6	-	N
3794	SOM	"5,63"	Bishop of Coutances	Fulcran <of Butcombe>	N	1	ploughlands	0.2	-	N
3795	SOM	"5,64"	Bishop of Coutances	William {of Monceaux}	N	4.5	geld	3	-	N
3796	SOM	"5,65"	Bishop of Coutances	Roger	N	4.87	geld	3	-	N
3797	SOM	"5,66"	Bishop of Coutances	Ralph {Rufus}	N	5	geld	3	-	N
3798	SOM	"5,67"	Bishop of Coutances	Ralph {Rufus}	N	3	geld	3	-	N
3799	SOM	"5,68"	Bishop of Coutances	Leofwin	N	1	geld	1	-	N
3800	SOM	"5,69"	Bishop of Coutances	Ralph	N	2	geld	1.5	-	N
3801	SOM	"5,70"	Bishop of Coutances	Ascelin	N	3	geld	3	-	N
3803	SOM	"6,1"	Bishop of Wells	Alward {Croc}	N	1	geld	0.75	-	N
