struct_idx	borough_id	county	phillimore	text	notes
6983	2340	OXF	B9	"The Count of Mortain has 10 messuages; they pay 3s; all but 1 are unoccupied. Earl Hugh has 7 messuages; they pay 5s 8d; 4 of them are unoccupied. The Count of Evreux has 1 unoccupied messuage; it pays nothing. Henry of Ferrers has 2 messuages which pay 5s. William Peverel, 4 messuages which pay 17d; 2 of them are unoccupied. Edward the sheriff, 2 messuages which pay 5s. Arnulf of Hesdin, 3 messuages which pay 18d; 1 of them is unoccupied. Berengar of Tosny, 1 messuage which pays 6d. Miles Crispin, 2 messuages which pay 12d. Richard of Courcy, 2 messuages which pays 19d. Robert d'Oilly, 12 messuages which pay 64d; 4 of them are unoccupied. Roger of Ivry, 15 messuages which pay 20s 4d; 6 of them are unoccupied. Ranulf Flambard, 1 messuage which pays nothing. Guy of Raimbeaucourt, 2 messuages which pay 20d. Walter Giffard, 17 messuages which pay 22s; 7 of them are unoccupied. Walter's predecessor had one of them by gift of King Edward, from the 8 virgates which were liable to customary dues before 1066. Gernio has 1 messuage which pays 6d and belongs to Hampton. Manasseh's son has 1 messuage which pays 4d and belongs to Bletchingdon. All the above hold the aforesaid messuages free, because of repairing the wall. All these called Wall-messuages before 1066 were free from all customary dues except [military] expeditions and wall repair."	Waste: 26 unoccupied messuages. Customs.
6984	2360	OXF	B10	"The priests of St Michael's have 2 messuages which pay 52d. The Canons of St Frideswide's have 15 messuages which pay 11s; 8 of them are unoccupied. Coleman, while he was alive, had 3 messuages at 3s 8d. William has 1 at 20d. Spracheling, 1 messuage which pays nothing. Wulfwy the fisherman, 1 messuage at 32d. Alwin has 5 messuages at 37d; 3 of them are unoccupied. Edric, 1 messuage which pays nothing. Harding (of Oxford) and Leofeva, 9 messuages which pay 12s; 4 of them are unoccupied. Aelric, 1 messuage which pays nothing. Deormann (brother of Leofstan), 1 messuage at 12d. Segrim, 1 messuage at 16d; another Segrim, 1 messuage at 2s. Smewin, 1 messuage which pays nothing. Goldwin, 1 messuage which pays nothing. Edith, 1 messuage which pays nothing. Swetmann, 1 messuage at 8d. Saewy, 1 messuage which pays nothing. Leofeva, 1 unoccupied messuage, at 10d before 1066. Aelfeva, 1 messuage at 10d. Alward, 1 messuage at 10d. Alwin, 1 unoccupied messuage. Brictred and Deormann (brother of Leofstan), 1 messuage at 16d. Alwin, 1 messuage from which he has nothing. Deorwynn, 1 messuage at 6d. Alwin the priest, 1 unoccupied house which pays nothing. Leofric, 1 which likewise pays nothing. Wulfric, 1 unoccupied messuage; however, if there is need, he will repair the wall. Swetmann the moneyer, 1 free house which pays 40d. Godwin, 1; Wulfmer, 1; Godrun, 1; Godric, 1; Alwy, 1. These 5 [houses] pay nothing. Swetmann has 2 Wall-messuages which pay 3s. Another Swetmann, 1 messuage, free, for the same service, and he has 9d. Saewold <of Rofford>, 9 messuages which pay 13s; 6 of them are unoccupied. Lodowin, 1 house, in which he lives, free, for the wall. Segrim, 3 free houses at 64d; 1 of them is unoccupied. Alwin, 1 house, free, for repairing the wall. He has 32d a year from it. If the wall is not repaired when needed by him whose job it is either he shall pay the King 40s, or he loses his house."	Waste: 24 unoccupied messuages. Fines
6985	2380	OXF	B11	"All the burgesses of Oxford have a pasture outside the wall in common, which pays 6s 8d."	Customs
7427	2400	GLS	G1	"Before 1066 the City of GLOUCESTER paid £36 at face value, 12 sesters of honey at that Borough's measure, 36 dickers of iron, 100 drawn iron rods for nails for the King's ships, and certain other petty customary dues in the hall and the King's chamber. Now the City itself pays to the King £60 at 20 [pence] to the {ora}. The King has £20 from the mint."	Payment includes borough farm and rent from mint.
7428	2420	GLS	G2	"Roger of Berkeley holds 1 house in the King's lordship land, and 1 fishery in that town; it is outside the King's hands. Baldwin son of Herlwin held this before 1066."	
7429	2440	GLS	G3	Bishop Osbern holds the land and messuages which Edmer held. He pays 10s with another customary due.	
7430	2460	GLS	G4	"Geoffrey de Mandeville holds 6 messuages; before 1066 these paid 6s 8d with another customary due. William (son of) Baderon 2 messuages at 30d. William the Scribe holds 1 messuage at 51d. Roger of Lacy 1 messuage at 26d. Bishop Osbern 1 messuage at 41d. Berner <of Gloucester> 1 messuage at 14d. William the Bald 1 messuage at 12d. Durand the sheriff 2 messuages at 14d. Durand also holds 1 messuage at 26d, and 1 messuage more, which pays no customary due. Hadwin holds 1 messuage which gives rent but keeps back another customary due. Gosbert 1 messuage, Dunning 1 messuage, Widard <of Farlow> 1 messuage. Arnulf the priest 1 messuage, which pays rent; he keeps back another customary due. All these messuages paid the royal customary dues before 1066; now King William has nothing from them, nor Robert the bursar his officer. These messuages were in King Edward's revenue on the day he was alive and dead; but now they have been taken away from the King's revenue and customary dues. Before 1066 the King's lordship in the City supplied all lodging or clothing; when Earl William acquired it in the revenue it supplied the clothing likewise. Where the castle is sited there were 16 houses which do not exist now, and 14 houses in the Borough of the City have been destroyed."	"Waste: 30 houses destroyed, 16 for the castle."
7453	2480	GLS	B1	"The Borough of WINCHCOMBE paid £6 in revenue before 1066. Of this Earl Harold had the third penny, that is, 40s. Later it paid £20, with the whole of the Hundred of this town. Durand the sheriff added 100s, and Roger of Ivry 60s. Now, with the three adjoining Hundreds, it pays £28 at 20 [pence] to the {ora}."	Third penny
7935	2500	WOR	C1	In the City of WORCESTER King Edward had this customary due: whenever the coinage was changed each moneyer gave 20s at London for receiving the dies for the coinage. Whenever the County paid tax the city settled for 15 hides. Also from this city the King used to have £10 himself and Earl Edwin £8. The King received no other customary due from it except for the dues on the houses as each was liable.	Customs. Geld
7936	2520	WOR	C2	"Now King William has in lordship both the King's part and the Earl's part. For these the sheriff of Worcestershire pays £23 5s by weight from the city, and from the King's lordship manors he pays £123 4s by weight. From the County he pays £17 by weight. He pays a further £10 of pence at 20 to the {ora}, or a Norwegian hawk, and a further 100s at face value to the Queen and 20s at 20 [pence] to the {ora} for a packhorse. These £17 by weight and £16 at face value are from the pleas of the County and from the Hundreds, and if he does not receive them from there he pays from his own resources."	"Payments exclude income from lordship manors, duplicated on royal fief (though figures do not match)"
7937	2540	WOR	C3	"In the County itself there are 12 Hundreds; 7 of them are exempt, as the Shire states, so that the sheriff of Worcestershire has nothing in them and therefore, as he states, he loses much in revenue."	Customs
7938	2560	WOR	C4	"In this County if anyone has knowingly broken the peace which the King has given with his hand, he is judged an outlaw. If anyone has knowingly broken the King's peace which the sheriff gives, he will be fined 100s. A man who has committed highway robbery is fined 100s; a man who has committed house-breaking, 100s; a man who has committed rape pays no penalty other than corporal punishment. The King has these forfeitures from this County, with the exception of the land of St Peter's, Westminster, to which King Edward granted whatever [rights] he had there, as the County states."	Customs; fines
7939	2580	WOR	C5	"Whenever the King marches against the enemy, if anyone when called up by his proclamation has stayed behind, if he is a free man so that he has full jurisdiction and can go with his land where he would, he is at the King's mercy with all his land. But if a free man of any other lord has stayed away from the enemy and his lord has taken another man in his place, the man who was [first] called up will pay a 40s fine to his lord. But if no one at all has gone in his place, he will give 40s himself to his lord, and his lord will pay a fine of as many shillings to the King."	Customs; fines
8242	2600	HEF	C1	In the City of HEREFORD before 1066 there were 103 men dwelling inside and outside the wall; they had the customs mentioned below.	Customs
8243	2620	HEF	C2	"If any of them wished to leave the City, he could sell his house with the reeve's consent to another man who was willing to perform the service owed from it, and the reeve had the third penny of this sale. But if anyone could not perform the service because of his poverty, he left his house without payment to the reeve who ensured that the house did not remain empty and that the King was not without service."	Customs
8244	2640	HEF	C3	"Within the city wall every whole messuage paid 7 1/2d, and 4d for the hire of horses, and on three days in August reaped at Marden, and on one day had to gather hay where the sheriff wished. The owner of a horse went three times a year with the sheriff to [hear] pleas and to [meetings of] the Hundreds at Wormelow [Tump]. When the King was engaged in hunting, by custom one man from each and every house went to stall game in the woodland."	Customs
8245	2660	HEF	C4	Other men who did not have whole messuages provided escorts for the court when the King was in the City.	Customs
8246	2680	HEF	C5	"When a burgess who served with his horse died, the King had his horse and arms. If a man who did not have a horse died, the King either had 10s from him or his land with its houses. If anyone had not bequeathed his possessions because of untimely death, the King had all his property."	Customs
8247	2700	HEF	C6	"Those who lived in the City had these [same] customs, as did others likewise who lived outside the walls, except that a whole messuage outside the wall only gave 3 1/2d; the other customs were common [to both]."	Customs
8248	2720	HEF	C7	Any man's wife who brewed ale inside or outside the City gave 10d as a customary due.	Customs
8249	2740	HEF	C8	There were six smiths in the City; each of them paid 1d from his forge and each of them made 120 horseshoes from the King's iron; for these each of them was given 3d by custom; these smiths were exempt from every other service.	Customs
8250	2760	HEF	C9	"There were seven moneyers there. One of these was the Bishop's moneyer. When the coinage was renewed, each of them gave 18s for acquiring the dies, and after the day on which they returned, within one month, each of them gave 20s to the King, and the Bishop (of Hereford) likewise had 20s from his moneyer. When the King came to the City, the moneyers made him as many pence as he wanted, that is from the King's silver. These seven had their own full jurisdiction. When any moneyer of the King died, the King had 20s in relief. But if he died without bequeathing his wealth, the King had all his wealth."	Customs
8251	2780	HEF	C10	"If the sheriff went into Wales with an army, these men went with him. But if anyone was ordered to go and did not go, he paid a fine of 40s to the King."	Customs; fines
8252	2800	HEF	C11	In this City Earl Harold had 27 burgesses who had the same customs as the other burgesses.	
8253	2820	HEF	C12	"The reeve paid £12 from this City to King Edward and £6 to Earl Harold, and he had all the above customary dues in his revenue."	"Payments presumably represented the 'third penny', though the phrase is not employed."
8254	2840	HEF	C13	"The King had the three forfeitures in his lordship, that is breach of the peace, house-breaking and highway robbery. Anyone who committed one of these paid a fine of 100s to the King, no matter whose man he was."	Customs; fines
8255	2860	HEF	C14	"Now the King has the City of Hereford in lordship, and the English burgesses who live there have their former customs. But the French burgesses have all their forfeitures discharged for 12d, except the three above."	Customs
8256	2880	HEF	C15	"This City pays the King £60 of blanched pence at face value. Between the City and 18 manors which pay their revenues in Hereford, £335 18s are accounted for, besides [revenue from] the pleas of the Hundreds and the County [courts]."	"Customs.  The £335 18s from 18 manors is duplicated on the royal fief (1,1-10;39-47) so not included here."
8258	2882	HEF	A1	"In ARCHENFIELD the King has 3 churches. The priests of these churches bear the King's dispatches into Wales and each of them sings two masses each and every week for the King. If any one of them dies, the King has 20s from him by custom."	Customs.
8259	2884	HEF	A2	"If any Welshman steals a man, a woman, a horse, an ox or a cow, when he is convicted of it, he first restores what he stole, and gives 20s in forfeiture; but for stealing a sheep or a bundle of sheaves he pays a fine of 2s."	Customs
8260	2886	HEF	A3	"If anyone kills one of the King's men or commits house-breaking, he gives the King 20s as payment for the man and 100s in forfeiture. If anyone has killed a thane's man, he gives 10s to the dead man's lord."	Customs
8261	2888	HEF	A4	"But if a Welshman has killed a Welshman, the relatives of the slain man gather and despoil the killer and his relatives and burn their houses until the body of the dead man is buried the next day about midday. The King has the third part of this plunder, but they have all the rest free."	Customs
8262	2890	HEF	A5	"Otherwise, a man who has burnt a house and is accused of it, proves his innocence through 40 men; but if he has been unable to, he will pay a fine of 20s to the King."	Customs
8263	2892	HEF	A6	"If anyone has concealed a sester of honey from the customary due and this is proved, he pays five [sesters] for one sester, if he holds as much land as ought to produce them."	Customs
8264	2894	HEF	A7	"If the sheriff summons them to a meeting of the Shire, six or seven of the nobler ones of them go with him. A man who is called and does not go, gives 2s or 1 ox to the King; a man who stays away from the Hundred [meeting] pays as much."	Customs
8265	2896	HEF	A8	"Anyone who does not go when ordered by the sheriff to go with him into Wales, is fined the same. But if the sheriff does not go, none of them goes."	Customs
8266	2898	HEF	A9	"When the army advances on the enemy, these men by custom form the vanguard and on their return the rearguard. These were the customs of the Welshmen in Archenfield before 1066."	Customs
8703	2900	CAM	B1	"The Borough of CAMBRIDGE answered for a Hundred before 1066. In this borough there were and are ten wards. In the first ward, 54 messuages; 2 of them are unoccupied. In this first ward, Count Alan has 5 burgesses who pay nothing. The Count of Mortain has 3 messuages of the land of Judicael (the hunter). 3 burgesses who paid 5s 8 1/2d before 1066 now pay nothing. Ralph Banks has 3 burgesses who pay nothing. Roger (of Childerley), Bishop Remigius's man, [has] 3 burgesses; they pay nothing. Erchenger has 1 burgess; he pays nothing. This single ward was accounted as two before 1066 but 27 houses have been destroyed for the castle."	"Waste: 27 houses destroyed for the castle, 2 (others?) unoccupied. Geld: the Borough 'answered for a Hundred' (hides). Customs"
8704	2920	CAM	B2	In the second ward were 48 messuages before 1066; 2 of them are unoccupied. 13 of these messuages pay nothing; the remaining 32 pay all dues. Count Alan has 5 of the burgesses who pay nothing and 9 who dwell on the lands of the English.	Waste: 2 unoccupied messuages.
8705	2940	CAM	B3	In the third ward were 41 messuages before 1066; 11 of them are unoccupied. The remaining 30 pay all dues.	Waste: 11 unoccupied messuages.
8706	2960	CAM	B4	In the fourth ward were 45 messuages before 1066; 24 of them are unoccupied. The 21 left pay all dues.	Waste: 24 unoccupied messuages.
8707	2980	CAM	B5	In the fifth ward were 50 messuages before 1066; one of these is unoccupied. All the others pay their dues.	Waste: 1 unoccupied messuage.
8708	3000	CAM	B6	In the seventh ward were 37 messuages before 1066. 3 Frenchmen have 3 of these messuages but pay nothing.	
8709	3020	CAM	B7	In the eighth ward were 37 messuages before 1066. A priest holds one of them and pays nothing.	
8710	3040	CAM	B8	In the ninth ward were 32 messuages before 1066; 3 of them are unoccupied.	Waste: 3 unoccupied messuages.
8711	3060	CAM	B9	"In the tenth ward were 29 messuages before 1066; 6 of them are unoccupied, but they still answer."	Waste: 6 unoccupied messuages.
8712	3080	CAM	B10	"From the dues of this town £7 a year; from the land-tribute £7, 2 {ora}, 2d."	
8713	3100	CAM	B11	"Before 1066 the burgesses lent their ploughs to the sheriff three times a year, now they are demanded on nine occasions. Before 1066 they found neither cartage nor carts; they now do so through an imposed due. They also claim back for themselves from Picot the sheriff the common pasture taken away through him and by him."	Customs.
8714	3120	CAM	B12	"Picot (the sheriff) himself has made 3 mills there which diminish the pasture and [which] have destroyed many houses. Also a mill of the Abbot of Ely, and another of Count Alan. The mills themselves pay £9 a year."	Waste: houses destroyed.
8715	3140	CAM	B13	"Picot (the sheriff) also had £8, a riding-horse, and arms for 1 man-at-arms from the heriot of lawmen."	Customs
8716	3160	CAM	B14	"When he was sheriff, Aelfric Godricson had 20s as the heriot of 1 of them."	"Aelfric Godricson was probably sheriff after 1086: Green, English sheriffs, p.29. Customs."
9209	3180	HUN	B1	"In the Borough of HUNTINGDON there are four quarters. In two quarters there were 116 burgesses before 1066, and still are. They pay all customary dues and the King's tax. Under them are 100 smallholders who aid them in discharging the tax. St Benedict's of Ramsey had 10 of these burgesses with full jurisdiction and every customary due, but they only paid tax before 1066. Eustace the sheriff took them from the Abbey by force, and they are now in the King's hands, with the others."	
9210	3200	HUN	B2	"Ulf Fenman had 18 burgesses. Now Gilbert of Ghent has them, with full jurisdiction, apart from the King's tax."	
9211	3220	HUN	B3	"The Abbot of Ely has one plot, with full jurisdiction, apart from the King's tax."	
9212	3240	HUN	B4	"The Bishop of Lincoln had one messuage, on the castle site, with full jurisdiction. It is not there now."	Waste: Bishop of Lincoln - anachronistic? - had messuage on castle site; not there now.
9213	3260	HUN	B5	"Earl Siward had one messuage with a house, with full jurisdiction, exempt from every customary due. Now Countess Judith has it."	
9214	3280	HUN	B6	"On the castle site there were 20 messuages [liable] for all customary dues, which paid 16s 8d a year to the King's revenue. They are not there now."	Waste: 20 messuages on castle site TRE not there now
9215	3300	HUN	B7	Besides these there were and are 60 unoccupied messuages within these quarters which gave and give their customary dues.	Waste: 60 unoccupied messuages
9216	3320	HUN	B8	Besides these there are also 8 unoccupied messuages which before 1066 were fully occupied and gave all customary dues.	"Waste: 8 unoccupied messuages which before 1066 were fully occupied"""
9217	3340	HUN	B9	"In the other two quarters there were and are 140 burgesses [with as many houses], less 1/2 house, [liable] for all customary dues and for the King's tax. They had 80 closes, for which they gave and give all customary dues. Of these St Benedict's of Ramsey had 22 burgesses before 1066. Two of them were exempt from all customary dues; 30 paid 10d a year each. All other customary dues were the Abbot's, apart from the King's tax."	
9218	3360	HUN	B10	"In these quarters before 1066 Aelfric the sheriff had a messuage, which King William afterwards granted to his wife and sons. Eustace (the sheriff) now has it; an impoverished man, together with the mother, claims it."	
9219	3380	HUN	B11	In these two quarters were and are 44 unoccupied messuages which gave and give their customary dues.	Waste: 44 unoccupied messuages TRE and TRW
9220	3400	HUN	B12	"And besides these, also in these two quarters, Burgred the priest and Thorkil the priest had one church before 1066, with 2 hides of land and 22 burgesses, with [their] houses, who belong to this church, with full jurisdiction. Eustace the sheriff now has them all; wherefore they claim the King's mercy. Nevertheless these 22 burgesses give the King every customary due."	Population: 22 burgesses presumably included in 116 of B1.
9221	3420	HUN	B13	"Bishop Geoffrey (of Coutances) has 1 church and 1 house of the above, which Eustace (the sheriff) took away from St Benedict's of Ramsey and the same St [Benedict's] still claims them."	
9222	3440	HUN	B14	"In this Borough Gos and Hunef <of Stukeley> had 16 houses before 1066, with full jurisdiction and market rights. These Countess Judith now has these."	
9223	3460	HUN	B15	"The Borough of Huntingdon answered for 50 hides for the King's tax as a fourth part of `Hurstingstone' Hundred; but it does not now pay such a tax in that Hundred, since King William placed a tax on the mint in the Borough."	Geld. Customs
9224	3480	HUN	B16	"From the whole of this Borough before 1066 £10 came from land tribute of which the Earl had the third part and the King two [parts]. Of this due 16s 8d, [shared] between the Earl and the King, now remain on the 20 messuages where the castle is."	"Values: there being no earl, the king acquired the whole sum  - the 'third penny' though the phrase is not employed - previously divided between king and earl; Waltheof was the pre-Conquest earl."
9225	3500	HUN	B17	"Besides these, from the Borough revenue the King had £20, and the Earl £10, more or less, according to how he could arrange his part. One mill pays 40s to the King, 20s to the Earl."	Values: all sums divided between king and earl in the 'third penny' ratio; 'pays' is anachronistic as there was no earl in 1086.
9226	3520	HUN	B18	"In this Borough lie 2 {{hides}} carucates and 40 acres of land, and 10 acres of meadow. They divide the revenue from these, the King [having] 2 parts and the Earl the third [part]. The burgesses cultivate this land and lease it through the officers of the King and the Earl. Within the said revenue are 3 fishermen who pay 3s."	Values: all resources divided between king and earl in the 'third penny' ratio; 'divide' is anachronistic as there was no earl in 1086. Carucates: non-gelding units.
9227	3540	HUN	B19	"In this Borough were 3 moneyers who paid 40s, [shared] between the King and the Earl; but they are not there now."	
9228	3560	HUN	B20	Before 1066 it paid £30; now the same.	
9229	3580	HUN	B21	"In `Hurstingstone' Hundred there are lordship ploughs exempt from the King's tax. The villagers and Freemen pay tax according to the hides entered in the record, apart from [in] Broughton, where the Abbot of Ramsey pays tax with the others for 1 hide."	Customs
9431	3600	BDF	B1	"BEDFORD answered for a half Hundred before 1066, and does so now, in [military] expeditions, [by land] and in ships. The land of this town was never assessed in hides and is not now, except for 1 hide, which lay in [the lands of] St Paul's Church before 1066, in alms, and now rightly so lies. But Bishop Remigius wrongfully placed it outside the alms [lands] of St Paul's Church, as the men [of the Shire] state. He holds it now, and whatever belongs to it. Value 100s."	"Church duplicated in 4,9. Geld. Values: duplicated in 4,9. Customs."
9870	3620	NTH	B1	"In NORTHAMPTON there were 60 burgesses in the King's lordship before 1066, who had as many messuages. Now 14 of them are unoccupied; 47 are left. Besides these, there are now 40 burgesses in the new Borough, in King William's lordship."	"Population: 47 residences, 47 burgesses probably being also implied. Waste: 14 unoccupied messuages."
9871	3640	NTH	B2	In this Borough the Bishop of Coutances has 23 houses at 29s 4d.	
9872	3660	NTH	B3	"The Abbot of St Edmunds, 1 house at 16d."	
9873	3680	NTH	B4	"The Abbot of Peterborough, 15 houses at 14s 8d. Two are unoccupied."	Waste: 2 unoccupied houses.
9874	3700	NTH	B5	"The Abbot of Ramsey, 1 house at 16d."	
9875	3720	NTH	B6	"The Abbot of Coventry, 4 houses at 12d. Three are unoccupied."	Waste: 3 unoccupied houses
9876	3740	NTH	B7	"The Abbot of Evesham, 1 house unoccupied."	Waste: 1 unoccupied house
9877	3760	NTH	B8	"The Abbot of Selby, 2 houses at 32d."	
9878	3780	NTH	B9	"The Count of Mortain, 37 [houses] at 45s 8d. Two are unoccupied. The King has the jurisdiction of 9 of these houses."	Waste: 2 unoccupied houses.
9879	3800	NTH	B10	"Earl Hugh, 1 house at 4d."	
9880	3820	NTH	B11	"Countess Judith, 16 houses at 12s. One is unoccupied."	Waste: 1 unoccupied house
9881	3840	NTH	B12	"Robert of Tosny, 4 houses at 4s. One is unoccupied."	Waste: 1 unoccupied house
9882	3860	NTH	B13	"Henry of Ferrers, 8 houses at 9s 4d."	
9883	3880	NTH	B14	"Ansger the chaplain the King's chaplain, 1 house of which the King ought to have the jurisdiction."	
9884	3900	NTH	B15	"William Peverel, 32 houses at 28s 8d. Three of them are unoccupied."	Waste: 3 unoccupied houses.
9885	3920	NTH	B16	"William son of Boselin, 2 [houses] from the Holding of the Bishop of Bayeux and of Countess Judith. They pay 16d."	
9886	3940	NTH	B17	"William the artificer, 1 house from Robert of Bucy. It pays nothing."	
9887	3960	NTH	B18	"Guy of Raimbeaucourt, 4 houses at 64d."	
9888	3980	NTH	B19	"Walter of Flanders, 10 houses at 8s. One is unoccupied."	Waste: 1 unoccupied house.
9889	4000	NTH	B20	"Winemar (of Flanders), 12 houses at 3s. Four of them are unoccupied."	Waste: 4 unoccupied houses.
9890	4020	NTH	B21	"Richard the artificer, 4 houses at 4s."	
9891	4040	NTH	B22	"Robert of Auvers, 1 house at 12d."	
9892	4060	NTH	B23	"Roger of Bois-Normand, 1 house at 16d."	
9893	4080	NTH	B24	"Geoffrey of la Guerche, 4 houses at 4s."	
9894	4100	NTH	B25	"Geoffrey Alselin and Ralph his nephew, 2 houses at 2s."	
9895	4120	NTH	B26	"Giles brother of Ansculf, 3 houses at 32d."	
9896	4140	NTH	B27	"Gunfrid of Chocques, 8 houses at 8s. Three are unoccupied."	Waste: 3 unoccupied houses.
9897	4160	NTH	B28	"Sigar of Chocques, 1 house at 16d."	
9898	4180	NTH	B29	"Swein son of Azur, 21 houses at 10s. They belong to Stoke [Bruerne]."	
9899	4200	NTH	B30	"Ansfrid of Vaubadon, 2 houses at 2s from the Bishop of Bayeux's Holding."	
9900	4220	NTH	B31	"Baldwin, 1/2 messuage, unoccupied. Leofstan, 1 house at 4d."	Waste: 1/2 messuage unoccupied
9901	4240	NTH	B32	"Osbern Giffard, 1 house at 4d. Godwin the priest, 1 house at 12d."	
9902	4260	NTH	B33	"Durand the reeve, 1 house at 16d from Robert of Tosny's Holding."	
9903	4280	NTH	B34	"{Dodin}, 2 houses at 20d. One is from Countess Judith, the other from Winemar (of Flanders)."	
9904	4300	NTH	B35	"Hugh of Gouville, 2 houses at 32d."	
9905	4320	NTH	B36	"Northamptonshire pays three nights' revenue, £30 by weight; for dogs, 42 white pounds, at 20 [pence] to the {ora}; for a gift to the Queen and for hay, £10 and 5 {ora}; for a hawk, £10; for a packhorse, 20s; for alms, 20s; for a hunting horse, 20s; for Queen Edith's manor [Finedon], £40; for [Kings] Cliffe, £10."	"Values: £30 may be error for £300. The two manors are recorded in 1,26;32, duplicating the values recorded here. Customs"
9906	4340	NTH	B37	The burgesses of NORTHAMPTON pay the sheriff £30 10s a year. This belongs to his revenue.	Customs
9907	4360	NTH	B38	Countess Judith has £7 from the income of this Borough.	Customs
10614	4380	LEC	C1	"The City of LEICESTER paid to the King £30 a year before 1066 at face value, at 20 [pence] to the {ora}, and 15 sesters of honey."	Customs
10615	4400	LEC	C2	"Whenever the King went on campaign by land, 12 burgesses from this Borough went with him; but if he went against the enemy by sea, they sent him 4 horses from this Borough as far as London, for bringing weapons or other things which might be needed."	Customs
10616	4420	LEC	C3	"Now King William has £42 10s, by weight, for all the payments of the City and County."	Customs
10617	4440	LEC	C4	"For a hawk, £10 at face value; for a packhorse, 20s."	Customs
10618	4460	LEC	C5	"From the moneyers, £20 a year at 20 [pence] to the {ora}; of these £20 Hugh of Grandmesnil has the third penny."	Customs. Third penny.
10619	4480	LEC	C6	The King has 39 houses in LEICESTER.	
10620	4500	LEC	C7	"The Archbishop of York, 2 houses, with full jurisdiction; they belong to Tur Langton."	
10621	4520	LEC	C8	Earl Hugh [has] 10 houses which belong to Barrow[-upon-Soar]; 6 houses which belong to Kegworth; and 1 house which belongs to Loughborough.	
10622	4540	LEC	C9	Coventry Abbey has 10 houses.	
10623	4560	LEC	C10	Crowland Abbey has 3 houses. From all of these the King has his tax.	
10624	4580	LEC	C11	"Hugh of Grandmesnil has 110 houses and 2 churches. Besides these he has 24 houses in this Borough shared with the King. Apart from these, Hugh also has in Leicester 24 burgesses who belong to Anstey and 13 burgesses who belong to Sileby; and 3 houses which belong to [Old] Ingarsby, 10 houses which belong to Belgrave 4 houses which belong to Broughton [Astley] 9 houses which belong to Stockerston 4 houses which belong to Wigston [Magna] 7 houses which belong to Enderby 3 houses which belong to [Earl] Shilton 10 houses which belong to Birstall 3 houses which belong to Burton [Overy] 1 house which belongs to `Bromkinsthorpe' 2 houses which belong to Desford 3 houses which he bought from Osbern, which belong to {Legham} 1 house which belongs to {Letitone} 1 house which belongs to Thurcaston"	
10625	4600	LEC	C12	"In this Borough Hugh (of Grandmesnil) also has 2 churches and 2 houses, and 4 unoccupied houses. Hugh of Gouville holds 5 houses from Hugh (of Grandmesnil) himself with full jurisdiction. These are in exchange for Watford."	Waste: 4 unoccupied houses. Hugh of Gouville's houses assumed to be additional.
10626	4620	LEC	C13	"Robert of Vessey has 6 houses with full jurisdiction which belong to Newton [Harcourt], and 3 others with full jurisdiction which belong to Kibworth [Harcourt]."	
10627	4640	LEC	C14	"Geoffrey of la Guerche, 1 house which belongs to [Little] Dalby, and another which belongs to Pickwell."	
10628	4660	LEC	C15	"In Leicester there are 4 houses which belong to Shepshed, 1 which belongs to Saddington, and 1 which belongs to Thorpe [Acre]."	Unattributed houses assumed to be royal.
10629	4680	LEC	C16	In the Borough itself Henry of Ferrers and Robert the bursar have 1 burgess.	Assumed that rights to burgess divided though 'each' may be implied.
10630	4700	LEC	C17	"Also in the Borough Countess Judith has 28 houses and 5s 4d from half a mill. Outside the Borough she has 6 carucates of land which belong to the Borough; she has 1 plough there and her men 3 ploughs. Meadow, 8 acres; woodland 6 furlongs long and 3 furlongs wide. Value of the whole, 40s."	Manorial details recorded in the Statistics database.
10631	4720	LEC	C18	"The woodland of the whole sheriffdom, called {HERESWODE}, has [4] leagues in length and 1 league in width."	
11098	4740	WAR	B1	"In the Borough of WARWICK the King has 113 houses in his lordship, and the King's barons have 112, from all of which the King has his tax."	
11099	4760	WAR	B2	"The Bishop of Worcester has 9 messuages; the Bishop of Chester 7; the Abbot of Coventry 36; and 4 are waste, because of the castle site. The Bishop of Coutances has 1 house; the Count of Meulan 12 messuages. Earl Aubrey had 4, which belong to the land which he held; Hugh of Grandmesnil 4, and the monks of Pillerton have 1 from him. Henry of Ferrers has 2, Harold son of Earl Ralph 2, Robert of Stafford 6, Roger of Ivry 2, Richard the hunter 1, Ralph of Limésy 9, the Abbot of Malmesbury 1, William Bonvallet 1, William son of Corbucion 2, Geoffrey de Mandeville 1, Geoffrey of la Guerche 1, Gilbert of Ghent 2, Gilbert [of] Bouillé 1, Nicholas the bowman 1, Stephen the steersman 1, Thorkil (of Warwick) 4, Harold son of Earl Ralph 2, Osbern son of Richard 1, Christina 1, the nun Leofeva 2. These messuages belong to the lands which these barons hold outside the Borough and are there assessed."	"Waste: the 116 messuages allocated between the king's barons, of which '4 are waste, because of the castle site'."
11100	4780	WAR	B3	"Besides the said messuages, there are 19 burgesses in this Borough who have 19 messuages, with full jurisdiction and all customary dues, and had them thus before 1066."	
11101	4800	WAR	B4	"Before 1066 the sheriffdom of Warwick, with the Borough and with the royal manors, paid £65 and 36 sesters of honey, or £24 8s for all that belonged to the honey. Now the revenue of the royal manors and the pleas of the County between them pay £145 a year by weight, £23 for dog-custom, 20s for a packhorse, £10 for a hawk and 100s as a premium to the Queen."	Customs
