struct_idx	county	phillimore	overlord_66	lord_66	holding	units	value_66	v_66_code	waste_66	idx_overlord_66	idx_lord_66
7194	OXF	"27,9"	-	-	1	geld	0.75	-	N		
7195	OXF	"27,10"	-	"thanes, three"	2.62	geld	3	-	N		679950
7197	OXF	"28,1"	-	-	8	geld	6	-	N		
7198	OXF	"28,2"	-	Wigot (of Wallingford)	20	geld	10	-	N		575400
7199	OXF	"28,3"	-	-	15.5	geld	15	-	N		
7200	OXF	"28,4"	-	-	14	geld	8	-	N		
7201	OXF	"28,5"	-	-	5	geld	6	-	N		
7202	OXF	"28,6"	-	"brothers, three"	30	geld	30	-	N		636900
7203	OXF	"28,7"	-	-	10	geld	7	-	N		
7204	OXF	"28,8"	-	-		-		1086 value	N		
7205	OXF	"28,9"	-	-	10	geld	4	-	N		
7206	OXF	"28,10"	-	-	2	geld	1	-	N		
7207	OXF	"28,11"	-	-	1	geld	1	-	N		
7208	OXF	"28,12"	-	-	10	geld	8	-	N		
7209	OXF	"28,13"	-	-	7	geld	10	-	N		
7210	OXF	"28,14"	-	-	3.5	geld	6	-	N		
7211	OXF	"28,15"	-	-	5	geld	4	-	N		
7212	OXF	"28,16"	-	-	7.5	geld	5	-	N		
7213	OXF	"28,17"	-	-	5	geld	2	-	N		
7214	OXF	"28,18"	-	-	10	geld	8	-	N		
7215	OXF	"28,19"	-	-	8	geld	4	-	N		
7216	OXF	"28,20"	-	-	4	geld	4	-	N		
7217	OXF	"28,21"	-	-	4	geld	2	-	N		
7218	OXF	"28,22"	-	-	10	geld	5	-	N		
7219	OXF	"28,23"	-	-	3.22	geld	4	-	N		
7220	OXF	"28,24"	-	-	1.5	geld	1	-	N		
7221	OXF	"28,25"	-	-	6	geld	5	-	N		
7222	OXF	"28,26"	-	-	4	geld	6	-	N		
7223	OXF	"28,27"	-	-	2	geld	1	-	N		
7224	OXF	"28,28"	-	-	2	geld	1	-	N		
7225	OXF	"28,29"	-	-	7	geld	7	-	N		
7227	OXF	"29,1"	-	-	17	geld	15	-	N		
7228	OXF	"29,2"	-	-	6	geld	5	-	N		
7229	OXF	"29,3"	-	-	11	geld	11	-	N		
7230	OXF	"29,4"	-	"thanes, fourteen"	14.37	geld	9	-	N		677900
7231	OXF	"29,5"	-	-	12	geld	16	-	N		
7232	OXF	"29,6"	-	-	10	geld	4	-	N		
7233	OXF	"29,7"	-	-	3	geld	3	-	N		
7234	OXF	"29,8"	-	-	5	geld	4	-	N		
7235	OXF	"29,9"	-	-	1	geld	1	-	N		
7236	OXF	"29,10"	-	-	10	geld	10	-	N		
7237	OXF	"29,11"	-	-	7.5	geld	3	-	N		
7238	OXF	"29,12"	-	-	5.5	geld	4	-	N		
7239	OXF	"29,13"	-	-	5	geld	2.5	-	N		
7240	OXF	"29,14"	-	-	2.5	geld	2	-	N		
7241	OXF	"29,15"	-	-	1.5	geld	2	-	N		
7242	OXF	"29,16"	Archbishop Stigand	"Leofwy, Archbishop Stigand's man"	3	geld	6	-	N	505300	346700
7243	OXF	"29,17"	-	-	3	geld	3	-	N		
7244	OXF	"29,18"	-	-	6.75	geld	7	-	N		
7245	OXF	"29,19"	-	-	3.15	geld	4	-	N		
7246	OXF	"29,20"	-	-	0.5	geld	0.5	-	N		
7247	OXF	"29,21"	-	-	10	geld	7	-	N		
7248	OXF	"29,22"	-	-	4	geld	2	-	N		
7249	OXF	"29,23"	-	-	5	geld	5	-	N		
7251	OXF	"30,1"	-	"thanes, three"	14	geld	12	-	N		679950
7253	OXF	"31,1"	-	-	2.5	geld	2	-	N		
7255	OXF	"32,1"	-	Hakon	16	geld	13	-	N		265150
7256	OXF	"32,2"	-	-	20	geld	18	-	N		
7257	OXF	"32,3"	-	-	1	geld	0.5	-	N		
7259	OXF	"33,1"	-	Thori	10	geld	10	-	N		523850
7260	OXF	"33,2"	-	Siward	3.5	geld	2.5	equal	N		494400
7260	OXF	"33,2"	-	Sighwat	3.5	geld	2.5	equal	N		490850
7262	OXF	"34,1"	-	Thorgot (Lag)	20	geld	16	-	N		523220
7263	OXF	"34,2"	-	Thorgot (Lag)	5	equal	2.5	equal	N		523220
7263	OXF	"34,2"	-	Queen Edith	5	equal	2.5	equal	N		160100
7264	OXF	"34,3"	-	"men, two"	1.5	geld	1.5	-	N		666200
7266	OXF	"35,1"	-	Wigot (of Wallingford)	5	geld	4	-	N		575400
7267	OXF	"35,2"	-	Queen Edith	16	geld	15	-	N		160100
7268	OXF	"35,3"	-	Aelfric	0.25	geld	0	-	N		7000
7268	OXF	"35,3"	-	Wulfstan	19.75	geld	15	-	N		623200
7269	OXF	"35,4"	-	-	7	geld	6	-	N		
7270	OXF	"35,5"	-	-	2	geld	1.5	-	N		
7271	OXF	"35,6"	-	Thorkil (of Warwick)	10	geld	10	-	N		526200
7272	OXF	"35,7"	-	Wulfric	5	geld	7	-	N		617700
7273	OXF	"35,8"	-	-	3	geld	5	-	N		
7274	OXF	"35,9"	-	Alwin	5	equal	7.5	equal	N		67250
7274	OXF	"35,9"	-	Leofric	5	equal	7.5	equal	N		334450
7275	OXF	"35,10"	-	Edwin	10	geld	13	-	N		174850
7276	OXF	"35,11"	-	Engelric (the priest)	10	geld	12	-	N		182710
7277	OXF	"35,12"	-	Brictric <of Waddesdon>	1	geld	0.5	-	N		123460
7278	OXF	"35,13"	-	Toli	1.58	geld	1	-	N		533550
7279	OXF	"35,14"	-	Brictric <of Waddesdon>	1	geld	1	-	N		123460
7280	OXF	"35,15"	-	-	0.5	geld		1086 value	N		
7281	OXF	"35,16"	-	-	2.25	geld	1	-	N		
7282	OXF	"35,17"	-	Azur (son of Toti)	10	geld	5	-	N		99660
7283	OXF	"35,18"	-	Wigot (of Wallingford)	12	geld	10	-	N		575400
7284	OXF	"35,19"	-	Besi <of Calverton>	5	geld	6	-	N		110450
7285	OXF	"35,20"	-	Leofnoth	8.25	geld	8	-	N		332300
7286	OXF	"35,21"	-	Wulfstan	3	geld	6	-	N		623200
7287	OXF	"35,22"	-	Wulfstan	5	geld	3	-	N		623200
7288	OXF	"35,23"	-	-	1	geld	0.5	-	N		
7289	OXF	"35,24"	-	Ordgar's father	1.33	equal	1	equal	N		380900
7289	OXF	"35,24"	-	Ordgar	1.33	equal	1	equal	N		380500
7289	OXF	"35,24"	-	Ordgar's uncle	1.33	equal	1	equal	N		380950
7290	OXF	"35,25"	-	Ordgar's uncle	0.33	equal	0.33	equal	N		380950
7290	OXF	"35,25"	-	Ordgar	0.33	equal	0.33	equal	N		380500
7290	OXF	"35,25"	-	Ordgar's father	0.33	equal	0.33	equal	N		380900
7291	OXF	"35,26"	-	-	5	geld	6	-	N		
7292	OXF	"35,27"	-	-	5	geld	5	-	N		
7293	OXF	"35,28"	-	-	2	geld	3	-	N		
7294	OXF	"35,29"	-	-	1	geld	1	-	N		
7295	OXF	"35,30"	-	-	2	geld	1	-	N		
7296	OXF	"35,31"	-	Wigot (of Wallingford)	5	geld	3	-	N		575400
7297	OXF	"35,32"	-	-	6	geld	4	-	N		
7298	OXF	"35,33"	-	-	2.5	geld	2	-	N		
7299	OXF	"35,34"	-	Ketil	1	geld	1	-	N		318200
7301	OXF	"36,1"	-	-	17	geld	12	-	N		
7303	OXF	"37,1"	-	-	2.5	geld	2	-	N		
7305	OXF	"38,1"	-	Tonni <of Lusby>	9	geld	10	-	N		534350
7306	OXF	"38,2"	-	Ulf (Fenman)	8	geld	6	-	N		545900
7308	OXF	"39,1"	-	Esger (the constable)	10	geld	12	-	N		189850
7309	OXF	"39,2"	-	Esger (the constable)	1.25	geld		1086 value	N		189850
7310	OXF	"39,3"	-	Esger (the constable)	8	geld	5	-	N		189850
7312	OXF	"40,1"	-	Thorgot	5	geld	4	-	N		522650
7313	OXF	"40,2"	-	-	1	geld	0.75	-	N		
7314	OXF	"40,3"	-	Wulfward White (the noble)	7.62	equal	8	equal	N		626400
7314	OXF	"40,3"	-	Aelfric Whelp	7.62	equal	8	equal	N		13500
7316	OXF	"41,1"	-	-	9	geld	10	-	N		
7317	OXF	"41,2"	-	-	1	geld	1	-	N		
7319	OXF	"42,1"	-	-	6	geld	3	-	N		
7321	OXF	"43,1"	-	Wulfred	3	geld	4	-	N		616700
7322	OXF	"43,2"	-	Wulfred	5	geld	4	-	N		616700
7324	OXF	"44,1"	-	Leofric	10	geld	5	-	N		334450
7326	OXF	"45,1"	-	Edwin	1	equal	1	equal	N		174850
7326	OXF	"45,1"	-	Saewold <of Waterstock>	1	equal	1	equal	N		478900
7326	OXF	"45,1"	-	Aldwin	1	equal	1	equal	N		30050
7327	OXF	"45,2"	-	Aldwin	1.66	equal	2.33	equal	N		30050
7327	OXF	"45,2"	-	Edwin	1.66	equal	2.33	equal	N		174850
7327	OXF	"45,2"	-	Saewold <of Waterstock>	1.66	equal	2.33	equal	N		478900
7328	OXF	"45,3"	-	Aldwin	1.33	equal	1	equal	N		30050
7328	OXF	"45,3"	-	Edwin	1.33	equal	1	equal	N		174850
7328	OXF	"45,3"	-	Saewold <of Waterstock>	1.33	equal	1	equal	N		478900
7330	OXF	"46,1"	-	-	3.41	geld	2	-	N		
7332	OXF	"47,1"	-	"free men, three"	3	geld	2	-	N		650200
7334	OXF	"48,1"	-	Alwin	4	geld	3	-	N		67250
7336	OXF	"49,1"	-	Blaecmann	1	geld	2	-	N		111800
7338	OXF	"50,1"	-	"free men, three"	6.75	geld	6	-	N		650200
7340	OXF	"51,1"	-	Ledric	2.5	geld	2.5	-	N		324700
7342	OXF	"52,1"	-	Azur	2.5	geld	2	-	N		98300
7344	OXF	"53,1"	-	Hakon	10	geld	8	-	N		265150
7345	OXF	"53,2"	-	Hakon	4	geld	6	-	N		265150
7347	OXF	"54,1"	-	(Earl) Algar	24.25	geld	25	-	N		42000
7349	OXF	"55,1"	-	Alwin	2.5	equal	3.5	equal	N		67250
7349	OXF	"55,1"	-	Godric	2.5	equal	3.5	equal	N		235750
7350	OXF	"55,2"	-	Alwy	3.12	geld	2	-	N		76500
7352	OXF	"56,1"	-	Leofwy	2.5	geld	3	-	N		346550
7353	OXF	"56,2"	-	-	2.5	geld	2	-	N		
7354	OXF	"56,3"	-	Godric	5	geld	5	-	N		235750
7355	OXF	"56,4"	-	Godric	5	geld	3	-	N		235750
7357	OXF	"57,1"	-	-	5	geld	5	-	N		
7359	OXF	"58,1"	-	-	2.5	geld	2	-	N		
7360	OXF	"58,2"	-	-	2.5	geld	2.5	-	N		
7361	OXF	"58,3"	-	-	2.5	geld	2	-	N		
7362	OXF	"58,4"	-	-	5.25	geld	5	-	N		
7363	OXF	"58,5"	-	-	2	geld	1	-	N		
7364	OXF	"58,6"	-	-	1	geld	0.75	-	N		
7365	OXF	"58,7"	-	-	2	geld	2.5	-	N		
7366	OXF	"58,8"	-	-	4.75	geld	5	-	N		
7367	OXF	"58,9"	-	-	2	geld	1.25	-	N		
7368	OXF	"58,10"	-	-	4.5	geld	3	-	N		
7369	OXF	"58,11"	-	-	1	geld	1	-	N		
7370	OXF	"58,12"	-	-	2.5	geld	3	-	N		
7371	OXF	"58,13"	-	Ulf	1	geld		1086 value	N		544350
7372	OXF	"58,14"	-	-	1	geld	1	-	N		
7373	OXF	"58,15"	-	-	4.5	geld	3	-	N		
7374	OXF	"58,16"	-	"thanes, five"	10	geld	6	-	N		676800
7375	OXF	"58,17"	-	Theodric the goldsmith's wife	1	geld	0.5	-	N		516900
7376	OXF	"58,18"	-	Theodric the goldsmith's wife	2.5	geld	2	-	N		516900
7377	OXF	"58,19"	-	Saewold <of Waterstock>	2	geld	1	-	N		478900
7378	OXF	"58,20"	-	Alwin	1.75	geld	1	-	N		67250
7379	OXF	"58,21"	-	Goda	2	geld	1	-	N		227300
7380	OXF	"58,22"	-	-	1.25	geld	1	-	N		
7381	OXF	"58,23"	-	Siward the hunter	2.5	geld	2	-	N		496750
7382	OXF	"58,24"	-	Leofwin (of Nuneham)	13	geld	6	-	N		345100
7383	OXF	"58,25"	-	Leofwin (of Nuneham)	4.5	geld	5	-	N		345100
7384	OXF	"58,26"	-	-	0.62	geld	0.5	-	N		
7385	OXF	"58,27"	-	-	2.5	geld	2	-	N		
7386	OXF	"58,28"	-	-	2	geld	2	-	N		
7387	OXF	"58,29"	-	Earl Harold	2	geld	2	-	N		269800
7388	OXF	"58,30"	-	Leofwin (of Nuneham)	5	geld	5	-	N		345100
7389	OXF	"58,31"	-	-	3	geld	2	-	N		
7390	OXF	"58,32"	-	Alwy	2.75	geld	1.5	-	N		76500
7391	OXF	"58,33"	-	Saewold <of Waterstock>	3	geld	3	-	N		478900
7392	OXF	"58,34"	-	-		-		1086 value	N		
7393	OXF	"58,35"	-	Coleman	1.75	equal	0.75	equal	N		140500
7393	OXF	"58,35"	-	Azur	1.75	equal	0.75	equal	N		98300
7394	OXF	"58,36"	-	Azur	2.87	equal	2	equal	N		98300
7394	OXF	"58,36"	-	Coleman	2.87	equal	2	equal	N		140500
7395	OXF	"58,37"	-	Leofgeat	1.87	geld	2	-	N		329550
7396	OXF	"58,38"	-	Godwin	2	geld	2	-	N		242350
7398	OXF	"59,1"	-	"thanes, three"	8	geld	8	-	N		679950
7399	OXF	"59,2"	-	Almer	15	geld	10	-	N		44950
7400	OXF	"59,3"	-	-	3.5	geld	2	-	N		
7401	OXF	"59,4"	-	-	1	geld	0.5	-	N		
7402	OXF	"59,5"	-	-	5	geld	5	-	N		
7403	OXF	"59,6"	-	-	7	geld	6	-	N		
7404	OXF	"59,7"	-	-	0.5	geld		1086 value	X		
7405	OXF	"59,8"	-	-	1	geld	0.75	-	N		
7406	OXF	"59,9"	-	-	1.25	geld	1	-	N
7407	OXF	"59,10"	-	-	1	geld	1	-	N
7408	OXF	"59,11"	-	-	4.25	geld	5	-	N
7409	OXF	"59,12"	-	-	3	geld	4	-	N
7410	OXF	"59,13"	-	-	2	geld	1	-	N
7411	OXF	"59,14"	-	-	3	geld	2.5	-	N
7412	OXF	"59,15"	-	-	1.62	geld	1.5	-	N
7413	OXF	"59,16"	-	-	2.5	geld	2	-	N
7414	OXF	"59,17"	-	-	10	geld	7	-	N
7415	OXF	"59,18"	-	-	2.5	geld	1.5	-	N
7416	OXF	"59,19"	-	-	4	geld	2	-	N
7417	OXF	"59,20"	-	-	5	geld	5	-	N
7418	OXF	"59,21"	-	-	1	geld	1	-	N
7419	OXF	"59,22"	-	-	3	geld	3	-	N
7420	OXF	"59,23"	-	-	10	geld	10	-	N
7421	OXF	"59,24"	-	-	2	geld	2	-	N
7422	OXF	"59,25"	-	-	6	geld	5	-	N		
7423	OXF	"59,26"	-	-	2.16	geld	1.5	-	N		
7424	OXF	"59,27"	-	-	3.25	geld	3	-	N		
7425	OXF	"59,28"	-	-	2.5	geld	2.5	-	N		
7426	OXF	"59,29"	-	-	5	geld	4	-	N		
7427	GLS	G1	-	King Edward		-	36	-	N		171100
7428	GLS	G2	-	-		-		-	N		
7429	GLS	G3	-	-		-	0.5	-	N		
7430	GLS	G4	-	-		-	1.89	-	N		
7432	GLS	S1	-	King Edward		no units		QR value	N		171100
7433	GLS	S2	-	King Edward		no units		1086 value	N		171100
7434	GLS	W1	-	-	14	ploughs		1086 value	N		
7435	GLS	W2	-	-		-		1086 value	X		
7436	GLS	W3	-	-		no units		-	N		
7437	GLS	W4	-	-	11	ploughs		1086 value	N		
7438	GLS	W5	-	-		no units		-	N		
7439	GLS	W6	-	-	2	carucates		1086 value	N	
7440	GLS	W7	-	-	0.5	carucates		1086 value	N	
7441	GLS	W8	-	-		-		1086 value	N	
7442	GLS	W9	-	-	2	carucates		1086 value	N	
7443	GLS	W10	-	-	2	carucates		1086 value	N	
7444	GLS	W11	-	-	2	carucates		-	N	
7444	GLS	W11	-	-	1	carucates		1086 value	N	
7445	GLS	W12	-	-	5	carucates		1086 value	N	
7446	GLS	W13	-	-	5	carucates		1086 value	N	
7447	GLS	W14	-	-	2	carucates		1086 value	N	
7448	GLS	W15	-	-	15	ploughs		1086 value	N	
7449	GLS	W16	-	-	32	carucates		1086 value	N	
7450	GLS	W17	-	-		-		1086 value	N	
7451	GLS	W18	-	-	23	carucates		1086 value	N	
7452	GLS	W19	-	-	2	carucates		1086 value	N	
7453	GLS	B1	King Edward	-		-	6	-	N	171100
7457	GLS	"1,1"	-	King Edward	10	geld	9.25	-	N		171100
7458	GLS	"1,2"	-	King Edward	9	geld	9.25	-	N		171100
7459	GLS	"1,3"	-	Edmer	2	geld		-	N		161000
7460	GLS	"1,4"	-	Wigfled	0.75	geld		-	N		574500
7461	GLS	"1,5"	-	Aelfric	0.75	geld		1086 value	N		6500
7462	GLS	"1,6"	-	Wulfward	0.5	geld		-	N		624350
7463	GLS	"1,7"	-	King Edward	5	geld	9.25	-	N		171100
7464	GLS	"1,8"	-	"free man, one"	2	geld	1	-	N		642950
7465	GLS	"1,9"	-	King Edward	36	geld	100	farm of one night	N		171100
7466	GLS	"1,10"	-	King Edward	7	geld		1086 value	N		171100
7467	GLS	"1,11"	-	King Edward	5	geld	100	farm of one night	N		171100
7468	GLS	"1,12"	-	King Edward	8	geld		1086 value	N		171100
7469	GLS	"1,13"	-	King Edward	12	geld	50	farm of one night	N		171100
7470	GLS	"1,14"	-	Earl Harold	10	geld		1086 value	N		269050
7471	GLS	"1,15"	-	King Edward	124	geld		1086 value	N		171100
7472	GLS	"1,16"	-	"brothers, two"	5	geld	4	-	N		637250
7473	GLS	"1,17"	-	King Edward	11	geld	9	-	N		171100
7474	GLS	"1,18"	-	Bernard the priest	5	geld	3	-	N		109150
7475	GLS	"1,19"	-	King Edward	5	geld		-	N		171100
7476	GLS	"1,20"	-	Queen Edith	14	geld	35	-	N		159550
7477	GLS	"1,21"	-	King Edward	6	geld		1086 value	N		171100
7478	GLS	"1,22"	-	Baldwin son of Herlewin	10	geld	12	-	N		101800
7479	GLS	"1,23"	-	Almer	3.5	geld	4	-	N		44500
7480	GLS	"1,24"	-	Brictric son of Algar	45	geld	10	-	N		123750
7481	GLS	"1,25"	-	Brictric son of Algar	5	geld	8	-	N		123750
7482	GLS	"1,26"	-	"Tewkesbury (St Mary), abbey of"		-		-	-		514050
7483	GLS	"1,27"	-	Brictric son of Algar	7	geld	8	-	N		123750
7484	GLS	"1,28"	-	Brictric son of Algar	4	geld	6	-	N		123750
7485	GLS	"1,29"	-	Brictric son of Algar	3	geld	3	-	N		123750
7486	GLS	"1,30"	-	Brictric son of Algar	3	geld	3	-	N		123750
7487	GLS	"1,31"	-	Brictric son of Algar	2	geld	0.5	-	N		123750
7488	GLS	"1,32"	-	Brictric son of Algar	1	geld		1086 value	N		123750
7489	GLS	"1,33"	-	Brictric son of Algar	4.5	geld	4	-	N		123750
7490	GLS	"1,34"	-	Brictric son of Algar	4	geld	15	-	N		123750
7491	GLS	"1,35"	-	Brictric son of Algar	9	geld	10	-	N		123750
7492	GLS	"1,36"	-	Brictric son of Algar	10	geld	20	-	N		123750
7493	GLS	"1,37"	-	Brictric son of Algar	4	geld	8	-	N		123750
7494	GLS	"1,38"	-	Brictric son of Algar		-		-	N		123750
7495	GLS	"1,39"	-	Brictric son of Algar		-		-	-		123750
7496	GLS	"1,40"	Brictric son of Algar	"thane, one"	4	geld	2	-	N	123750	675200
7497	GLS	"1,41"	Brictric son of Algar	Let	11	geld	10	-	N	123750	347050
7498	GLS	"1,42"	Brictric son of Algar	"thane, one"	3	geld	2	-	N	123750	675200
7499	GLS	"1,43"	Brictric son of Algar	Dunning	11	geld	10.08	proportional	N	123750	153150
7499	GLS	"1,43"	Brictric son of Algar	"thane, one"	1	geld	0.91	proportional	N	123750	675200
7500	GLS	"1,44"	Brictric son of Algar	"thane, one"	0.5	geld	0.35	proportional	N	123750	675200
7500	GLS	"1,44"	Brictric son of Algar	"villagers, four"	2	geld	1.4	proportional	N	123750	682000
7501	GLS	"1,45"	Brictric son of Algar	Hermer <of Stoke>	1.37	equal	1.5	equal	N	123750	281840
7501	GLS	"1,45"	Brictric son of Algar	Alwin	1.37	equal	1.5	equal	N	123750	66750
7502	GLS	"1,46"	Brictric son of Algar	-		-		-	-	123750	
7503	GLS	"1,47"	-	Brictric son of Algar	11	geld		1086 value	N		123750
7504	GLS	"1,48"	-	Brictric son of Algar	10.25	geld		1086 value	N		123750
7505	GLS	"1,49"	-	Brictric son of Algar	10	geld		1086 value	N		123750
7506	GLS	"1,50"	-	Brictric son of Algar	21	geld		1086 value	N		123750
7507	GLS	"1,51"	-	Brictric son of Algar	3.75	geld		1086 value	N		123750
7508	GLS	"1,52"	-	Brictric son of Algar		-		-	-		123750
7509	GLS	"1,53"	-	King Edward	20	geld		1086 value	N		171100
7510	GLS	"1,54"	-	Earl Harold	14	geld		1086 value	N		269050
7511	GLS	"1,55"	-	"Hereford (St Mary), bishop of"	3	geld		1086 value	N		278900
7511	GLS	"1,55"	-	"thanes, two"	3.5	geld		-	N		680800
7511	GLS	"1,55"	-	"Pershore (St Mary), abbey of"	6	geld		-	N		400700
7512	GLS	"1,56"	-	"Bath (St Peter), abbey of"	30	geld		1086 value	N		103850
7513	GLS	"1,57"	-	Wulfward	15	geld		-	N		624350
7514	GLS	"1,58"	King Edward	Cynwy Chelle	5	geld		1086 value	N	171100	144900
7515	GLS	"1,59"	King Edward	"Rotlesc, a royal Guard"	11	geld		-	N	171100	473800
7516	GLS	"1,60"	Earl Harold	"Thorbert, Earl Harold's thane"	8	geld		1086 value	N	269050	519400
7517	GLS	"1,61"	King Edward	"Wulfgar, a royal thane"	8	geld		1086 value	N	171100	609750
7518	GLS	"1,62"	Earl Harold	"Edric Lang, Earl Harold's thane"	5	geld		1086 value	N	269050	166750
7519	GLS	"1,63"	-	Countess Gytha (of Wessex)		-		1086 value	-		262550
7520	GLS	"1,64"	-	Brictric	3	geld	4	-	N		122050
7521	GLS	"1,65"	-	Ednoth (the constable)	15	geld	20	-	N		163800
7522	GLS	"1,66"	Earl Harold	"Tovi Widenesci, Earl Harold's Guard"	4	geld	7	-	N	269050	537950
7523	GLS	"1,67"	-	Almer	4	geld	5	-	N		44500
7525	GLS	"2,1"	-	Archbishop Stigand	15.5	geld	13	-	N		504900
7526	GLS	"2,2"	-	Archbishop Stigand	4	geld	4	-	N		504900
7527	GLS	"2,3"	-	Archbishop Stigand	5.5	geld	4	-	N		504900
7528	GLS	"2,4"	-	"York (St Peter), archbishop of"	10	geld	6	-	N		634050
7529	GLS	"2,5"	-	Archbishop Stigand	3	geld	3	-	N		504900
7530	GLS	"2,6"	-	Gundulf	1	geld		1086 value	N		255550
7531	GLS	"2,7"	-	Pin	1	geld	1	-	N		404300
7532	GLS	"2,8"	"York (St Peter), archbishop of"	"Gloucester (St Peter), abbey of"	24	geld	18	-	N	634050	226650
7533	GLS	"2,9"	-	Archbishop Stigand	9	geld	9	-	N		504900
7534	GLS	"2,10"	-	"York (St Peter), archbishop of"	15	geld	16	-	N		634050
7535	GLS	"2,11"	-	"Gloucester (St Oswald), canons of"	2	geld	2	-	N		226600
7536	GLS	"2,12"	-	"Gloucester (St Oswald), canons of"	4	geld	5	-	N		226600
7537	GLS	"2,13"	-	Ulfkil	2	geld	2	-	N		547200
7539	GLS	"3,1"	-	"Worcester (St Mary), bishop of"	50	geld	24	-	N		606300
7540	GLS	"3,2"	"Worcester (St Mary), bishop of"	Swein	8	geld	8	-	N	606300	510000
7541	GLS	"3,3"	"Worcester (St Mary), bishop of"	Aelric	1	geld	1	-	N	606300	16200
7542	GLS	"3,4"	-	"Worcester (St Mary), bishop of"	21	geld	18	-	N		606300
7543	GLS	"3,5"	-	"Worcester (St Mary), bishop of"	30	geld	38	-	N		606300
7544	GLS	"3,6"	-	"Worcester (St Mary), bishop of"	2	geld	2	-	N		606300
7545	GLS	"3,7"	-	"Worcester (St Mary), bishop of"	30	geld	36	-	N		606300
7547	GLS	"4,1"	-	"Hereford (St Mary), bishop of"	30	geld	12	-	N		278900
7549	GLS	"5,1"	Earl Harold	"Alwy, Earl Harold's man"	2	geld	4	-	N	269050	77250
7550	GLS	"5,2"	-	Alwy	5	geld	5	-	N		76250
7552	GLS	"6,1"	Brictric son of Algar	"Ebbi, Brictric son of Algar's man"	2.5	geld	2	-	N	123750	156150
7553	GLS	"6,2"	King Edward	Algar	2	geld	5	-	N	171100	39750
7554	GLS	"6,3"	-	-	1	geld	1	-	N		
7555	GLS	"6,4"	Earl Harold	Aldred (brother of Odo)	2	geld	2	-	N	269050	28870
7556	GLS	"6,5"	King Edward	"Alward, a royal thane"	5	geld	8	-	N	171100	63450
7557	GLS	"6,6"	-	Aldred (brother of Odo)	1	geld	1	-	N		28870
7558	GLS	"6,7"	-	Algar	1	geld	1	-	N		39750
7559	GLS	"6,8"	-	Cuthwulf	2	geld	2	-	N		143850
7560	GLS	"6,9"	-	Wulfnoth	1.66	geld	1.5	-	N		615550
7562	GLS	"7,1"	-	"Bath (St Peter), abbey of"	5	geld	5	-	N		103850
7563	GLS	"7,2"	-	"Bath (St Peter), abbey of"	5	geld	4	-	N		103850
7565	GLS	"8,1"	-	"Glastonbury (St Mary), abbey of"	20	geld	20	-	N		226100
7567	GLS	"9,1"	-	"Malmesbury (St Mary), abbey of"	5	geld	3	-	N		354500
7569	GLS	"10,1"	-	"Gloucester (St Peter), abbey of"	21.75	geld	8	-	N		226650
7570	GLS	"10,2"	-	"Gloucester (St Peter), abbey of"	5	geld	3	-	N		226650
7571	GLS	"10,3"	-	"Gloucester (St Peter), abbey of"	5	geld	3.5	-	N		226650
7572	GLS	"10,4"	-	"Gloucester (St Peter), abbey of"	4	geld	6	-	N		226650
7573	GLS	"10,5"	-	"Gloucester (St Peter), abbey of"	11	geld	5	-	N		226650
7574	GLS	"10,6"	-	"Gloucester (St Peter), abbey of"	10	geld	3	-	N		226650
7575	GLS	"10,7"	-	"Gloucester (St Peter), abbey of"	15	geld	3	-	N		226650
7576	GLS	"10,8"	-	"Gloucester (St Peter), abbey of"	7	geld	2	-	N		226650
7577	GLS	"10,9"	-	"Gloucester (St Peter), abbey of"	2	geld	1.5	-	N		226650
7578	GLS	"10,10"	-	"Gloucester (St Peter), abbey of"	4	geld		1086 value	N		226650
7579	GLS	"10,11"	-	"Gloucester (St Peter), abbey of"	5	geld	1	-	N		226650
7580	GLS	"10,12"	-	"Gloucester (St Peter), abbey of"	2	geld	2	-	N		226650
7581	GLS	"10,13"	-	-	5	geld		1086 value	N		
7582	GLS	"10,14"	-	"Gloucester (St Peter), abbey of"		-	0.97	-	N		226650
7584	GLS	"11,1"	-	"Winchcombe (St Mary), abbey of"	30	geld	20	-	N		602800
7585	GLS	"11,2"	-	"Winchcombe (St Mary), abbey of"	7	geld	4	-	N		602800
7586	GLS	"11,3"	-	"Winchcombe (St Mary), abbey of"	3	geld	8	-	N		602800
7587	GLS	"11,4"	-	"Winchcombe (St Mary), abbey of"	1	geld	2	-	N		602800
7588	GLS	"11,5"	-	"Winchcombe (St Mary), abbey of"	2.5	geld	1.5	-	N		602800
7589	GLS	"11,6"	-	"Winchcombe (St Mary), abbey of"	3.5	geld	2	-	N		602800
7590	GLS	"11,7"	-	"Winchcombe (St Mary), abbey of"	3	geld	3	-	N		602800
7591	GLS	"11,8"	-	"Winchcombe (St Mary), abbey of"	2	geld	1	-	N		602800
7592	GLS	"11,9"	-	"Winchcombe (St Mary), abbey of"	7	geld	5	-	N		602800
7593	GLS	"11,10"	-	"Winchcombe (St Mary), abbey of"	10	geld	6	-	N		602800
7594	GLS	"11,11"	-	"Winchcombe (St Mary), abbey of"	3.5	geld	4	-	N		602800
7595	GLS	"11,12"	-	"Winchcombe (St Mary), abbey of"	2	geld	2	-	N		602800
7596	GLS	"11,13"	-	"Winchcombe (St Mary), abbey of"		-		-	-		602800
