surname,occup,occupation,loc,location,location_in,county,topo,nick,rel,English:,French:,Welsh:,Cornish:,Norman:
Whittard,0,,0,,,,0,0,0,1,0,0,0,0
Whittell,0,,0,,,,0,0,0,1,0,0,0,0
Whittemore,0,,0,,,,0,0,0,1,0,0,0,0
Whitten,0,,1,Whitton,Morebattle,Selkirks,0,0,0,1,0,0,0,0
Whitten,0,,0,,,,0,0,0,1,0,0,0,0
Whitten,0,,0,,,,0,0,0,1,0,0,0,0
Whittenham,0,,0,,,,0,0,0,1,0,0,0,0
Whitter,0,,0,,,,0,0,0,1,0,0,0,0
Whitter,0,,0,,,,0,0,0,1,0,0,0,0
Whitteridge,0,,1,,,,0,0,1,1,0,0,0,0
Whittet,0,,0,,,,0,1,0,1,0,0,0,0
Whitticase,0,,0,,,,0,0,0,1,0,0,0,0
Whitticase,0,,1,Wheatacre,,Norfolk,0,0,0,1,0,0,0,0
Whittick,0,,0,,,,0,0,0,1,0,0,0,0
Whittier,0,,0,,,,0,0,0,1,0,0,0,0
Whittimore,0,,0,,,,0,0,0,1,0,0,0,0
Whitting,0,,0,,,,0,0,0,1,0,0,0,0
Whittingham,0,,0,,,,0,0,0,1,0,0,0,0
Whittington,0,,0,,,,0,0,0,1,0,0,0,0
Whittle,0,,0,,,,0,0,0,1,0,0,0,0
Whittles,0,,0,,,,0,0,0,1,0,0,0,0
Whittlesea,0,,0,,,,0,0,0,1,0,0,0,0
Whittlesey,0,,0,,,,0,0,0,1,0,0,0,0
Whittleston,0,,0,,,,0,0,0,1,0,0,0,0
Whittlestone,0,,0,,,,0,0,0,1,0,0,0,0
Whittleton,0,,0,,,,0,0,0,1,0,0,0,0
Whittley,0,,0,,,,0,0,0,1,0,0,0,0
Whittling,0,,1,Whitlinge,Hartlebury,Worcs,0,0,1,1,0,0,0,0
Whittock,0,,0,,,,0,0,0,1,0,0,0,0
Whittome,0,,0,,,,0,0,0,1,0,0,0,0
Whitton,0,,0,,,,0,0,0,1,0,0,0,0
Whitton,0,,1,Whitton,Morebattle,Selkirks,0,0,0,1,0,0,0,0
Whittone,0,,1,Whitton,Morebattle,Selkirks,0,0,0,1,0,0,0,0
Whittred,0,,0,,,,0,0,0,1,0,0,0,0
Whittrick,0,,1,,,,0,0,1,1,0,0,0,0
Whittuck,0,,0,,,,0,0,0,1,0,0,0,0
Whitwam,0,,0,,,,0,0,0,1,0,0,0,0
Whitwell,0,,0,,,,0,0,0,1,0,0,0,0
Whitwham,0,,0,,,,0,0,0,1,0,0,0,0
Whitwill,0,,0,,,,0,0,0,1,0,0,0,0
Whitwood,0,,1,,,,0,0,0,1,0,0,0,0
Whitworth,0,,0,,,,0,0,0,1,0,0,0,0
Wholey,0,,0,,,,0,0,0,1,0,0,0,0
Wholey,0,,0,,,,0,0,0,1,0,0,0,0
Wholley,0,,0,,,,0,0,0,1,0,0,0,0
Wholley,0,,0,,,,0,0,0,1,0,0,0,0
Whooley,0,,0,,,,0,0,0,1,0,0,0,0
Whooley,0,,0,,,,0,0,0,1,0,0,0,0
Whorley,0,,1,,,,0,0,0,1,0,0,0,0
Whorlow,0,,0,,,,0,1,0,1,0,0,0,0
Whorton,0,,0,,,,0,0,0,1,0,0,0,0
Whorton,0,,0,,,,0,0,0,1,0,0,0,0
Whorton,0,,0,,,,0,0,0,1,0,0,0,0
Whorton,0,,0,,,,0,0,0,1,0,0,0,0
Whotton,0,,0,,,,0,0,0,1,0,0,0,0
Whyard,0,,0,,,,0,0,0,1,0,0,0,0
Whyatt,0,,0,,,,0,0,0,1,0,0,0,0
Whyatt,0,,0,,,,0,0,1,1,0,0,0,0
Whyberd,0,,0,,,,0,0,0,1,0,0,0,0
Whybird,0,,0,,,,0,0,0,1,0,0,0,0
Whybird,0,,0,,,,0,0,0,1,0,0,0,0
Whyborn,0,,1,,,,0,0,1,1,0,0,0,0
Whybra,0,,1,,,,0,0,1,1,0,0,0,0
Whybray,0,,1,,,,0,0,1,1,0,0,0,0
Whybrew,0,,1,,,,0,0,1,1,0,0,0,0
Whybro,0,,1,,,,0,0,1,1,0,0,0,0
Whybrow,0,,1,,,,0,0,1,1,0,0,0,0
Whyke,0,,1,Wick,,Caithness,1,0,0,1,0,0,0,0
Whyke,0,,0,,,,0,0,0,1,0,0,0,0
Whyld,0,,1,,,,0,1,0,1,0,0,0,0
Whyle,0,,0,,,,0,0,0,1,0,0,0,0
Whyler,0,,0,,,,0,0,0,1,0,0,0,0
Whyles,0,,0,,,,0,0,0,1,0,0,0,0
Whyley,0,,0,,,,0,0,0,1,0,0,0,0
Whyman,0,,0,,,,0,0,0,1,0,0,0,0
Whymant,0,,0,,,,0,0,0,1,0,0,0,0
Whymark,0,,0,,,,0,0,0,1,0,0,0,0
Whyment,0,,0,,,,0,0,0,1,0,0,0,0
Whysall,0,,0,,,,0,0,0,1,0,0,0,0
Whyt,0,,1,,,,0,0,1,1,0,0,0,0
Whytbred,0,,0,,,,0,1,0,1,0,0,0,0
Whyte,0,,1,,,,0,1,1,1,0,0,0,0
Whytebrede,0,,0,,,,0,1,0,1,0,0,0,0
Whytehead,0,,0,,,,0,1,0,1,0,0,0,0
Whytelak,0,,1,,,,0,1,1,1,0,0,0,0
Whytelom,0,,1,,,,0,1,0,1,0,0,0,0
Whytlak,0,,1,,,,0,1,1,1,0,0,0,0
Whytlam,0,,1,,,,0,1,0,1,0,0,0,0
Whytling,0,,1,Whitlinge,Hartlebury,Worcs,0,0,1,1,0,0,0,0
Whytlok,0,,1,,,,0,1,1,1,0,0,0,0
Whytock,0,,0,,,,0,0,0,1,0,0,0,0
Whytock,0,,0,,,,0,0,0,1,0,0,0,0
Whyton,0,,1,Whitton,Morebattle,Selkirks,0,0,0,1,0,0,0,0
Whytsall,0,,0,,,,0,1,0,1,0,0,0,0
Whytt,0,,1,,,,0,1,1,1,0,0,0,0
Whyttelome,0,,1,,,,0,1,0,1,0,0,0,0
Whyttun,0,,1,Whitton,Morebattle,Selkirks,0,0,0,1,0,0,0,0
Whytwoode,0,,1,,,,0,0,0,1,0,0,0,0
Wiatt,0,,0,,,,0,0,1,1,0,0,0,0
Wibberley,0,,0,,,,0,0,0,1,0,0,0,0
Wibberley,0,,0,,,,0,0,0,1,0,0,0,0
Wibberly,0,,0,,,,0,0,0,1,0,0,0,0
Wibberly,0,,0,,,,0,0,0,1,0,0,0,0
Wibbley,0,,0,,,,0,0,0,1,0,0,0,0
Wiber,0,,1,,,,0,0,1,1,0,0,0,0
Wiberg,0,,1,,,,0,0,1,1,0,0,0,0
Wiblin,0,,0,,,,0,0,0,1,0,0,0,0
Wibrew,0,,1,,,,0,0,1,1,0,0,0,0
Wibroe,0,,1,,,,0,0,1,1,0,0,0,0
Wibrow,0,,1,,,,0,0,1,1,0,0,0,0
Wiceby,0,,1,Wisbech,,Cambs,0,0,0,1,0,0,0,0
Wich,0,,1,Wick,,Caithness,1,0,0,1,0,0,0,0
Wich,0,,0,,,,0,0,1,1,0,0,0,0
Wich,0,,0,,,,0,0,0,0,0,0,0,1
Wicham,0,,0,,,,0,0,1,1,0,0,0,0
Wiche,0,,1,Wick,,Caithness,1,0,0,1,0,0,0,0
Wichtan,0,,1,Wighton,,Norfolk,0,0,0,1,0,0,0,0
Wichtoun,0,,1,Wighton,,Norfolk,0,0,0,1,0,0,0,0
Wichtun,0,,1,Wighton,,Norfolk,0,0,0,1,0,0,0,0
Wick,0,,1,Wick,,Caithness,1,0,0,1,0,0,0,0
Wicke,0,,1,Wick,,Caithness,1,0,0,1,0,0,0,0
Wicken,0,,0,,,,0,0,0,1,0,0,0,0
Wickenden,0,,0,,,,0,0,0,1,0,0,0,0
Wickens,0,,0,,,,0,0,0,1,0,0,0,0
Wicker,0,,0,,,,0,0,0,1,0,0,0,0
Wickers,0,,0,,,,0,0,0,1,0,0,0,0
Wickers,0,,0,,,,0,0,0,1,0,0,0,0
Wickersham,0,,0,,,,0,0,0,1,0,0,0,0
Wickes,0,,0,,,,0,0,0,1,0,0,0,0
Wicket,0,,0,,,,0,0,0,1,0,0,0,0
Wickett,0,,0,,,,0,0,0,1,0,0,0,0
Wicketts,0,,0,,,,0,0,0,1,0,0,0,0
Wicketts,0,,0,,,,0,0,0,1,0,0,0,0
Wickham,0,,0,,,,0,0,0,1,0,0,0,0
Wickin,0,,0,,,,0,0,0,1,0,0,0,0
Wicking,0,,0,,,,0,0,0,1,0,0,0,0
Wickings,0,,0,,,,0,0,0,1,0,0,0,0
Wickings,0,,0,,,,0,0,0,1,0,0,0,0
Wickins,0,,0,,,,0,0,0,1,0,0,0,0
Wickman,0,,0,,,,0,0,0,1,0,0,0,0
Wickrik,0,,1,,,,0,0,1,1,0,0,0,0
Wicks,0,,0,,,,0,0,0,1,0,0,0,0
Wicks,0,,1,Wick,,Caithness,1,0,0,1,0,0,0,0
Wickson,0,,0,,,,0,0,0,1,0,0,0,0
Wickstead,0,,0,,,,0,0,0,1,0,0,0,0
Wicksted,0,,0,,,,0,0,0,1,0,0,0,0
Wicksteed,0,,0,,,,0,0,0,1,0,0,0,0
Wickwar,0,,0,,,,0,0,0,1,0,0,0,0
Wickwire,0,,0,,,,0,0,0,1,0,0,0,0
Wictlok,0,,1,,,,0,1,1,1,0,0,0,0
Widdaker,0,,1,Wheatacre,,Norfolk,0,0,0,1,0,0,0,0
Widdall,0,,1,Wadden Hall,Waltham,Kent,0,0,0,1,0,0,0,0
Widdall,0,,0,,,,0,0,0,1,0,0,0,0
Widdas,0,,1,,,,0,0,0,1,0,0,0,0
Widdas,0,,0,,,,0,0,0,1,0,0,0,0
Widdecombe,0,,0,,,,0,0,0,1,0,0,0,0
Widden,0,,0,,,,0,0,0,1,0,0,0,0
Widders,0,,0,,,,0,0,0,1,0,0,0,0
Widders,0,,1,,,,0,0,0,1,0,0,0,0
Widdeson,0,,0,,,,0,0,0,1,0,0,0,0
Widdess,0,,0,,,,0,0,0,1,0,0,0,0
Widdhouse,0,,1,,,,0,0,0,1,0,0,0,0
Widdick,0,,0,,,,0,0,0,1,0,0,0,0
Widdick,0,,1,,,,0,0,0,1,0,0,0,0
Widdicks,0,,1,,,,0,0,0,1,0,0,0,0
Widdicks,0,,0,,,,0,0,0,1,0,0,0,0
Widdicombe,0,,0,,,,0,0,0,1,0,0,0,0
Widdison,0,,0,,,,0,0,0,1,0,0,0,0
Widdix,0,,1,,,,0,0,0,1,0,0,0,0
Widdop,0,,0,,,,0,0,0,1,0,0,0,0
Widdowes,0,,0,,,,0,0,0,1,0,0,0,0
Widdowfield,0,,0,,,,0,0,0,1,0,0,0,0
Widdows,0,,0,,,,0,0,0,1,0,0,0,0
Widdowson,0,,0,,,,0,0,0,1,0,0,0,0
Widdrington,0,,0,,,,0,0,0,1,0,0,0,0
Widdup,0,,0,,,,0,0,0,1,0,0,0,0
Wide,0,,0,,,,0,0,0,1,0,0,0,0
Wider,0,,1,,,,0,0,1,1,0,1,0,0
Widger,0,,0,,,,0,0,0,1,0,0,0,0
Widgery,0,,0,,,,0,0,0,1,0,0,0,0
Widhouse,0,,1,,,,0,0,0,1,0,0,0,0
Widicks,0,,1,,,,0,0,0,1,0,0,0,0
Widlake,0,,0,,,,0,0,0,1,0,0,0,0
Widmer,0,,0,,,,0,0,0,1,0,0,0,0
Widnall,0,,0,,,,0,0,0,1,0,0,0,0
Widowson,0,,0,,,,0,0,0,1,0,0,0,0
Wier,0,,1,,,,0,0,0,1,0,0,0,0
Wiffen,0,,0,,,,0,0,0,1,0,0,0,0
Wiffin,0,,0,,,,0,0,0,1,0,0,0,0
Wigens,0,,0,,,,0,0,0,1,0,0,0,0
Wigere,1,,0,,,,0,0,1,1,0,0,0,0
Wigfall,0,,0,,,,0,0,0,1,0,0,0,0
Wigfield,0,,0,,,,0,0,0,1,0,0,0,0
Wigfull,0,,0,,,,0,0,0,1,0,0,0,0
Wigg,0,,0,,,,0,0,0,1,0,0,0,0
Wiggall,0,,0,,,,0,0,0,1,0,0,0,0
Wiggans,0,,0,,,,0,0,0,1,0,0,0,0
Wigger,1,,0,,,,0,0,1,1,0,0,0,0
Wiggett,0,,0,,,,0,0,0,1,0,0,0,0
Wiggin,0,,0,,,,0,0,0,1,0,0,0,0
Wiggington,0,,0,,,,0,0,0,1,0,0,0,0
Wiggins,0,,0,,,,0,0,0,1,0,0,0,0
Wigginton,0,,0,,,,0,0,0,1,0,0,0,0
Wigglesworth,0,,0,,,,0,0,0,1,0,0,0,0
Wiggs,0,,0,,,,0,0,0,1,0,0,0,0
Wiggs,0,,0,,,,0,0,0,1,0,0,0,0
Wigham,0,,0,,,,0,0,0,1,0,0,0,0
Wigham,0,,0,,,,0,0,0,1,0,0,0,0
Wigham,0,,0,,,,0,0,0,1,0,0,0,0
Wightman,0,,0,,,,0,0,0,1,0,0,0,0
Wighton,0,,1,Wighton,,Norfolk,0,0,0,1,0,0,0,0
Wighton',0,,1,Wighton,,Norfolk,0,0,0,1,0,0,0,0
Wightwick,0,,0,,,,0,0,0,1,0,0,0,0
Wigington,0,,0,,,,0,0,0,1,0,0,0,0
Wiginton,0,,0,,,,0,0,0,1,0,0,0,0
Wiglesworth,0,,0,,,,0,0,0,1,0,0,0,0
Wigley,0,,0,,,,0,0,0,1,0,0,0,0
Wigman,0,,0,,,,0,0,0,1,0,0,0,0
Wigman,0,,0,,,,0,0,0,1,0,0,0,0
Wigmore,0,,0,,,,0,0,0,1,0,0,0,0
Wignall,0,,0,,,,0,0,0,1,0,0,0,0
Wignell,0,,0,,,,0,0,0,1,0,0,0,0
Wigram,0,,0,,,,0,0,0,1,0,0,0,0
Wigsell,0,,0,,,,0,0,0,1,0,0,0,0
Wigston,0,,0,,,,0,0,0,1,0,0,0,0
Wigton,0,,1,Wighton,,Norfolk,0,0,0,1,0,0,0,0
Wigton,0,,0,,,,0,0,0,1,0,0,0,0
Wigzell,0,,0,,,,0,0,0,1,0,0,0,0
Wihton,0,,1,Wighton,,Norfolk,0,0,0,1,0,0,0,0
Wihtton,0,,1,Wighton,,Norfolk,0,0,0,1,0,0,0,0
Wike,0,,0,,,,0,0,0,1,0,0,0,0
Wike,0,,1,Wick,,Caithness,1,0,0,1,0,0,0,0
Wikes,0,,0,,,,0,0,1,1,0,0,0,0
Wila,0,,1,,,,0,0,0,1,0,0,0,0
Wilbe,0,,1,,,,0,0,0,1,0,0,0,0
Wilbee,0,,1,,,,0,0,0,1,0,0,0,0
Wilber,0,,0,,,,0,0,0,1,0,0,0,0
Wilberforce,0,,0,,,,0,0,0,1,0,0,0,0
Wilborn,0,,0,,,,0,0,0,1,0,0,0,0
Wilbourn,0,,0,,,,0,0,0,1,0,0,0,0
Wilbourne,0,,0,,,,0,0,0,1,0,0,0,0
Wilbraham,0,,0,,,,0,0,0,1,0,0,0,0
Wilbram,0,,0,,,,0,0,0,1,0,0,0,0
Wilbur,0,,0,,,,0,0,0,1,0,0,0,0
Wilburn,0,,0,,,,0,0,0,1,0,0,0,0
Wilby,0,,1,,,,0,0,0,1,0,0,0,0
Wilby,0,,0,,,,0,0,0,1,0,0,0,0
Wilbye,0,,1,,,,0,0,0,1,0,0,0,0
Wilce,0,,0,,,,0,0,0,1,0,0,0,0
Wilce,0,,0,,,,0,0,0,1,0,0,0,0
Wilcher,0,,0,,,,0,0,0,1,0,0,0,0
Wilcock,0,,0,,,,0,0,0,1,0,0,0,0
Wilcocke,0,,0,,,,0,0,0,1,0,0,0,0
Wilcocks,0,,0,,,,0,0,0,1,0,0,0,0
Wilcockson,0,,0,,,,0,0,0,1,0,0,0,0
Wilcous,0,,0,,,,0,0,1,1,0,0,0,0
Wilcox,0,,0,,,,0,0,0,1,0,0,0,0
Wilcox,0,,0,,,,0,0,0,1,0,0,0,0
Wilcoxen,0,,0,,,,0,0,0,1,0,0,0,0
Wilcoxon,0,,0,,,,0,0,0,1,0,0,0,0
Wilcoxson,0,,0,,,,0,0,0,1,0,0,0,0
Wilcus,0,,0,,,,0,0,1,1,0,0,0,0
Wild,0,,1,,,,0,0,0,1,0,0,0,0
Wild,0,,1,,,,0,1,0,1,0,0,0,0
Wildash,0,,0,,,,0,0,0,1,0,0,0,0
Wildblood,0,,0,,,,0,0,0,1,0,0,0,0
Wildbore,0,,0,,,,0,0,0,1,0,0,0,0
Wilde,0,,1,,,,0,1,0,1,0,0,0,0
Wilden,0,,0,,,,0,0,0,1,0,0,0,0
Wilder,0,,0,,,,0,0,0,1,0,0,0,0
Wilders,0,,0,,,,0,0,0,1,0,0,0,0
Wilders,0,,0,,,,0,0,0,1,0,0,0,0
Wilderspin,0,,0,,,,0,0,0,1,0,0,0,0
Wildes,0,,0,,,,0,0,0,1,0,0,0,0
Wildgoose,0,,0,,,,0,0,0,1,0,0,0,0
Wildgust,0,,0,,,,0,0,0,1,0,0,0,0
Wildig,0,,0,,,,0,0,0,1,0,0,0,0
Wildigg,0,,0,,,,0,0,0,1,0,0,0,0
Wildin,0,,0,,,,0,0,0,1,0,0,0,0
Wilding,0,,0,,,,0,0,0,1,0,0,0,0
Wildish,0,,0,,,,0,0,0,1,0,0,0,0
Wildman,0,,0,,,,0,0,0,1,0,0,0,0
Wildmore,0,,0,,,,0,0,0,1,0,0,0,0
Wildon,0,,0,,,,0,0,0,1,0,0,0,0
Wildon,0,,0,,,,0,0,0,1,0,0,0,0
Wilds,0,,1,,,,0,1,0,1,0,0,0,0
Wilds,0,,0,,,,0,0,0,1,0,0,0,0
Wildsmith,1,,0,,,,0,0,1,1,0,0,0,0
Wildsmithe,1,,0,,,,0,0,1,1,0,0,0,0
Wildsmyth,1,,0,,,,0,0,1,1,0,0,0,0
Wildsmythe,1,,0,,,,0,0,1,1,0,0,0,0
Wile,0,,1,,,,0,0,0,1,0,0,0,0
Wilebi,0,,1,,,,0,0,0,1,0,0,0,0
Wileman,0,,0,,,,0,0,0,1,0,0,0,0
Wilere,1,,1,,,,1,0,0,1,0,0,0,0
Wiles,0,,0,,,,0,0,0,1,0,0,0,0
Wiles,0,,1,,,,0,0,0,1,0,0,0,0
Wilesmith,1,,0,,,,0,0,1,1,0,0,0,0
Wiley,0,,0,,,,0,0,0,1,0,0,0,0
Wilford,0,,0,,,,0,0,0,1,0,0,0,0
Wilfred,0,,0,,,,0,0,0,1,0,0,0,0
Wilgress,0,,0,,,,0,0,0,1,0,0,0,0
Wilgus,0,,0,,,,0,0,0,1,0,0,0,0
Wiliams,0,,0,,,,0,0,0,1,0,0,0,0
Wilicom,0,,1,Welcombe,,Devon,0,1,0,1,0,0,0,0
Wilk,0,,0,,,,0,0,0,1,0,0,0,0
Wilke,0,,0,,,,0,0,0,1,0,0,0,0
Wilken,0,,0,,,,0,0,0,1,0,0,0,0
Wilkens,0,,0,,,,0,0,0,1,0,0,0,0
Wilkenson,0,,0,,,,0,0,0,1,0,0,0,0
Wilkerson,0,,0,,,,0,0,0,1,0,0,0,0
Wilkes,0,,0,,,,0,0,1,1,0,0,0,0
Wilkes,0,,0,,,,0,0,0,1,0,0,0,0
Wilkey,0,,0,,,,0,0,0,1,0,0,0,0
Wilkin,0,,0,,,,0,0,0,1,0,0,0,0
Wilkings,0,,0,,,,0,0,0,1,0,0,0,0
Wilkins,0,,0,,,,0,0,0,1,0,0,0,0
Wilkins,0,,0,,,,0,0,0,1,0,0,0,0
Wilkinson,0,,0,,,,0,0,0,1,0,0,0,0
Wilkison,0,,0,,,,0,0,0,1,0,0,0,0
Wilkous,0,,0,,,,0,0,1,1,0,0,0,0
Wilks,0,,0,,,,0,0,0,1,0,0,0,0
Wilks,0,,0,,,,0,0,1,1,0,0,0,0
Wilkshire,0,,0,,,,0,0,0,1,0,0,0,0
Wilkus,0,,0,,,,0,0,1,1,0,0,0,0
Wilkys,0,,0,,,,0,0,1,1,0,0,0,0
Will,0,,0,,,,0,0,1,1,0,0,0,0
Willacy,0,,0,,,,0,0,0,1,0,0,0,0
Willams,0,,0,,,,0,0,0,1,0,0,0,0
Willams,0,,0,,,,0,0,0,1,0,0,0,0
Willan,0,,0,,,,0,0,0,1,0,0,0,0
Willans,0,,0,,,,0,0,0,1,0,0,0,0
Willans,0,,0,,,,0,0,0,1,0,0,0,0
Willard,0,,0,,,,0,0,0,1,0,0,0,0
Willars,0,,0,,,,0,0,0,1,0,0,0,0
Willats,0,,0,,,,0,0,0,1,0,0,0,0
Willbourne,0,,0,,,,0,0,0,1,0,0,0,0
Willburn,0,,0,,,,0,0,0,1,0,0,0,0
Willby,0,,1,,,,0,0,0,1,0,0,0,0
Willcock,0,,0,,,,0,0,0,1,0,0,0,0
Willcocks,0,,0,,,,0,0,0,1,0,0,0,0
Willcox,0,,0,,,,0,0,0,1,0,0,0,0
Willden,0,,0,,,,0,0,0,1,0,0,0,0
Willder,0,,0,,,,0,0,0,1,0,0,0,0
Willdig,0,,0,,,,0,0,0,1,0,0,0,0
Willding,0,,0,,,,0,0,0,1,0,0,0,0
Wille,0,,0,,,,0,0,0,1,0,0,0,0
Wille,0,,0,,,,0,0,1,1,0,0,0,0
Willeby,0,,1,,,,0,0,0,1,0,0,0,0
Willems,0,,0,,,,0,0,0,1,0,0,0,0
Willems,0,,0,,,,0,0,0,1,0,0,0,0
Willen,0,,0,,,,0,0,0,1,0,0,0,0
Willer,1,,1,,,,1,0,0,1,0,0,0,0
Willerby,0,,0,,,,0,0,0,1,0,0,0,0
Willere,1,,1,,,,1,0,0,1,0,0,0,0
Willers,0,,0,,,,0,0,0,1,0,0,0,0
Willers,0,,0,,,,0,0,0,1,0,0,0,0
Willerton,0,,0,,,,0,0,0,1,0,0,0,0
Willes,0,,0,,,,0,0,1,1,0,0,0,0
Willes,0,,0,,,,0,0,0,1,0,0,0,0
Willets,0,,0,,,,0,0,0,1,0,0,0,0
Willett,0,,0,,,,0,0,0,1,0,0,0,0
Willetts,0,,0,,,,0,0,0,1,0,0,0,0
Willey,0,,0,,,,0,0,0,1,0,0,0,0
Willey,0,,0,,,,0,0,0,1,0,0,0,0
Willford,0,,0,,,,0,0,0,1,0,0,0,0
Willgoose,0,,0,,,,0,0,0,1,0,0,0,0
Willgoss,0,,0,,,,0,0,0,1,0,0,0,0
Willgrass,0,,0,,,,0,0,0,1,0,0,0,0
Willgress,0,,0,,,,0,0,0,1,0,0,0,0
William,0,,0,,,,0,0,0,1,0,0,0,0
Williams,0,,0,,,,0,0,0,1,0,0,0,0
Williams,0,,0,,,,0,0,0,1,0,0,0,0
Williard,0,,0,,,,0,0,0,1,0,0,0,0
Willicombe,0,,1,Welcombe,,Devon,0,1,0,1,0,0,0,0
Willie,0,,0,,,,0,0,0,1,0,0,0,0
Willies,0,,0,,,,0,0,0,1,0,0,0,0
Willies,0,,0,,,,0,0,0,1,0,0,0,0
Willimott,0,,0,,,,0,0,0,1,0,0,0,0
Willing,0,,1,,,,0,0,0,1,0,0,0,0
Willingale,0,,0,,,,0,0,0,1,0,0,0,0
Willinge,0,,1,,,,0,0,0,1,0,0,0,0
Willingham,0,,0,,,,0,0,0,1,0,0,0,0
Willings,0,,0,,,,0,0,0,1,0,0,0,0
Willington,0,,0,,,,0,0,0,1,0,0,0,0
Willins,0,,0,,,,0,0,0,1,0,0,0,0
Willis,0,,0,,,,0,0,1,1,0,0,0,0
Willis,0,,0,,,,0,0,0,1,0,0,0,0
Willis,0,,1,,,,0,0,0,1,0,0,0,0
Williscroft,0,,0,,,,0,0,0,1,0,0,0,0
Willison,0,,0,,,,0,0,0,1,0,0,0,0
Willits,0,,0,,,,0,0,0,1,0,0,0,0
Willitts,0,,0,,,,0,0,0,1,0,0,0,0
Willman,0,,0,,,,0,0,0,1,0,0,0,0
Willmer,0,,0,,,,0,0,0,1,0,0,0,0
Willmett,0,,0,,,,0,0,0,1,0,0,0,0
Willmetts,0,,0,,,,0,0,0,1,0,0,0,0
Willmington,0,,0,,,,0,0,0,1,0,0,0,0
Willmore,0,,0,,,,0,0,0,1,0,0,0,0
Willmot,0,,0,,,,0,0,0,1,0,0,0,0
Willmott,0,,0,,,,0,0,0,1,0,0,0,0
Willoby,0,,1,,,,0,0,0,1,0,0,0,0
Willock,0,,0,,,,0,0,0,1,0,0,0,0
Willoughby,0,,0,,,,0,0,0,1,0,0,0,0
Willow,0,,0,,,,0,0,0,1,0,0,0,0
Willowby,0,,1,,,,0,0,0,1,0,0,0,0
Willows,0,,0,,,,0,0,0,1,0,0,0,0
Willows,0,,0,,,,0,0,0,1,0,0,0,0
Willows,0,,1,,,,0,0,0,1,0,0,0,0
Wills,0,,0,,,,0,0,0,1,0,0,0,0
Wills,0,,0,,,,0,0,1,1,0,0,0,0
Wills,0,,1,Aldridge,,Staffs,0,0,1,1,0,0,0,0
Willshaw,0,,0,,,,0,0,0,1,0,0,0,0
Willshear,0,,0,,,,0,0,0,1,0,0,0,0
Willsher,0,,0,,,,0,0,0,1,0,0,0,0
Willshere,0,,0,,,,0,0,0,1,0,0,0,0
Willshire,0,,0,,,,0,0,0,1,0,0,0,0
Willsmore,0,,0,,,,0,0,0,1,0,0,0,0
Willson,0,,0,,,,0,0,0,1,0,0,0,0
Willstead,0,,0,,,,0,0,0,1,0,0,0,0
Willsteed,0,,0,,,,0,0,0,1,0,0,0,0
Willy,0,,0,,,,0,0,0,1,0,0,0,0
Willyng,0,,1,,,,0,0,0,1,0,0,0,0
Wilmer,0,,0,,,,0,0,0,1,0,0,0,0
Wilmers,0,,0,,,,0,0,0,1,0,0,0,0
Wilmers,0,,0,,,,0,0,0,1,0,0,0,0
Wilmington,0,,0,,,,0,0,0,1,0,0,0,0
Wilmore,0,,0,,,,0,0,0,1,0,0,0,0
Wilmot,0,,0,,,,0,0,0,1,0,0,0,0
Wilmoth,0,,0,,,,0,0,0,1,0,0,0,0
Wilmott,0,,0,,,,0,0,0,1,0,0,0,0
Wilmshurst,0,,0,,,,0,0,0,1,0,0,0,0
Wilmut,0,,0,,,,0,0,0,1,0,0,0,0
Wilsden,0,,0,,,,0,0,0,1,0,0,0,0
Wilsdon,0,,0,,,,0,0,0,1,0,0,0,0
Wilshaw,0,,0,,,,0,0,0,1,0,0,0,0
Wilsher,0,,0,,,,0,0,0,1,0,0,0,0
Wilshere,0,,0,,,,0,0,0,1,0,0,0,0
Wilshire,0,,0,,,,0,0,0,1,0,0,0,0
Wilson,0,,0,,,,0,0,0,1,0,0,0,0
Wilstrop,0,,0,,,,0,0,0,1,0,0,0,0
Wiltcher,0,,0,,,,0,0,0,1,0,0,0,0
Wilthew,0,,0,,,,0,0,0,1,0,0,0,0
Wilton,0,,0,,,,0,0,0,1,0,0,0,0
Wiltshaw,0,,0,,,,0,0,0,1,0,0,0,0
Wiltshear,0,,0,,,,0,0,0,1,0,0,0,0
Wiltsher,0,,0,,,,0,0,0,1,0,0,0,0
Wiltshier,0,,0,,,,0,0,0,1,0,0,0,0
Wiltshire,0,,0,,,,0,0,0,1,0,0,0,0
Wilwes,0,,1,,,,0,0,0,1,0,0,0,0
Wilwes,0,,0,,,,0,0,0,1,0,0,0,0
Wilyghs,0,,0,,,,0,0,0,1,0,0,0,0
Wilyghs,0,,1,,,,0,0,0,1,0,0,0,0
Wimberley,0,,0,,,,0,0,0,1,0,0,0,0
Wimble,0,,0,,,,0,0,0,1,0,0,0,0
Wimbleton,0,,0,,,,0,0,0,1,0,0,0,0
Wimbley,0,,0,,,,0,0,0,1,0,0,0,0
Wimborne,0,,0,,,,0,0,0,1,0,0,0,0
Wimbourne,0,,0,,,,0,0,0,1,0,0,0,0
Wimbush,0,,0,,,,0,0,0,1,0,0,0,0
Wimer,0,,0,,,,0,0,1,1,0,0,0,0
Wimmer,0,,0,,,,0,0,0,1,0,0,0,0
Wimmers,0,,0,,,,0,0,0,1,0,0,0,0
Wimmers,0,,0,,,,0,0,0,1,0,0,0,0
