hundred,landowner,area_perches,gemini_surname,surname_id,count,tithe_max_value_rank
Coleridge,John Brown Paige,1051.0,Paige,2920.0,1,392.0
Coleridge,"John Brown Smith, John Pope (Lessee)",6292.0,,,1,228.0
Coleridge,"John Brown Smith, Richard Hingston (Lessee)",169.0,,,1,495.0
Coleridge,"John Brown Smith, Robert Leach Lessee",1218.0,,,1,379.0
Coleridge,"John Brown, Esquire",22798.0,Brown,593.0,1,97.0
Coleridge,John Browne,7859.0,Browne,524.0,1,204.0
Coleridge,John Burgain,3112.0,Burgain,576.0,1,306.0
Coleridge,John Burgoyne,599.0,Burgoyne,576.0,1,431.0
Coleridge,John Cally,4905.0,Cally,672.0,1,259.0
Coleridge,John Case and others,1255.0,Case,987.0,1,376.0
Coleridge,John Chope,8010.0,Chope,813.0,1,203.0
Coleridge,John Christopher,158.0,Christopher,816.0,1,500.0
Coleridge,John Clark,28960.0,Clark,834.0,1,70.0
Coleridge,John Clarke,34469.0,Clarke,834.0,1,54.0
Coleridge,John Coates,2856.0,Coates,993.0,1,311.0
Coleridge,John Cockram,1523.0,Cockram,894.0,1,354.0
Coleridge,John Cockrem,4365.0,Cockrem,894.0,1,280.0
Coleridge,John Collings,23133.0,Collings,749.0,1,94.0
Coleridge,John Colton,5.0,Colton,811.0,1,607.0
Coleridge,John Cook,3.0,Cook,948.0,1,609.0
Coleridge,John Curry,23.0,Curry,700.0,1,589.0
Coleridge,John Damerell Symons,310.0,Damerell,1143.0,1,467.0
Coleridge,John Earle,18298.0,Earle,1386.0,1,112.0
Coleridge,John Edwards,48220.0,Edwards,1347.0,1,38.0
Coleridge,John Elliot,17034.0,Elliot,1363.0,1,117.0
Coleridge,John Elliott,5782.0,Elliott,1363.0,1,239.0
Coleridge,John Evens,20.0,Evens,1402.0,1,592.0
Coleridge,John Farley,32.0,Farley,1421.0,1,580.0
Coleridge,John Ferris,14.0,Ferris,1454.0,1,598.0
Coleridge,John Ferris (another),110.0,Ferris,1454.0,1,522.0
Coleridge,John Fox,5956.0,Fox,1532.0,1,235.0
Coleridge,"John Froude, Reverend",25419.0,Froude,1439.0,1,81.0
Coleridge,"John Gillard, Esquire",4518.0,Gillard,1673.0,1,275.0
Coleridge,John Hamling,5443.0,Hamling,5177.0,1,247.0
Coleridge,John Head,10.0,Head,1931.0,1,602.0
Coleridge,John Henry Seale Sir Baronet and Arthur Howe Holdsworth,30.0,,,1,582.0
Coleridge,"John Henry Seale, Baronet, Sir",150402.0,,,1,6.0
Coleridge,"John Henry Seale, Baronet, Sir and Ann Wells",71552.0,,,1,18.0
Coleridge,"John Henry Seale, Baronet, Sir and John Narracott",15349.0,,,1,128.0
Coleridge,"John Henry Seale, Baronet, Sir and Richard Trist",16844.0,,,1,118.0
Coleridge,"John Henry Seale, Sir Baronet",225894.0,,,1,2.0
Coleridge,John Hingston,6599.0,Hingston,1960.0,1,222.0
Coleridge,John Hingstone,21.0,Hingstone,1960.0,1,591.0
Coleridge,John Holditch,14898.0,Holditch,2056.0,1,131.0
Coleridge,John Hollett,7.0,Hollett,1947.0,1,605.0
Coleridge,John Jellard,5313.0,Jellard,2204.0,1,249.0
Coleridge,John Jordain,22.0,Jordain,2230.0,1,590.0
Coleridge,John Josling,2288.0,Josling,4626.0,1,327.0
Coleridge,John Kendall,6.0,Kendall,2315.0,1,606.0
Coleridge,John Langley Tozer,32.0,Langley,2396.0,1,580.0
Coleridge,"John Lemon Rogers, Sir Baronet, The Venerable Archdeacon Froude, and Henry Karslake, Esquire, as Trustees for Edmund Pollexfen Bastard",5626.0,Bastard,246.0,1,245.0
Coleridge,John Lidstone,1095.0,Lidstone,2475.0,1,389.0
Coleridge,John Lome,17876.0,Lome,2517.0,1,114.0
Coleridge,John Luke,13.0,Luke,2573.0,1,599.0
Coleridge,John Luscombe Martin,39.0,,,1,573.0
Coleridge,"John Luscombe, Esquire",26228.0,Luscombe,2576.0,1,77.0
Coleridge,"John Luscombe, Reverend",4697.0,Luscombe,2576.0,1,269.0
Coleridge,John Martin,79.0,Martin,2652.0,1,542.0
Coleridge,John Moysey,12500.0,Moysey,2805.0,1,153.0
Coleridge,"John Moysey, James Diamond Searle and Richard Randall Trustees for Marcus Churchward",9322.0,Trustees,5173.0,1,184.0
Coleridge,John Mudge,14499.0,Mudge,2811.0,1,134.0
Coleridge,John Murch,4411.0,Murch,2629.0,1,278.0
Coleridge,John Narracott,38671.0,Narracott,2857.0,1,45.0
Coleridge,John Netherton,92468.0,Netherton,2834.0,1,15.0
Coleridge,"John Nicholson, Esquire",4811.0,Nicholson,5178.0,1,264.0
Coleridge,John Nunn,13.0,Nunn,2823.0,1,599.0
Coleridge,John Oldrieve,29877.0,Oldrieve,2894.0,1,68.0
Coleridge,John P.P. Bastard,23346.0,Bastard,246.0,1,92.0
Coleridge,John Paige,15984.0,Paige,2920.0,1,122.0
Coleridge,John Pain Stone,1907.0,Stone,3722.0,1,339.0
Coleridge,John Parnell,1936.0,Parnell,2943.0,1,337.0
Coleridge,John Parrott,5798.0,Parrott,3019.0,1,237.0
Coleridge,John Payne Stone,106.0,Stone,3722.0,1,525.0
Coleridge,John Pearce,19665.0,Pearce,2932.0,1,106.0
Coleridge,John Peeke,4423.0,Peeke,2976.0,1,277.0
Coleridge,John Perring,64236.0,Perring,325.0,1,20.0
Coleridge,"John Perring, Reverend",27793.0,Perring,325.0,1,71.0
Coleridge,John Perrott,574.0,Perrott,3019.0,1,432.0
Coleridge,John Pike,176.0,Pike,3056.0,1,494.0
Coleridge,John Pitts,9619.0,Pitts,256.0,1,181.0
Coleridge,"John Pitts, Junior",2577.0,Pitts,256.0,1,321.0
Coleridge,"John Pitts, Senior",7153.0,Pitts,256.0,1,212.0
Coleridge,"John Pitts, Senior, William Cole (Lessee)",3412.0,,,1,297.0
Coleridge,John Prettejohn Gillard,8504.0,Gillard,1673.0,1,196.0
Coleridge,John Prettijohn,1857.0,Prettijohn,5170.0,1,340.0
Coleridge,"John Prettijohn and Sir Robert William Newman, Baronet",144.0,,,1,506.0
Coleridge,John Prickett,144.0,Prickett,3169.0,1,506.0
Coleridge,John Punchard,132.0,Punchard,3124.0,1,513.0
Coleridge,John Quarm,18.0,Quarm,3226.0,1,594.0
Coleridge,John Randall,11552.0,Randall,3254.0,1,162.0
Coleridge,John Reeve (Mrs),98.0,Reeve,3291.0,1,528.0
Coleridge,John Shillaber (Lessee),47.0,,,1,566.0
Coleridge,John Shute,97.0,Shute,3542.0,1,529.0
Coleridge,John Smith,69.0,Smith,3598.0,1,550.0
Coleridge,John Soper,25892.0,Soper,3623.0,1,78.0
Coleridge,John Stone and Henry Stone,12167.0,,,1,155.0
Coleridge,John Sturgeant,3233.0,Sturgeant,5179.0,1,304.0
Coleridge,John Sweetland,44630.0,Sweetland,3768.0,1,40.0
Coleridge,"John Sweetland, Ann Ellis (Lessee)",55.0,,,1,560.0
Coleridge,John Teage,71.0,Teage,3802.0,1,548.0
Coleridge,John Teage and the Corporation of Dartmouth,25.0,Teage,3802.0,1,587.0
Coleridge,"John Teague, William Hodder and John Puddicombe, Executors in trust under the will of the late John Penny",4999.0,Puddicombe,3106.0,1,254.0
Coleridge,John Toms,18201.0,Toms,3781.0,1,113.0
Coleridge,John Tope,19.0,Tope,3813.0,1,593.0
Coleridge,John Tozer,20651.0,Tozer,3902.0,1,102.0
Coleridge,John Trant,202.0,Trant,3954.0,1,485.0
Coleridge,John Trist,1217.0,Trist,3976.0,1,380.0
Coleridge,John Tucker,3550.0,Tucker,3871.0,1,292.0
Coleridge,John Underhay,62.0,Underhay,4016.0,1,555.0
Coleridge,John Warren,11508.0,Warren,4141.0,1,164.0
Coleridge,John Weekes,4.0,Weekes,4171.0,1,608.0
Coleridge,John White,1331.0,White,4233.0,1,370.0
Coleridge,John Wood Mullis,8.0,Mullis,2730.0,1,604.0
Coleridge,"John Wood, Esquire",23028.0,Wood,4323.0,1,96.0
Coleridge,John Wyett,28.0,Wyett,4373.0,1,584.0
Coleridge,John and Henry Grills,23292.0,,,1,93.0
Coleridge,Joseph Coombes,3534.0,Coombes,5065.0,1,293.0
Coleridge,Joseph Edwards,535.0,Edwards,1347.0,1,435.0
Coleridge,Joseph Hingston,17.0,Hingston,1960.0,1,595.0
Coleridge,Joseph Lidstone,60.0,Lidstone,2475.0,1,556.0
Coleridge,Joseph Luckraft,19.0,Luckraft,2545.0,1,593.0
Coleridge,Joseph Mullis,37.0,Mullis,2730.0,1,575.0
Coleridge,"Joseph Terry, Junior",56.0,Terry,3819.0,1,559.0
Coleridge,Joseph Wyatt,245.0,Wyatt,4373.0,1,476.0
Coleridge,Josias Wyatt,1104.0,Wyatt,4373.0,1,387.0
Coleridge,Kingsbridge Feoffees,1146.0,,,1,385.0
Coleridge,Lady Agnes Sandy's,6345.0,Sandy's,,1,226.0
Coleridge,Lady Elizabeth Carew,4645.0,Carew,702.0,1,271.0
Coleridge,Lands not charged with any Rent Charge,13067.0,,,1,147.0
Coleridge,Lewis Jacobs (Mrs),22.0,Jacobs,2187.0,1,590.0
Coleridge,Lewis Tucker,13085.0,Tucker,3871.0,1,146.0
Coleridge,Lewis Tucker and Thomas Smart,188.0,,,1,489.0
Coleridge,Lord Alexander Baring Ashburton,161373.0,Ashburton,5087.0,1,4.0
Coleridge,Lord Henry Francis Charles Kerr,24101.0,Kerr,700.0,1,88.0
Coleridge,Lord Henry Francis Charles Kerr (Glebe),13973.0,,,1,140.0
Coleridge,Lucy Pering and Richard Pering Cornish,5468.0,,,1,246.0
Coleridge,Luke Howard,54468.0,Howard,1900.0,1,30.0
Coleridge,Lydia Roberts,20.0,Roberts,3321.0,1,592.0
Coleridge,Males Friendly Society,85.0,,,1,537.0
Coleridge,Margaret Baring,2594.0,Baring,325.0,1,320.0
Coleridge,Maria Holdsworth,9419.0,Holdsworth,5171.0,1,182.0
Coleridge,Martin Gibbs,23.0,Gibbs,1628.0,1,589.0
Coleridge,Mary Adams,5681.0,Adams,12.0,1,241.0
Coleridge,Mary Ann Randall,6365.0,Randall,3254.0,1,225.0
Coleridge,Mary Ann Wells,6739.0,Wells,4183.0,1,220.0
Coleridge,Mary Ann Wells(Lessee),3210.0,Wells(Lessee,,1,305.0
Coleridge,Mary Annis,252.0,Annis,80.0,1,474.0
Coleridge,Mary Bennett,4.0,Bennett,307.0,1,608.0
Coleridge,Mary Burnell,39116.0,Burnell,631.0,1,43.0
Coleridge,"Mary Burnell, Isaac Weymouth (Lessee)",8631.0,,,1,194.0
Coleridge,"Mary Burnell, John Allen (Lessee) John Heath (Lessee)",2852.0,,,1,313.0
Coleridge,"Mary Burnell, John Chope (Lessee)",6246.0,,,1,229.0
Coleridge,"Mary Burnell, John Heath (Lessee) John Heath (Lessee)",11584.0,,,1,161.0
Coleridge,Mary Cockrem,808.0,Cockrem,894.0,1,406.0
Coleridge,Mary Collins,36.0,Collins,749.0,1,576.0
Coleridge,Mary Elizabeth Pope,9.0,Pope,3129.0,1,603.0
Coleridge,Mary Foss,28.0,Foss,1519.0,1,584.0
Coleridge,Mary Gunn,843.0,Gunn,1819.0,1,404.0
Coleridge,Mary Hine and Edward Perring,13.0,,,1,599.0
Coleridge,Mary Huxham,11061.0,Huxham,2158.0,1,167.0
Coleridge,Mary Lamble,13.0,Lamble,2370.0,1,599.0
Coleridge,Mary Lopes,4.0,Lopes,2531.0,1,608.0
Coleridge,Mary Miller,8.0,Miller,2734.0,1,604.0
Coleridge,Mary Newland,20.0,Newland,2843.0,1,592.0
Coleridge,Mary Norrish,10.0,Norrish,2861.0,1,602.0
Coleridge,Mary Osborn,2256.0,Osborn,2906.0,1,329.0
Coleridge,Mary Osborne,863.0,Osborne,2906.0,1,402.0
Coleridge,Mary Webber,734.0,Webber,4164.0,1,416.0
Coleridge,Mary Whitehill,60.0,Whitehill,4234.0,1,556.0
Coleridge,Mary Wood,7249.0,Wood,4323.0,1,209.0
Coleridge,Mathew Edmonds,2794.0,Edmonds,1345.0,1,316.0
Coleridge,Matthew Puke,2492.0,Puke,2976.0,1,323.0
Coleridge,Mrs Ann Luscombe,131.0,Luscombe,2576.0,1,514.0
Coleridge,Mrs Ann Prideaux,1555.0,Prideaux,3161.0,1,352.0
Coleridge,Mrs Bastard,31292.0,Bastard,246.0,1,60.0
Coleridge,Mrs Douglas,4389.0,Douglas,5180.0,1,279.0
Coleridge,Mrs Elizabeth Shortland,2822.0,Shortland,5181.0,1,314.0
Coleridge,Mrs Sally Prideaux,9.0,Prideaux,3161.0,1,603.0
Coleridge,Mrs Sarah Windeatt,1458.0,Windeatt,87.0,1,361.0
Coleridge,Nancy Blampey,16.0,Blampey,5182.0,1,596.0
Coleridge,Nancy Tucker Cornish,720.0,Cornish,977.0,1,418.0
Coleridge,Nancy Yeoman,1085.0,Yeoman,4383.0,1,390.0
Coleridge,Nathaniel Paige,72.0,Paige,2920.0,1,547.0
Coleridge,Nathaniel Prettijohn,32803.0,Prettijohn,5170.0,1,59.0
Coleridge,Nathaniel Prettyjohn,18380.0,Prettyjohn,5170.0,1,110.0
Coleridge,Nathaniel Yeoman,1.0,Yeoman,4383.0,1,611.0
Coleridge,Nicholas Brand,3515.0,Brand,517.0,1,295.0
Coleridge,Nicholas Browse,33499.0,Browse,600.0,1,56.0
Coleridge,Nicholas Dixon Lance Teague,31.0,,,1,581.0
Coleridge,Nicholas Hex,16.0,Hex,1830.0,1,596.0
Coleridge,Nicholas Luscombe,1056.0,Luscombe,2576.0,1,391.0
Coleridge,Nicholas Pitts,38851.0,Pitts,256.0,1,44.0
Coleridge,"Nicholas Pitts, Esquire",54923.0,Pitts,256.0,1,29.0
Coleridge,Nicholas Southwood,704.0,Southwood,3635.0,1,420.0
Coleridge,Nicholas Tucker,27.0,Tucker,3871.0,1,585.0
Coleridge,Parish Feofees of Corporation of Dartmouth,23.0,,,1,589.0
Coleridge,Parish Feoffees,27.0,,,1,585.0
Coleridge,Parish Land,1033.0,,,1,393.0
Coleridge,Parish Land Trustees of,3676.0,Trustees,5173.0,1,288.0
Coleridge,Parishioners,60.0,,,1,556.0
Coleridge,Parishoners,381.0,,,1,455.0
Coleridge,Peter Gillard,16422.0,Gillard,1673.0,1,120.0
Coleridge,Peter Gillard (Totness),1302.0,Gillard,1673.0,1,372.0
Coleridge,Peter Jellard,49643.0,Jellard,2204.0,1,34.0
Coleridge,Peter Locke,618.0,Locke,2509.0,1,428.0
Coleridge,Peter Randall,4842.0,Randall,3254.0,1,261.0
Coleridge,Peter Soper,7019.0,Soper,3623.0,1,216.0
Coleridge,Philip Cole,20186.0,Cole,903.0,1,103.0
Coleridge,Philip Cornish,9855.0,Cornish,977.0,1,179.0
Coleridge,Philip Edmonds,7858.0,Edmonds,1345.0,1,205.0
Coleridge,Philip Matthew French,18437.0,French,1546.0,1,108.0
Coleridge,Philip Michelmore,35513.0,Michelmore,2720.0,1,48.0
Coleridge,Philip Prettijohn,1983.0,Prettijohn,5170.0,1,335.0
Coleridge,Philip and Richard Loye,9871.0,,,1,178.0
Coleridge,Phillip Prideaux,2678.0,Prideaux,3161.0,1,317.0
Coleridge,Poor of Ashprington,59.0,,,1,557.0
Coleridge,Preswood Pearce,13.0,,,1,599.0
Coleridge,Rebecca Carter,11824.0,Carter,712.0,1,157.0
Coleridge,Rebecca Tucker,116.0,Tucker,3871.0,1,520.0
Coleridge,Richard Adams,385.0,Adams,12.0,1,452.0
Coleridge,Richard Bastard,395.0,Bastard,246.0,1,450.0
Coleridge,"Richard Brown, Esquire",109406.0,Brown,593.0,1,11.0
Coleridge,Richard Came,64.0,Came,679.0,1,554.0
Coleridge,Richard Chapman,41.0,Chapman,765.0,1,571.0
Coleridge,Richard Coombes,8751.0,Coombes,5065.0,1,190.0
Coleridge,Richard Cornish,9757.0,Cornish,977.0,1,180.0
Coleridge,Richard Durrant,8704.0,Durrant,1329.0,1,192.0
Coleridge,"Richard Durrant, Esquire",162892.0,Durrant,1329.0,1,3.0
Coleridge,Richard Farley,14202.0,Farley,1421.0,1,135.0
Coleridge,Richard Ferris,4812.0,Ferris,1454.0,1,263.0
Coleridge,"Richard Gillard, Esquire",84.0,Gillard,1673.0,1,538.0
Coleridge,Richard Heath,45.0,Heath,1989.0,1,568.0
Coleridge,Richard Hine,404.0,Hine,2026.0,1,448.0
Coleridge,Richard Hingston,858.0,Hingston,1960.0,1,403.0
Coleridge,Richard Hopping,13287.0,Hopping,2086.0,1,143.0
Coleridge,Richard Hurrell,30929.0,Hurrell,2149.0,1,63.0
Coleridge,Richard Jackson,45.0,Jackson,2185.0,1,568.0
Coleridge,Richard Langworthy Hingston,36.0,Hingston,1960.0,1,576.0
Coleridge,Richard Lonquet Orlebar,16.0,Lonquet,5183.0,1,596.0
Coleridge,Richard Marshall,60.0,Marshall,2649.0,1,556.0
Coleridge,Richard Oldrey,3086.0,Oldrey,4130.0,1,307.0
Coleridge,Richard Palfrey,620.0,Palfrey,2925.0,1,427.0
Coleridge,Richard Partridge and others,24.0,Partridge,2948.0,1,588.0
Coleridge,"Richard Peeke, Esquire",188.0,Peeke,2976.0,1,489.0
Coleridge,Richard Pinhey,12263.0,Pinhey,3073.0,1,154.0
Coleridge,Richard Punchard,77.0,Punchard,3124.0,1,544.0
Coleridge,Richard Randall,793.0,Randall,3254.0,1,408.0
Coleridge,Richard Rennells,8.0,Rennells,4904.0,1,604.0
Coleridge,Richard Skinner,87.0,Skinner,3571.0,1,535.0
Coleridge,Richard Soper,803.0,Soper,3623.0,1,407.0
Coleridge,Richard Tucker,5122.0,Tucker,3871.0,1,250.0
Coleridge,Richard Turner,236.0,Turner,3895.0,1,477.0
Coleridge,Richard Watson,19497.0,Watson,4151.0,1,107.0
Coleridge,Richard Watson and John Nottle Trustees of the late John Reeves,8082.0,,,1,200.0
Coleridge,Robert  Putt,665.0,Putt,3217.0,1,424.0
Coleridge,Robert Abbot,1774.0,Abbot,1.0,1,344.0
Coleridge,Robert Ashweeke,33.0,Ashweeke,129.0,1,579.0
Coleridge,Robert Burgoyne,69.0,Burgoyne,576.0,1,550.0
Coleridge,Robert Damarell,1173.0,Damarell,1143.0,1,383.0
Coleridge,Robert Dare,35.0,Dare,1151.0,1,577.0
Coleridge,Robert Edey,27.0,Edey,4012.0,1,585.0
Coleridge,Robert Elliot,499.0,Elliot,1363.0,1,438.0
Coleridge,Robert Farwell,617.0,Farwell,1421.0,1,429.0
Coleridge,Robert Harris,26657.0,Harris,1898.0,1,75.0
Coleridge,Robert Irish,37910.0,Irish,2177.0,1,46.0
Coleridge,Robert Lane,4181.0,Lane,2383.0,1,283.0
Coleridge,Robert Leach,117334.0,Leach,2353.0,1,10.0
Coleridge,Robert Martin,35.0,Martin,2652.0,1,577.0
Coleridge,Robert Oldrieve,70.0,Oldrieve,2894.0,1,549.0
Coleridge,Robert Pull,1308.0,Pull,3204.0,1,371.0
Coleridge,Robert Putt,4.0,Putt,3217.0,1,608.0
Coleridge,Robert Watson,6686.0,Watson,4151.0,1,221.0
Coleridge,Robert Webb,372.0,Webb,4162.0,1,459.0
Coleridge,"Robert Webb, Junior and John Edmonds Webb",169.0,,,1,495.0
Coleridge,"Robert William Newman, Baronet, Sir",2197.0,Newman,2844.0,1,331.0
Coleridge,"Robert William Newman, Baronet, Sir and Thomas Hodge, Junior",114.0,,,1,521.0
Coleridge,"Robert William Newman, Sir Baronet",262913.0,,,1,1.0
Coleridge,"Robert William Newman, Sir Baronet, Ambrose Hext Randall (Lessee)",3350.0,,,1,301.0
Coleridge,"Robert William Newman, Sir Baronet, George Randall (Lessee)",4728.0,,,1,267.0
Coleridge,"Robert William Newman, Sir Baronet, John Helmer (Lessee)",468.0,,,1,442.0
Coleridge,"Robert William Newman, Sir Baronet, Sampson L. Steer and Philip Cole (Lessees)",962.0,,,1,396.0
Coleridge,"Robert William Newman, Sir, John Randall (Lessee)",4926.0,,,1,258.0
Coleridge,Robert and John E. Webb,266.0,,,1,473.0
Coleridge,Roger Edwards,10389.0,Edwards,1347.0,1,173.0
Coleridge,Sally Luscombe,22184.0,Luscombe,2576.0,1,98.0
Coleridge,Sampson Luscombe Steer,20111.0,Sampson,3409.0,1,104.0
Coleridge,Samuel Cally,1142.0,Cally,672.0,1,386.0
Coleridge,Samuel Codner,246.0,Codner,881.0,1,475.0
Coleridge,Samuel Cornish,60109.0,Cornish,977.0,1,23.0
Coleridge,Samuel Cumming,25.0,Cumming,931.0,1,587.0
Coleridge,Samuel Heath (Lessee),43.0,Heath,1989.0,1,569.0
Coleridge,Samuel Hill,14.0,Hill,2016.0,1,598.0
Coleridge,Samuel Huxham,24.0,Huxham,2158.0,1,588.0
Coleridge,Samuel Weekes,3.0,Weekes,4171.0,1,609.0
Coleridge,Samuel White,192.0,White,4233.0,1,488.0
Coleridge,Sarah Elizabeth Prideaux,9203.0,Prideaux,3161.0,1,185.0
Coleridge,Sarah Mary Baker,38.0,Baker,185.0,1,574.0
Coleridge,Sarah Snowden,10.0,Snowden,3609.0,1,602.0
Coleridge,Selina Brown,23363.0,Brown,593.0,1,91.0
Coleridge,Servington Savery,14889.0,Savery,3425.0,1,132.0
Coleridge,"Simon Webber, Reverend",233.0,Webber,4164.0,1,478.0
Coleridge,"Sir John Lemon Rogers, Archdeacon Froude, and Henry Karslake",51839.0,,,1,33.0
Coleridge,South Pool Parish,3400.0,,,1,298.0
Coleridge,"Stafford Northcote, Sir and others",6840.0,Northcote,2865.0,1,218.0
Coleridge,Stephen Cole,27.0,Cole,903.0,1,585.0
Coleridge,Stephen Coles,9.0,Coles,912.0,1,603.0
Coleridge,Stephen Downing,117.0,Downing,1285.0,1,519.0
Coleridge,Stephen Groves,18.0,Groves,1796.0,1,594.0
Coleridge,Stephen Life,9.0,Life,2476.0,1,603.0
Coleridge,Stephen Varder,49.0,Varder,4058.0,1,564.0
Coleridge,Stewards of the Club,213.0,,,1,483.0
Coleridge,Sundry,384.0,,,1,453.0
Coleridge,Susan Trist,56.0,Trist,3976.0,1,559.0
Coleridge,Sydenham Malthus,139.0,Malthus,5184.0,1,510.0
Coleridge,The Public,452.0,,,1,443.0
Coleridge,The Trustees of Stokefleming Charity,402.0,,,1,449.0
Coleridge,Thomas Almond,1487.0,Almond,5095.0,1,357.0
Coleridge,"Thomas Baring Short, Esquire",1349.0,"Short,",,1,369.0
Coleridge,Thomas Bartram,41.0,Bartram,237.0,1,571.0
Coleridge,Thomas Blake,160.0,Blake,383.0,1,498.0
Coleridge,Thomas Boardman,388.0,Boardman,5088.0,1,451.0
Coleridge,"Thomas Bury Wells, Reverend (Glebe)",4832.0,,,1,262.0
Coleridge,Thomas Charles Stuart Corry,4573.0,Corry,985.0,1,274.0
Coleridge,Thomas Cholwhich,3879.0,Cholwhich,806.0,1,287.0
Coleridge,Thomas Cholwich,20813.0,Cholwich,806.0,1,101.0
Coleridge,Thomas Cornish,35196.0,Cornish,977.0,1,51.0
Coleridge,Thomas Eales,7410.0,Eales,62.0,1,208.0
Coleridge,Thomas Edmonds,35351.0,Edmonds,1345.0,1,50.0
Coleridge,Thomas Fox,64.0,Fox,1532.0,1,554.0
Coleridge,Thomas Grant,134.0,Grant,1772.0,1,512.0
Coleridge,Thomas Honeywell,3390.0,Honeywell,1876.0,1,300.0
Coleridge,Thomas Issell,555.0,Issell,2182.0,1,433.0
Coleridge,Thomas Kelly,8108.0,Kelly,2259.0,1,199.0
Coleridge,Thomas Kevil,4662.0,Kevil,5185.0,1,270.0
Coleridge,Thomas Kevill,14087.0,Kevill,5185.0,1,139.0
Coleridge,Thomas Laskey,16330.0,Laskey,2415.0,1,121.0
Coleridge,Thomas Lavers,65.0,Lavers,2423.0,1,553.0
Coleridge,Thomas Lidstone,48.0,Lidstone,2475.0,1,565.0
Coleridge,Thomas Maddick,8057.0,Maddick,2597.0,1,201.0
Coleridge,Thomas Martin,107.0,Martin,2652.0,1,524.0
Coleridge,Thomas Mudge,6365.0,Mudge,2811.0,1,225.0
Coleridge,Thomas Newman,146.0,Newman,2844.0,1,505.0
Coleridge,"Thomas Newman, Esquire",73257.0,Newman,2844.0,1,17.0
Coleridge,"Thomas Newman, Esquire, John Crispin, (Lessee)",210.0,,,1,484.0
Coleridge,"Thomas Newman, Esquire, John Parrott, (Lessee)",278.0,,,1,471.0
Coleridge,"Thomas Newman, Esquire, Nathaniel Prettyjohn (Lessee)",8800.0,,,1,189.0
Coleridge,Thomas Oxenham,964.0,Oxenham,2915.0,1,395.0
Coleridge,Thomas Palmer,7170.0,Palmer,2928.0,1,211.0
Coleridge,Thomas Parham,70.0,Parham,578.0,1,549.0
Coleridge,Thomas Prettijohn,2795.0,Prettijohn,5170.0,1,315.0
Coleridge,Thomas Prettyjohn,910.0,Prettyjohn,5170.0,1,400.0
Coleridge,Thomas Searle,143.0,Searle,3469.0,1,507.0
Coleridge,Thomas Silly,53.0,Silly,3400.0,1,561.0
Coleridge,Thomas Smart,33434.0,Smart,3597.0,1,57.0
Coleridge,Thomas Stone,193.0,Stone,3722.0,1,487.0
Coleridge,Thomas Strong,382.0,Strong,3746.0,1,454.0
Coleridge,Thomas Tippett,124.0,Tippett,3788.0,1,516.0
Coleridge,Thomas Tope,958.0,Tope,3813.0,1,397.0
Coleridge,Thomas Tucker,1195.0,Tucker,3871.0,1,381.0
Coleridge,"Thomas Twisdon, Reverend",7464.0,Twisdon,1243.0,1,207.0
Coleridge,Thomas Way,39.0,Way,4154.0,1,573.0
Coleridge,Thomas Webber,51.0,Webber,4164.0,1,563.0
Coleridge,Thomas Willcocks,26.0,Willcocks,4177.0,1,586.0
Coleridge,Thomas Wriford,6.0,Wriford,4364.0,1,606.0
Coleridge,Thomas and Fox,4.0,,,1,608.0
Coleridge,Thornton Bental,10154.0,Bental,207.0,1,175.0
Coleridge,Thos Churchward,89.0,,,1,534.0
Coleridge,Timothy Tolcher,364.0,Tolcher,5186.0,1,460.0
Coleridge,Totnes Grammar School,9986.0,,,1,176.0
Coleridge,Town Council of Totnes,1191.0,,,1,382.0
Coleridge,Trustees of Chapel,3.0,,,1,609.0
Coleridge,Trustees of Dartmouth Charity Lands,279.0,,,1,470.0
Coleridge,Trustees of Dartmouth Charity School,8872.0,,,1,186.0
Coleridge,"Trustees of Dartmouth School, Francis Lamble (Lessee) Walter Prettejohn (Lessee)",671.0,,,1,423.0
Coleridge,"Trustees of Dartmouth School, John Allen, Esquire (Lessee) Walter Prettejohn (Lessee)",4153.0,,,1,285.0
Coleridge,"Trustees of Dartmouth School, Robert Hurrell (Lessee) Walter Prettejohn (Lessee)",13012.0,,,1,148.0
Coleridge,"Trustees of Dartmouth School, Walter Prettejohn (Lessee) Walter Prettejohn (Lessee)",2199.0,,,1,330.0
Coleridge,Trustees of Heles Charity,14170.0,,,1,136.0
Coleridge,Trustees of Independent Chapel,49.0,,,1,564.0
Coleridge,Trustees of Kingsbridge School,1242.0,,,1,378.0
Coleridge,Trustees of KingsbridgeTurnpike,6.0,,,1,606.0
Coleridge,Trustees of Langdons Charity,15.0,,,1,597.0
Coleridge,Trustees of Tiverton,4476.0,,,1,276.0
Coleridge,Trustees of Tiverton School,129600.0,,,1,8.0
Coleridge,Trustees of the Independent Chapel,4.0,,,1,608.0
Coleridge,Trustees of the late John Penhay,1779.0,Penhay,2998.0,1,343.0
Coleridge,"W J Clark, Esquire",3608.0,Clark,834.0,1,290.0
Coleridge,W Webber,218.0,Webber,4164.0,1,481.0
Coleridge,Walter Lamble Prettijohn,536.0,Prettijohn,5170.0,1,434.0
Coleridge,Walter Preston Chaster,81.0,Chaster,795.0,1,541.0
Coleridge,Walter Prettyjohn,18302.0,Prettyjohn,5170.0,1,111.0
Coleridge,Walter Prettyjohn and Faby Dimond,448.0,,,1,444.0
