page,note,category,line,hundred,text,eo_text,pt_text,new_text,forename,surname,type,title,value,new_pt_text,pt_forename,pt_surname,pt_type,pt_title,pt_value,new_eo_text,eo_forename,eo_surname,eo_type,eo_title,eo_value,gemini_forename,gemini_surname,year,person,forename_id,person_id,recipient_match,surname_match,surname_id
117,2,center_column,9,Shebbear,Thomas Verde 2,Thomas Yerde 2,Thomas Yerde,Thomas Verde 2,Thomas,Verde,G,,2.0,Thomas Yerde,Thomas,Yerde,G,,,Thomas Yerde 2,Thomas,Yerde,G,,2.0,Thomas,Yerde,1543,Thomas Verde,0,0_4377,0,1,4377
117,2,center_column,24,Shebbear,Stephen Dyer 2,Stephen Dyer 2,Stephen Dyer,Stephen Dyer 2,Stephen,Dyer,G,,2.0,Stephen Dyer,Stephen,Dyer,G,,,Stephen Dyer 2,Stephen,Dyer,G,,2.0,Stephen,Dyer,1543,Stephen Dyer,75,75_1333,0,1,1333
117,3,right_column,10,Shebbear,John Yereley 3,John Yereley 3,John Yereley,John Yereley 3,John,Yereley,G,,3.0,John Yereley,John,Yereley,G,,,John Yereley 3,John,Yereley,G,,3.0,John,Yereley,1543,John Yereley,1,1_1386,0,1,1386
117,3,right_column,11,Shebbear,Walter Yereley 2,Walter Yereley 2,Walter Yereley,Walter Yereley 2,Walter,Yereley,G,,2.0,Walter Yereley,Walter,Yereley,G,,,Walter Yereley 2,Walter,Yereley,G,,2.0,Walter,Yereley,1543,Walter Yereley,24,24_1386,0,1,1386
117,5,center_column,1,Shebbear,John Folyfford 4,John Folyffora 4,John Folyfford,John Folyfford 4,John,Folyfford,G,,4.0,John Folyfford,John,Folyfford,G,,,John Folyffora 4,John,Folyffora,G,,4.0,John,Folyfford,1543,John Folyfford,1,1_1565,0,1,1565
117,8,center_column,4,Shebbear,John Mamond 2,John Manora 2,John Manord,John Mamond 2,John,Mamond,G,,2.0,John Manord,John,Manord,G,,,John Manora 2,John,Manora,G,,2.0,John,Manord,1543,John Mamond,1,1_2670,0,1,2670
118,1,left_column,15,Shebbear,John Williams 5,John Williams 5,John Williams,John Williams 5,John,Williams,G,,5.0,John Williams,John,Williams,G,,,John Williams 5,John,Williams,G,,5.0,John,Williams,1543,John Williams,1,1_4273,0,1,4273
118,2,center_column,8,Shebbear,William William 4,William Williams 4,William Williams4,William William 4,William,William,G,,4.0,William Williams4,William,Williams,G,,4.0,William Williams 4,William,Williams,G,,4.0,William,Williams,1543,William William,3,3_4273,0,1,4273
118,2,center_column,9,Shebbear,John Palmer sen 5,Uohn Palmer sen 5,John Palmer sen,John Palmer 5,John,Palmer,G, sen ,5.0,John Palmer sen,John,Palmer,G,,,Uohn Palmer 5,Uohn,Palmer,G, sen ,5.0,John,Palmer,1543,John Palmer,1,1_2928,0,1,2928
118,2,center_column,10,Shebbear,John Palmer jun 1,Uohn Palmer jun 1,John Palmer jun1,John Palmer 1,John,Palmer,G, jun ,1.0,John Palmer jun1,John,Palmer,G,,1.0,Uohn Palmer 1,Uohn,Palmer,G, jun ,1.0,John,Palmer,1543,John Palmer,1,1_2928,0,1,2928
118,2,center_column,11,Shebbear,Stephen Palmer 3,Stephen Palner 3,Stephen Palmer,Stephen Palmer 3,Stephen,Palmer,G,,3.0,Stephen Palmer,Stephen,Palmer,G,,,Stephen Palner 3,Stephen,Palner,G,,3.0,Stephen,Palmer,1543,Stephen Palmer,75,75_2928,0,1,2928
118,2,center_column,12,Shebbear,Pasoe Walter 3,Pascoe Walter 3,Pascoe Walter,Pasoe Walter 3,Pasoe,Walter,G,,3.0,Pascoe Walter,Pascoe,Walter,G,,,Pascoe Walter 3,Pascoe,Walter,G,,3.0,Pascoe,Walter,1543,Pasoe Walter,68,68_4130,0,1,4130
118,7,left_column,7,Shebbear,John Frye 5,John Fry 5,John Fry,John Frye 5,John,Frye,G,,5.0,John Fry,John,Fry,G,,,John Fry 5,John,Fry,G,,5.0,John,Fry,1543,John Frye,1,1_1541,0,1,1541
118,9,right_column,7,Shebbear,George Smyth 2,George Smyth 2,George Smyth,George Smyth 2,George,Smyth,G,,2.0,George Smyth,George,Smyth,G,,,George Smyth 2,George,Smyth,G,,2.0,George,Smyth,1543,George Smyth,61,61_3598,0,1,3598
119,4,left_column,25,Shebbear,William Smyth 1,William Smyth 1,William Smyth,William Smyth 1,William,Smyth,G,,1.0,William Smyth,William,Smyth,G,,,William Smyth 1,William,Smyth,G,,1.0,William,Smyth,1543,William Smyth,3,3_3598,0,1,3598
119,4,left_column,26,Shebbear,Patrick Russell 1,Patrick Russell 1,Patrick Russell,Patrick Russell 1,Patrick,Russell,G,,1.0,Patrick Russell,Patrick,Russell,G,,,Patrick Russell 1,Patrick,Russell,G,,1.0,Patrick,Russell,1543,Patrick Russell,127,127_3353,0,1,3353
119,5,center_column,29,Shebbear,Philip Palmer 4,Philip Palmer 4,Philip Palmer,Philip Palmer 4,Philip,Palmer,G,,4.0,Philip Palmer,Philip,Palmer,G,,,Philip Palmer 4,Philip,Palmer,G,,4.0,Philip,Palmer,1543,Philip Palmer,42,42_2928,0,1,2928
119,6,right_column,5,Shebbear,William Ellyt 1,William Ellyt 1,William Ellyt| o,William Ellyt 1,William,Ellyt,G,,1.0,William Ellyt| o,William,Ellyt,G,,,William Ellyt 1,William,Ellyt,G,,1.0,William,Ellyt,1543,William Ellyt,3,3_1363,0,1,1363
119,6,right_column,6,Shebbear,Richard Ellyt 1,Richard Ellyt 1,Richard Ellyt,Richard Ellyt 1,Richard,Ellyt,G,,1.0,Richard Ellyt,Richard,Ellyt,G,,,Richard Ellyt 1,Richard,Ellyt,G,,1.0,Richard,Ellyt,1543,Richard Ellyt,17,17_1363,0,1,1363
119,6,right_column,18,Shebbear,William Sontcott 4,William Southcott 4,William SouthcottN,William Sontcott 4,William,Sontcott,G,,4.0,William SouthcottN,William,Southcott,G,,,William Southcott 4,William,Southcott,G,,4.0,William,Southcott,1543,William Sontcott,3,3_3631,0,1,3631
119,6,right_column,20,Shebbear,William Walter 1,William Walter 1,William Walter,William Walter 1,William,Walter,G,,1.0,William Walter,William,Walter,G,,,William Walter 1,William,Walter,G,,1.0,William,Walter,1543,William Walter,3,3_4130,0,1,4130
120,1,left_column,5,Shebbear,John Walter 1,John Walter 1,,John Walter 1,John,Walter,G,,1.0,,,,G,,,John Walter 1,John,Walter,G,,1.0,John,Walter,1543,John Walter,1,1_4130,0,1,4130
120,1,left_column,21,Shebbear,Thomas Smyth 5,Thomas Smyth 5,Thomas Smyth,Thomas Smyth 5,Thomas,Smyth,G,,5.0,Thomas Smyth,Thomas,Smyth,G,,,Thomas Smyth 5,Thomas,Smyth,G,,5.0,Thomas,Smyth,1543,Thomas Smyth,0,0_3598,0,1,3598
120,6,right_column,1,Shebbear,John Southwest 1,John Southcot 1,John Southcot,John Southwest 1,John,Southwest,G,,1.0,John Southcot,John,Southcot,G,,,John Southcot 1,John,Southcot,G,,1.0,John,Southcot,1543,John Southwest,1,1_3631,0,1,3631
120,8,center_column,16,Shebbear,Stephen Walter 2,Stephen Walter 2,Stephen Walter2,Stephen Walter 2,Stephen,Walter,G,,2.0,Stephen Walter2,Stephen,Walter,G,,2.0,Stephen Walter 2,Stephen,Walter,G,,2.0,Stephen,Walter,1543,Stephen Walter,75,75_4130,0,1,4130
120,8,center_column,17,Shebbear,Richard Walter 1,Richara Walter 1,Richard Walter=,Richard Walter 1,Richard,Walter,G,,1.0,Richard Walter=,Richard,Walter,G,,,Richara Walter 1,Richara,Walter,G,,1.0,Richard,Walter,1543,Richard Walter,17,17_4130,0,1,4130
121,4,left_column,30,Shebbear,John Willyns glower 1,John Willyans glover 1,John Willyams glover1,John Willyns glower 1,John,Willyns,G,,1.0,John Willyams glover1,John,Willyams,G,,1.0,John Willyans glover 1,John,Willyans,G,,1.0,John,Willyams,1543,John Willyns,1,1_4273,0,1,4273
121,5,center_column,1,Shebbear,Walter Davy 10,Walter Davey 10,Walter Davey10,Walter Davy 10,Walter,Davy,G,,10.0,Walter Davey10,Walter,Davey,G,,10.0,Walter Davey 10,Walter,Davey,G,,10.0,Walter,Davey,1543,Walter Davy,24,24_1159,0,1,1159
121,6,right_column,7,Shebbear,John Smyth 1,John Smyth 1,John Smyth,John Smyth 1,John,Smyth,G,,1.0,John Smyth,John,Smyth,G,,,John Smyth 1,John,Smyth,G,,1.0,John,Smyth,1543,John Smyth,1,1_3598,0,1,3598
121,6,right_column,9,Shebbear,John Willyams jun 2,John Willyams jun 2,John Willyams jun2,John Willyams 2,John,Willyams,G, jun ,2.0,John Willyams jun2,John,Willyams,G,,2.0,John Willyams 2,John,Willyams,G, jun ,2.0,John,Willyams,1543,John Willyams,1,1_4273,0,1,4273
121,6,right_column,12,Shebbear,Roger Southcott 1,Roger Southcott 1,Roger Southcott,Roger Southcott 1,Roger,Southcott,G,,1.0,Roger Southcott,Roger,Southcott,G,,,Roger Southcott 1,Roger,Southcott,G,,1.0,Roger,Southcott,1543,Roger Southcott,16,16_3631,0,1,3631
121,6,right_column,31,Shebbear,Thomas Parker 1,Thomas Parker 1,Thomas Parker,Thomas Parker 1,Thomas,Parker,G,,1.0,Thomas Parker,Thomas,Parker,G,,,Thomas Parker 1,Thomas,Parker,G,,1.0,Thomas,Parker,1543,Thomas Parker,0,0_2936,0,1,2936
122,7,left_column,4,Black Torrington,William Galen 12,William Gale 12,William Gale,William Galen 12,William,Galen,G,,12.0,William Gale,William,Gale,G,,,William Gale 12,William,Gale,G,,12.0,William,Gale,1543,William Galen,3,3_1586,0,1,1586
122,8,center_column,5,Black Torrington,John Baker 7,John Baker 7,John Baker,John Baker 7,John,Baker,G,,7.0,John Baker,John,Baker,G,,,John Baker 7,John,Baker,G,,7.0,John,Baker,1543,John Baker,1,1_185,0,1,185
123,5,center_column,11,Black Torrington,William Smyth sen 2,William Smyth sen 2,William Smyth sen 2,William Smyth 2,William,Smyth,G, sen ,2.0,William Smyth 2,William,Smyth,G, sen ,2.0,William Smyth 2,William,Smyth,G, sen ,2.0,William,Smyth,1543,William Smyth,3,3_3598,0,1,3598
123,5,center_column,12,Black Torrington,Richard Smyth 1,Richard Smyth 1,Richard Smyth,Richard Smyth 1,Richard,Smyth,G,,1.0,Richard Smyth,Richard,Smyth,G,,,Richard Smyth 1,Richard,Smyth,G,,1.0,Richard,Smyth,1543,Richard Smyth,17,17_3598,0,1,3598
123,5,center_column,13,Black Torrington,William Smyth 1,William Smyth 1,William Smyth,William Smyth 1,William,Smyth,G,,1.0,William Smyth,William,Smyth,G,,,William Smyth 1,William,Smyth,G,,1.0,William,Smyth,1543,William Smyth,3,3_3598,0,1,3598
124,10,left_column,4,Black Torrington,John Hyghdon 1,John Highdon 1,John Highdon,John Hyghdon 1,John,Hyghdon,G,,1.0,John Highdon,John,Highdon,G,,,John Highdon 1,John,Highdon,G,,1.0,John,Highdon,1543,John Hyghdon,1,1_1835,0,1,1835
124,10,left_column,5,Black Torrington,Richard Highdon 1,Richard Highdon 1,Richard Highdon1,Richard Highdon 1,Richard,Highdon,G,,1.0,Richard Highdon1,Richard,Highdon,G,,1.0,Richard Highdon 1,Richard,Highdon,G,,1.0,Richard,Highdon,1543,Richard Highdon,17,17_1835,0,1,1835
124,11,center_column,11,Black Torrington,Alice Smyth 8,Alice Smyth,Alice Smyth,Alice Smyth 8,Alice,Smyth,G,,8.0,Alice Smyth,Alice,Smyth,G,,,Alice Smyth,Alice,Smyth,G,,,Alice,Smyth,1543,Alice Smyth,9,9_3598,0,1,3598
124,12,right_column,3,Black Torrington,William Smyth 1,William Smyth 1,William Smyth,William Smyth 1,William,Smyth,G,,1.0,William Smyth,William,Smyth,G,,,William Smyth 1,William,Smyth,G,,1.0,William,Smyth,1543,William Smyth,3,3_3598,0,1,3598
124,2,center_column,6,Black Torrington,Nicholas Ching 2,Nicholas Chug 2,Nicholas Chug,Nicholas Ching 2,Nicholas,Ching,G,,2.0,Nicholas Chug,Nicholas,Chug,G,,,Nicholas Chug 2,Nicholas,Chug,G,,2.0,Nicholas,Chug,1543,Nicholas Ching,2,2_781,0,1,781
124,3,right_column,4,Black Torrington,William Ching 4,William Chug 4,William Chug,William Ching 4,William,Ching,G,,4.0,William Chug,William,Chug,G,,,William Chug 4,William,Chug,G,,4.0,William,Chug,1543,William Ching,3,3_781,0,1,781
125,4,left_column,6,Black Torrington,Robert Hyghdon 12,Robert Highdon 12,Robert Highdon 12,Robert Hyghdon 12,Robert,Hyghdon,G,,12.0,Robert Highdon 12,Robert,Highdon,G,,12.0,Robert Highdon 12,Robert,Highdon,G,,12.0,Robert,Highdon,1543,Robert Hyghdon,7,7_1835,0,1,1835
125,4,left_column,9,Black Torrington,John Hyghdon 12,Uohn Highdon 12,John Highdon,John Hyghdon 12,John,Hyghdon,G,,12.0,John Highdon,John,Highdon,G,,,Uohn Highdon 12,Uohn,Highdon,G,,12.0,John,Highdon,1543,John Hyghdon,1,1_1835,0,1,1835
125,5,center_column,11,Black Torrington,John Hyghdon 7,John Highdon 7,John Highdon,John Hyghdon 7,John,Hyghdon,G,,7.0,John Highdon,John,Highdon,G,,,John Highdon 7,John,Highdon,G,,7.0,John,Highdon,1543,John Hyghdon,1,1_1835,0,1,1835
125,7,left_column,10,Black Torrington,Nicholas Smyth 1,Nicholas Smyth 1,Nicholas Smyth,Nicholas Smyth 1,Nicholas,Smyth,G,,1.0,Nicholas Smyth,Nicholas,Smyth,G,,,Nicholas Smyth 1,Nicholas,Smyth,G,,1.0,Nicholas,Smyth,1543,Nicholas Smyth,2,2_3598,0,1,3598
126,10,left_column,10,Black Torrington,John Northcott 3,Uohn Northcot 3,John Northcot,John Northcott 3,John,Northcott,G,,3.0,John Northcot,John,Northcot,G,,,Uohn Northcot 3,Uohn,Northcot,G,,3.0,John,Northcot,1543,John Northcott,1,1_2865,0,1,2865
126,12,right_column,5,Black Torrington,Joan Northcott wid 3,Uoan Northcot wia 3,Joan Northcot wid 3,Joan Northcott 3,Joan,Northcott,G, wid ,3.0,Joan Northcot 3,Joan,Northcot,G, wid ,3.0,Uoan Northcot wia 3,Uoan,Northcot,G,,3.0,Joan,Northcot,1543,Joan Northcott,11,11_2865,0,1,2865
126,1,left_column,14,Black Torrington,Nicholas Collys 2,Nicholas Collys 2,Nicholas Collys2,Nicholas Collys 2,Nicholas,Collys,G,,2.0,Nicholas Collys2,Nicholas,Collys,G,,2.0,Nicholas Collys 2,Nicholas,Collys,G,,2.0,Nicholas,Collys,1543,Nicholas Collys,2,2_912,0,1,912
126,2,center_column,9,Black Torrington,John Pape 9,John Pope 9,John Pope,John Pape 9,John,Pape,G,,9.0,John Pope,John,Pope,G,,,John Pope 9,John,Pope,G,,9.0,John,Pope,1543,John Pape,1,1_3129,0,1,3129
126,2,center_column,10,Black Torrington,Thomas Ele 5,Thomas Erle 5,Thomas Erle,Thomas Ele 5,Thomas,Ele,G,,5.0,Thomas Erle,Thomas,Erle,G,,,Thomas Erle 5,Thomas,Erle,G,,5.0,Thomas,Erle,1543,Thomas Ele,0,0_1386,0,1,1386
126,2,center_column,12,Black Torrington,Joan Ele 2,Uoan Erle 2,Joan Erle,Joan Ele 2,Joan,Ele,G,,2.0,Joan Erle,Joan,Erle,G,,,Uoan Erle 2,Uoan,Erle,G,,2.0,Joan,Erle,1543,Joan Ele,11,11_1386,0,1,1386
126,8,center_column,4,Black Torrington,Joan Dyer 1,Joan Dyer 1,Joan Dyer,Joan Dyer 1,Joan,Dyer,G,,1.0,Joan Dyer,Joan,Dyer,G,,,Joan Dyer 1,Joan,Dyer,G,,1.0,Joan,Dyer,1543,Joan Dyer,11,11_1333,0,1,1333
127,3,right_column,9,Black Torrington,Roger Ellyt 1,Roger Elytt 1,Roger Elytt,Roger Ellyt 1,Roger,Ellyt,G,,1.0,Roger Elytt,Roger,Elytt,G,,,Roger Elytt 1,Roger,Elytt,G,,1.0,Roger,Elytt,1543,Roger Ellyt,16,16_1363,0,1,1363
128,2,center_column,6,Black Torrington,Henry Smyth 2,Henry Smyth 2,Henry Smyth,Henry Smyth 2,Henry,Smyth,G,,2.0,Henry Smyth,Henry,Smyth,G,,,Henry Smyth 2,Henry,Smyth,G,,2.0,Henry,Smyth,1543,Henry Smyth,22,22_3598,0,1,3598
128,2,center_column,10,Black Torrington,Richard Palmer 2,Richara Palmer 2,Richard Palmer,Richard Palmer 2,Richard,Palmer,G,,2.0,Richard Palmer,Richard,Palmer,G,,,Richara Palmer 2,Richara,Palmer,G,,2.0,Richard,Palmer,1543,Richard Palmer,17,17_2928,0,1,2928
128,2,center_column,17,Black Torrington,John Palmer 8,John Palmer,John Palmer,John Palmer 8,John,Palmer,G,,8.0,John Palmer,John,Palmer,G,,,John Palmer,John,Palmer,G,,,John,Palmer,1543,John Palmer,1,1_2928,0,1,2928
128,3,right_column,22,Black Torrington,William Hedon 1,William Hedon 1,William Hedon,William Hedon 1,William,Hedon,G,,1.0,William Hedon,William,Hedon,G,,,William Hedon 1,William,Hedon,G,,1.0,William,Hedon,1543,William Hedon,3,3_1835,0,1,1835
128,4,left_column,21,Black Torrington,John Pedeller 3,John Pedeller 3,John Pedeller,John Pedeller 3,John,Pedeller,G,,3.0,John Pedeller,John,Pedeller,G,,,John Pedeller 3,John,Pedeller,G,,3.0,John,Pedeller,1543,John Pedeller,1,1_650,0,1,650
129,11,center_column,12,Black Torrington,Stephen Ellyett 1,Stephen Elyott 1,Stephen Elyott1,Stephen Ellyett 1,Stephen,Ellyett,G,,1.0,Stephen Elyott1,Stephen,Elyott,G,,1.0,Stephen Elyott 1,Stephen,Elyott,G,,1.0,Stephen,Elyott,1543,Stephen Ellyett,75,75_1363,0,1,1363
129,11,center_column,13,Black Torrington,Nicholas Ellyett 1,Nicholas Elyott 1,Nicholas Elyott,Nicholas Ellyett 1,Nicholas,Ellyett,G,,1.0,Nicholas Elyott,Nicholas,Elyott,G,,,Nicholas Elyott 1,Nicholas,Elyott,G,,1.0,Nicholas,Elyott,1543,Nicholas Ellyett,2,2_1363,0,1,1363
129,11,center_column,14,Black Torrington,Richard Ellyett 1,Richara Elyott 1,Richard Elyott1,Richard Ellyett 1,Richard,Ellyett,G,,1.0,Richard Elyott1,Richard,Elyott,G,,1.0,Richara Elyott 1,Richara,Elyott,G,,1.0,Richard,Elyott,1543,Richard Ellyett,17,17_1363,0,1,1363
129,11,center_column,15,Black Torrington,Margaret Ellyett 1,Margaret Elyott 1,Margaret Elyott,Margaret Ellyett 1,Margaret,Ellyett,G,,1.0,Margaret Elyott,Margaret,Elyott,G,,,Margaret Elyott 1,Margaret,Elyott,G,,1.0,Margaret,Elyott,1543,Margaret Ellyett,56,56_1363,0,1,1363
129,1,left_column,1,Black Torrington,Alice Brown wid L 6,Alice Brown wid L 6,Alice Brown wid L 6,Alice Brown 6,Alice,Brown,L, wid ,6.0,Alice Brown 6,Alice,Brown,L, wid ,6.0,Alice Brown 6,Alice,Brown,L, wid ,6.0,Alice,Brown,1543,Alice Brown,9,9_593,0,1,593
129,3,right_column,2,Black Torrington,John Worths 2,John Wootts,John Wootts,John Worths 2,John,Worths,G,,2.0,John Wootts,John,Wootts,G,,,John Wootts,John,Wootts,G,,,John,Wootts,1543,John Worths,1,1_4153,0,1,4153
129,5,center_column,1,Black Torrington,Walter Davy 8,Walter Davy,Walter Davy,Walter Davy 8,Walter,Davy,G,,8.0,Walter Davy,Walter,Davy,G,,,Walter Davy,Walter,Davy,G,,,Walter,Davy,1543,Walter Davy,24,24_1159,0,1,1159
129,6,right_column,1,Black Torrington,John Davy sen 2,John Davy sen 2,John Davy sen,John Davy 2,John,Davy,G, sen ,2.0,John Davy sen,John,Davy,G,,,John Davy 2,John,Davy,G, sen ,2.0,John,Davy,1543,John Davy,1,1_1159,0,1,1159
129,6,right_column,2,Black Torrington,John Davy jun 1,John Davy jun 1,John Davy jun,John Davy 1,John,Davy,G, jun ,1.0,John Davy jun,John,Davy,G,,,John Davy 1,John,Davy,G, jun ,1.0,John,Davy,1543,John Davy,1,1_1159,0,1,1159
130,1,left_column,2,Black Torrington,Humphry Prydyaux armiger L 60,Humphry Prydyaux armiger L 60,Humphry Prydyaux armiger60,Humphry Prydyaux 60,Humphry,Prydyaux,L, armiger ,60.0,Humphry Prydyaux armiger60,Humphry,Prydyaux,G,,60.0,Humphry Prydyaux 60,Humphry,Prydyaux,L, armiger ,60.0,Humphry,Prydyaux,1543,Humphry Prydyaux,40,40_3161,0,1,3161
130,1,left_column,4,Black Torrington,Nicholas Prydyaux gent. . . .5,Nicholas Prydyaux gent L 1S5,Nicholas Prydyaux gentL 15,Nicholas Prydyaux gent. . . .5,Nicholas,Prydyaux,G,,5.0,Nicholas Prydyaux gentL 15,Nicholas,Prydyaux,G,,15.0,Nicholas Prydyaux gent L 1S5,Nicholas,Prydyaux,G,,5.0,Nicholas,Prydyaux,1543,Nicholas Prydyaux,2,2_3161,0,1,3161
130,1,left_column,6,Black Torrington,Richard Prydyaux gent L 13,Richard Prydyaux gent L 13,Richard Prydyaux 13,Richard Prydyaux gent 13,Richard,Prydyaux,L,,13.0,Richard Prydyaux 13,Richard,Prydyaux,G,,13.0,Richard Prydyaux gent 13,Richard,Prydyaux,L,,13.0,Richard,Prydyaux,1543,Richard Prydyaux,17,17_3161,0,1,3161
130,4,left_column,12,Black Torrington,John Ellet 8,Uohn Ellet,John Ellet,John Ellet 8,John,Ellet,G,,8.0,John Ellet,John,Ellet,G,,,Uohn Ellet,Uohn,Ellet,G,,,John,Ellet,1543,John Ellet,1,1_1363,0,1,1363
130,4,left_column,23,Black Torrington,Joan Elet wid 2,Joa Elet wia 2,Joan Elet wid,Joan Elet 2,Joan,Elet,G, wid ,2.0,Joan Elet wid,Joan,Elet,G,,,Joa Elet wia 2,Joa,Elet,G,,2.0,Joan,Elet,1543,Joan Elet,11,11_1363,0,1,1363
130,4,left_column,24,Black Torrington,William Elet 5,William Elet 5,William Elét,William Elet 5,William,Elet,G,,5.0,William Elét,William,El,G,,,William Elet 5,William,Elet,G,,5.0,William,Elet,1543,William Elet,3,3_1363,0,1,1363
130,5,center_column,13,Black Torrington,Nicholas Ellet 6,Nicholas Elet 6,Nicholas Elet,Nicholas Ellet 6,Nicholas,Ellet,G,,6.0,Nicholas Elet,Nicholas,Elet,G,,,Nicholas Elet 6,Nicholas,Elet,G,,6.0,Nicholas,Elet,1543,Nicholas Ellet,2,2_1363,0,1,1363
130,6,right_column,15,Black Torrington,John Russell 2,Uohn Russell 2,John Russell,John Russell 2,John,Russell,G,,2.0,John Russell,John,Russell,G,,,Uohn Russell 2,Uohn,Russell,G,,2.0,John,Russell,1543,John Russell,1,1_3353,0,1,3353
130,7,left_column,4,Black Torrington,John Drake 3,John Drake 3,John Drake,John Drake 3,John,Drake,G,,3.0,John Drake,John,Drake,G,,,John Drake 3,John,Drake,G,,3.0,John,Drake,1543,John Drake,1,1_1293,0,1,1293
130,9,right_column,2,Black Torrington,Lawrence Drake 1,Laurence Drake,Laurence Drake,Lawrence Drake 1,Lawrence,Drake,G,,1.0,Laurence Drake,Laurence,Drake,G,,,Laurence Drake,Laurence,Drake,G,,,Laurence,Drake,1543,Lawrence Drake,73,73_1293,0,1,1293
131,1,left_column,29,Black Torrington,Ralph Northcott 5,Ralph Northcot 5,Ralph Northcot,Ralph Northcott 5,Ralph,Northcott,G,,5.0,Ralph Northcot,Ralph,Northcot,G,,,Ralph Northcot 5,Ralph,Northcot,G,,5.0,Ralph,Northcot,1543,Ralph Northcott,19,19_2865,0,1,2865
131,1,left_column,32,Black Torrington,Edmund Northcott 1,Edmuna Northcot 1,Edmund Northcot,Edmund Northcott 1,Edmund,Northcott,G,,1.0,Edmund Northcot,Edmund,Northcot,G,,,Edmuna Northcot 1,Edmuna,Northcot,G,,1.0,Edmund,Northcot,1543,Edmund Northcott,35,35_2865,0,1,2865
131,3,right_column,23,Black Torrington,William Ellyor 2,William Elyot 2,William Elyot2,William Ellyor 2,William,Ellyor,G,,2.0,William Elyot2,William,Elyot,G,,2.0,William Elyot 2,William,Elyot,G,,2.0,William,Elyot,1543,William Ellyor,3,3_1363,0,1,1363
131,3,right_column,30,Black Torrington,William Hedon 4,Willian Hedon 4,William HedonTN,William Hedon 4,William,Hedon,G,,4.0,William HedonTN,William,Hedon,G,,,Willian Hedon 4,Willian,Hedon,G,,4.0,William,Hedon,1543,William Hedon,3,3_1835,0,1,1835
131,4,left_column,5,Black Torrington,James Palmer 14,Uames Palmer 14,James Palmer,James Palmer 14,James,Palmer,G,,14.0,James Palmer,James,Palmer,G,,,Uames Palmer 14,Uames,Palmer,G,,14.0,James,Palmer,1543,James Palmer,14,14_2928,0,1,2928
131,5,center_column,8,Black Torrington,Alice Frye wid 6,Alice Fry wid 6,Alice Fry wid,Alice Frye 6,Alice,Frye,G, wid ,6.0,Alice Fry wid,Alice,Fry,G,,,Alice Fry 6,Alice,Fry,G, wid ,6.0,Alice,Fry,1543,Alice Frye,9,9_1541,0,1,1541
132,1,left_column,11,Black Torrington,William Northcott 20,Willian Northcot 20,William Northcot 20,William Northcott 20,William,Northcott,G,,20.0,William Northcot 20,William,Northcot,G,,20.0,Willian Northcot 20,Willian,Northcot,G,,20.0,William,Northcot,1543,William Northcott,3,3_2865,0,1,2865
132,1,left_column,17,Black Torrington,John Parker 3,Uohn Parker 3,John Parker,John Parker 3,John,Parker,G,,3.0,John Parker,John,Parker,G,,,Uohn Parker 3,Uohn,Parker,G,,3.0,John,Parker,1543,John Parker,1,1_2936,0,1,2936
132,2,center_column,35,Black Torrington,Hugh Smyth 4,Hugh Smyh 4,Hugh Smyth,Hugh Smyth 4,Hugh,Smyth,G,,4.0,Hugh Smyth,Hugh,Smyth,G,,,Hugh Smyh 4,Hugh,Smyh,G,,4.0,Hugh,Smyth,1543,Hugh Smyth,10,10_3598,0,1,3598
132,3,right_column,35,Black Torrington,William Smyth 1,William Smyth 1,William Smyth,William Smyth 1,William,Smyth,G,,1.0,William Smyth,William,Smyth,G,,,William Smyth 1,William,Smyth,G,,1.0,William,Smyth,1543,William Smyth,3,3_3598,0,1,3598
133,10,left_column,3,Black Torrington,Thomas Hedon L 2,Thomas Hedon L 2,Thomas Hedon,Thomas Hedon 2,Thomas,Hedon,L,,2.0,Thomas Hedon,Thomas,Hedon,G,,,Thomas Hedon 2,Thomas,Hedon,L,,2.0,Thomas,Hedon,1543,Thomas Hedon,0,0_1835,0,1,1835
133,12,right_column,4,Black Torrington,John Hedon 1,John Hedon 1,John Hedon,John Hedon 1,John,Hedon,G,,1.0,John Hedon,John,Hedon,G,,,John Hedon 1,John,Hedon,G,,1.0,John,Hedon,1543,John Hedon,1,1_1835,0,1,1835
133,5,center_column,15,Black Torrington,Robert Hedon 2,Robert Hedon 2,Robert Hedon,Robert Hedon 2,Robert,Hedon,G,,2.0,Robert Hedon,Robert,Hedon,G,,,Robert Hedon 2,Robert,Hedon,G,,2.0,Robert,Hedon,1543,Robert Hedon,7,7_1835,0,1,1835
133,6,right_column,1,Black Torrington,Thomas Hedward 2,Thomas Hedward 2,Thomas Hedward,Thomas Hedward 2,Thomas,Hedward,G,,2.0,Thomas Hedward,Thomas,Hedward,G,,,Thomas Hedward 2,Thomas,Hedward,G,,2.0,Thomas,Hedward,1543,Thomas Hedward,0,0_1904,0,1,1904
133,8,center_column,9,Black Torrington,Nicholas Frye 3,Nicholas Fry 3,Nicholas Fry,Nicholas Frye 3,Nicholas,Frye,G,,3.0,Nicholas Fry,Nicholas,Fry,G,,,Nicholas Fry 3,Nicholas,Fry,G,,3.0,Nicholas,Fry,1543,Nicholas Frye,2,2_1541,0,1,1541
